,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,date,season
0,1610612737,Atlanta Hawks,67,20,47,0.299,48.6,40.6,90.6,0.449,12.0,36.1,0.333,18.5,23.4,0.79,9.9,33.4,43.3,24.0,16.2,7.8,5.1,6.4,23.1,21.0,111.8,-8.0,15,26,29,27,3,16,8,23,17,8,30,12,15,9,20,24,21,18,28,13,12,30,30,12,16,29,10,Atlanta Hawks,2020-08-05,2019-20
1,1610612738,Boston Celtics,68,45,23,0.662,48.4,41.2,89.4,0.461,12.5,34.3,0.366,18.7,23.4,0.801,10.6,35.2,45.8,22.7,13.7,8.3,5.6,5.5,21.6,20.7,113.6,6.2,5,4,5,5,16,12,12,15,12,14,10,8,14,5,9,13,9,25,7,7,5,24,21,15,9,5,10,Boston Celtics,2020-08-05,2019-20
2,1610612751,Brooklyn Nets,68,32,36,0.471,48.6,40.1,90.3,0.444,12.9,38.0,0.339,18.0,24.1,0.747,10.8,37.3,48.0,24.2,15.3,6.4,4.5,5.4,20.9,21.0,111.2,-1.1,5,14,14,14,4,22,9,26,9,5,26,14,8,25,7,2,2,15,26,27,22,22,15,10,17,17,10,Brooklyn Nets,2020-08-05,2019-20
3,1610612766,Charlotte Hornets,65,23,42,0.354,48.5,37.3,85.9,0.434,12.1,34.3,0.352,16.2,21.6,0.748,11.0,31.8,42.8,23.8,14.6,6.6,4.1,5.0,18.8,20.6,102.9,-6.8,26,23,22,22,8,30,26,30,16,13,19,25,24,24,3,29,25,19,15,26,25,19,3,16,30,27,10,Charlotte Hornets,2020-08-05,2019-20
4,1610612741,Chicago Bulls,65,22,43,0.338,48.2,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,0.755,10.5,31.4,41.9,23.2,15.5,10.0,4.1,5.9,21.8,19.2,106.8,-3.1,26,24,23,24,20,25,16,25,14,9,24,28,27,21,12,30,28,23,27,1,27,28,23,29,27,22,10,Chicago Bulls,2020-08-05,2019-20
5,1610612739,Cleveland Cavaliers,65,19,46,0.292,48.4,40.3,87.9,0.458,11.2,31.8,0.351,15.1,19.9,0.758,10.8,33.4,44.2,23.1,16.5,6.9,3.2,6.3,18.3,19.6,106.9,-7.9,26,28,27,29,11,19,23,20,21,20,20,29,29,20,4,22,19,24,30,25,30,29,2,26,26,28,10,Cleveland Cavaliers,2020-08-05,2019-20
6,1610612742,Dallas Mavericks,70,41,29,0.586,48.4,41.5,90.2,0.46,15.2,41.4,0.366,18.5,23.9,0.775,10.7,36.6,47.4,24.5,12.9,6.3,4.9,4.1,19.4,21.3,116.8,5.8,1,12,13,13,10,10,10,16,2,2,11,11,11,16,8,4,4,14,3,28,15,4,7,9,3,6,10,Dallas Mavericks,2020-08-05,2019-20
7,1610612743,Denver Nuggets,68,45,23,0.662,48.5,41.9,88.9,0.471,10.8,30.5,0.355,16.1,20.8,0.777,10.8,33.4,44.2,26.6,13.8,8.1,4.6,4.5,20.4,20.3,110.8,2.7,5,4,5,5,7,8,15,6,25,26,16,26,26,15,5,21,20,4,8,10,20,8,12,18,19,11,10,Denver Nuggets,2020-08-05,2019-20
8,1610612765,Detroit Pistons,66,20,46,0.303,48.4,39.3,85.7,0.459,12.0,32.7,0.367,16.6,22.4,0.743,9.8,32.0,41.7,24.1,15.3,7.4,4.5,5.6,19.7,19.8,107.2,-3.6,24,26,27,26,13,28,27,19,18,17,9,22,21,26,21,27,30,17,24,19,21,27,9,24,24,23,10,Detroit Pistons,2020-08-05,2019-20
9,1610612744,Golden State Warriors,65,15,50,0.231,48.4,38.6,88.2,0.438,10.4,31.3,0.334,18.7,23.2,0.803,10.0,32.9,42.8,25.6,14.9,8.2,4.6,4.9,20.1,20.1,106.3,-8.7,26,30,30,30,11,29,21,29,27,25,29,10,16,3,19,26,24,9,18,8,19,16,10,20,28,30,10,Golden State Warriors,2020-08-05,2019-20
10,1610612745,Houston Rockets,67,42,25,0.627,48.3,41.1,90.8,0.453,15.6,44.7,0.349,20.6,26.2,0.786,10.2,34.5,44.7,21.6,14.4,8.6,5.1,4.9,21.8,21.0,118.4,3.6,15,9,7,9,17,13,7,22,1,1,21,2,2,12,16,16,15,29,13,4,11,15,24,11,2,7,10,Houston Rockets,2020-08-05,2019-20
11,1610612754,Indiana Pacers,68,42,26,0.618,48.3,42.3,88.5,0.478,10.0,27.6,0.363,15.1,19.1,0.789,8.7,33.8,42.6,26.0,12.9,7.3,5.2,4.5,19.6,18.9,109.8,2.3,5,9,11,11,19,5,18,2,29,30,13,30,30,10,28,20,26,6,4,22,10,9,8,30,22,12,10,Indiana Pacers,2020-08-05,2019-20
