,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,date,season
0,1610612737,Atlanta Hawks,63,37,26,0.587,48.2,36.4,79.0,0.46,6.4,18.3,0.349,16.7,21.3,0.786,9.7,30.5,40.2,22.3,13.9,6.1,4.1,4.4,19.2,18.7,95.9,0.6,11,9,9,9,26,24,24,16,14,13,19,28,29,5,26,18,23,9,12,29,28,7,4,30,25,16,10,Atlanta Hawks,2011-03-07,2010-11
1,1610612738,Boston Celtics,61,46,15,0.754,48.2,37.7,76.5,0.493,5.4,14.4,0.374,17.5,23.0,0.76,7.8,30.8,38.7,24.2,14.7,8.5,4.3,4.5,21.1,20.6,98.2,6.7,27,2,2,2,19,13,30,1,22,28,6,26,25,19,30,12,29,1,23,3,23,10,18,18,19,3,10,Boston Celtics,2011-03-07,2010-11
2,1610612766,Charlotte Bobcats,63,26,37,0.413,48.3,34.6,77.6,0.446,5.1,15.5,0.33,19.0,25.3,0.752,11.0,30.5,41.5,20.6,15.1,6.4,5.4,6.1,20.2,21.4,93.4,-3.5,11,21,21,21,15,29,28,23,27,22,28,8,7,22,15,17,15,18,25,27,7,29,9,13,29,23,10,Charlotte Bobcats,2011-03-07,2010-11
3,1610612741,Chicago Bulls,62,44,18,0.71,48.4,36.9,80.7,0.457,5.9,16.5,0.354,17.8,24.3,0.735,11.8,32.5,44.3,21.7,14.4,7.1,5.7,5.9,20.3,20.4,97.5,6.0,18,5,4,4,10,17,17,18,18,19,15,21,14,26,8,4,2,13,20,17,5,25,10,22,21,5,10,Chicago Bulls,2011-03-07,2010-11
4,1610612739,Cleveland Cavaliers,62,12,50,0.194,48.2,35.3,81.9,0.432,6.5,18.5,0.353,18.8,25.3,0.743,10.4,29.7,40.1,21.5,14.1,6.7,4.2,5.9,19.9,21.6,96.0,-10.0,18,30,29,30,25,27,12,29,12,12,17,13,9,25,20,23,24,16,16,23,26,27,7,10,24,30,10,Cleveland Cavaliers,2011-03-07,2010-11
5,1610612742,Dallas Mavericks,63,46,17,0.73,48.0,37.3,78.5,0.476,7.9,21.2,0.373,17.5,22.4,0.779,9.3,31.9,41.2,23.7,13.7,6.6,4.2,3.7,18.8,20.0,100.0,3.9,11,2,3,3,30,15,26,2,7,6,7,27,28,9,29,9,17,3,9,25,25,2,2,25,12,7,10,Dallas Mavericks,2011-03-07,2010-11
6,1610612743,Denver Nuggets,64,37,27,0.578,48.1,38.0,80.3,0.473,7.8,20.4,0.383,23.4,30.1,0.779,9.5,32.1,41.5,21.5,14.0,7.0,4.1,6.0,21.5,22.9,107.3,3.3,5,9,10,10,29,9,20,4,8,9,3,2,1,10,28,6,14,14,14,21,29,28,21,1,1,8,10,Denver Nuggets,2011-03-07,2010-11
7,1610612765,Detroit Pistons,64,23,41,0.359,48.6,36.5,81.0,0.451,6.0,15.8,0.379,16.7,22.9,0.731,11.3,27.2,38.4,20.4,12.7,7.1,4.1,4.6,19.9,19.2,95.8,-4.0,5,23,24,24,4,21,14,21,17,20,5,29,26,27,12,30,30,21,1,18,29,14,6,28,26,24,10,Detroit Pistons,2011-03-07,2010-11
8,1610612744,Golden State Warriors,62,27,35,0.435,48.3,39.4,85.4,0.461,8.2,21.3,0.388,16.0,21.0,0.76,11.9,28.5,40.4,22.4,15.0,9.0,4.8,4.4,22.3,18.8,103.0,-3.2,18,19,19,19,14,1,2,14,5,5,2,30,30,18,6,28,22,8,24,2,14,9,26,29,7,21,10,Golden State Warriors,2011-03-07,2010-11
9,1610612745,Houston Rockets,65,33,32,0.508,48.5,38.6,84.9,0.455,8.2,22.5,0.364,20.4,25.7,0.793,11.6,30.8,42.4,23.6,13.5,7.2,4.7,5.7,20.4,21.7,105.8,1.5,2,14,18,18,8,5,3,19,6,4,12,5,5,4,9,13,9,4,7,15,17,24,11,7,3,13,10,Houston Rockets,2011-03-07,2010-11
