winprob_home,winprob_away
0.31574982,0.68425024
0.40258336,0.59741664
0.3791597,0.6208403
0.44351906,0.556481
0.4933463,0.50665367
0.8674879,0.1325121
0.5827397,0.41726026
0.57122105,0.42877895
0.07280804,0.927192
0.80655354,0.1934464
0.23954137,0.7604586
0.9524067,0.04759332
0.806755,0.19324501
0.13929874,0.86070126
0.1585888,0.8414112
0.53200823,0.4679918
0.2594804,0.74051964
0.27790567,0.7220943
0.78723,0.21276997
0.34387186,0.6561281
0.89421535,0.10578466
0.37131694,0.6286831
0.8993676,0.100632474
0.9580653,0.04193467
0.8510117,0.14898826
0.29082754,0.7091724
0.4119779,0.5880221
0.70351756,0.29648247
0.948042,0.051958
0.8435933,0.15640675
0.8030321,0.19696787
0.47213814,0.5278619
0.44151306,0.55848694
0.05604409,0.94395596
0.96877104,0.031228963
0.6440823,0.35591772
0.53329015,0.46670982
0.6015261,0.39847392
0.43462333,0.5653767
0.3721464,0.62785363
0.4150389,0.5849611
0.09252094,0.9074791
0.10354697,0.8964531
0.9180336,0.0819664
0.49123892,0.5087611
0.76694727,0.23305273
0.79041225,0.20958778
0.2904233,0.70957667
0.4673601,0.53263986
0.66092443,0.3390756
0.7656414,0.23435865
0.5307802,0.46921983
0.3869112,0.6130888
0.42751113,0.5724889
0.41568998,0.58431
0.93261874,0.06738131
0.96785975,0.032140266
0.5440114,0.45598856
0.8535398,0.1464602
0.21291728,0.78708273
0.9208278,0.07917214
0.19784811,0.8021519
0.44772685,0.5522732
0.765027,0.23497303
0.4622482,0.5377518
0.7311839,0.26881608
0.23202895,0.7679711
0.956731,0.04326893
0.42477384,0.5752261
0.3980441,0.6019559
0.7377788,0.26222122
0.397552,0.602448
0.2558098,0.74419016
0.35514376,0.6448563
0.49381045,0.5061895
0.47474694,0.525253
0.08397713,0.9160229
0.653237,0.346763
0.7493471,0.25065285
0.7821282,0.21787179
0.55333644,0.44666353
0.855864,0.14413603
0.75850785,0.2414922
0.6944546,0.30554542
0.71994764,0.28005233
0.37078843,0.6292116
0.8568026,0.14319745
0.6648316,0.33516842
0.66394967,0.3360503
0.5060734,0.4939266
0.43440944,0.5655906
0.8666664,0.13333355
0.9219287,0.078071296
0.9163154,0.08368465
0.47168308,0.5283169
0.9260676,0.0739324
0.70742744,0.29257253
0.6692424,0.33075756
0.9415912,0.058408774
0.3747721,0.6252279
0.53502434,0.46497563
0.80704105,0.19295898
0.57965505,0.42034495
0.11806043,0.8819396
0.12576115,0.8742388
0.57462496,0.42537504
0.8576318,0.14236826
0.54117924,0.45882076
0.77009815,0.22990185
0.9015434,0.09845665
0.47922495,0.520775
0.72466105,0.27533898
0.96545017,0.03454981
0.65505666,0.3449433
0.42284548,0.57715446
0.82101285,0.17898716
0.2336523,0.7663477
0.964359,0.03564095
0.58500564,0.4149944
0.8991415,0.100858465
0.6316947,0.3683054
0.5083322,0.49166778
0.6172481,0.38275188
0.17333762,0.8266624
0.8177615,0.18223849
0.88488483,0.11511515
0.42872098,0.57127905
0.48826474,0.51173526
0.833242,0.16675797
0.53066593,0.4693341
0.7359943,0.26400578
0.93702245,0.06297752
0.729124,0.27087605
0.19542213,0.8045779
0.4297201,0.57027984
0.61622787,0.3837721
0.41988343,0.5801166
0.7188608,0.28113925
0.37070352,0.6292965
0.49109605,0.508904
0.71012473,0.28987533
0.56005985,0.43994012
0.9303494,0.06965057
0.24798161,0.7520184
0.47241926,0.5275807
0.83826363,0.1617364
0.4534308,0.5465692
0.6116369,0.38836315
0.7102639,0.2897361
0.59253323,0.40746677
0.44626504,0.553735
0.523972,0.47602803
0.80787414,0.19212584
0.73737687,0.26262313
0.95828354,0.041716427
0.38406783,0.61593217
0.38332027,0.6166797
0.7253518,0.27464825
0.5280827,0.47191727
0.82834643,0.17165352
0.4714903,0.5285097
0.68059134,0.31940868
0.940407,0.059593063
0.7521877,0.24781226
0.36385733,0.6361426
0.8163153,0.1836847
0.8740284,0.12597163
0.51414853,0.48585144
0.63393706,0.36606294
0.36117724,0.6388228
0.6617236,0.33827636
0.32556078,0.67443925
0.55131686,0.44868317
0.7158394,0.2841606
0.44423956,0.55576044
0.5791266,0.42087337
0.34810168,0.6518983
0.40940723,0.5905928
0.8228111,0.1771889
0.44630253,0.5536974
0.8297126,0.17028736
0.7275346,0.2724654
0.76883954,0.23116054
0.3916371,0.6083629
0.5947429,0.40525714
0.1405939,0.8594061
0.21180071,0.7881993
0.40757477,0.5924253
0.61292404,0.387076
0.508836,0.49116406
0.19955407,0.800446
0.41909686,0.5809032
0.3864103,0.6135897
0.7680331,0.23196685
0.91833365,0.08166633
0.39530116,0.60469884
0.67678475,0.32321525
0.7242002,0.27579984
0.76743275,0.23256728
0.9690011,0.030998837
0.22641483,0.7735852
0.9065556,0.09344442
0.4550868,0.5449132
0.2736226,0.7263774
0.6112344,0.38876554
0.39552703,0.604473
0.36257374,0.6374263
0.45322132,0.5467786
0.94419396,0.055806067
0.45341152,0.5465885
0.5393841,0.46061587
0.9382293,0.06177064
0.8078894,0.19211064
0.24760687,0.75239307
0.8561104,0.14388962
0.45588326,0.54411674
0.8434097,0.15659024
0.4467131,0.55328685
0.79776657,0.20223343
0.6580601,0.3419399
0.89513385,0.10486615
0.79028255,0.2097175
0.4722929,0.5277071
0.6629124,0.33708757
0.90371907,0.096280925
0.31258172,0.6874183
0.22977199,0.770228
0.90601665,0.09398334
0.84058166,0.15941836
0.535113,0.46488702
0.22664526,0.7733547
0.9445395,0.055460587
0.85890394,0.14109606
0.2716057,0.7283943
0.07983538,0.9201646
0.37373075,0.6262693
0.45711657,0.54288346
0.17603175,0.82396823
0.8737411,0.12625894
0.37929988,0.6207001
0.50994074,0.49005923
0.85716367,0.14283636
0.936968,0.063032
0.56792784,0.43207216
0.9078533,0.092146724
0.78571546,0.21428457
0.595435,0.40456495
0.70697135,0.29302868
0.8979104,0.10208954
0.8694888,0.13051122
0.38412288,0.61587715
0.85191226,0.14808771
0.5103462,0.4896538
0.6132444,0.38675556
0.3847565,0.6152435
0.70394015,0.29605985
0.46414617,0.53585386
0.71069735,0.28930268
0.7062539,0.29374608
0.9633574,0.03664261
0.36053798,0.63946205
0.45978767,0.54021233
0.45858172,0.54141825
0.29358763,0.7064124
0.93291026,0.06708968
0.5444433,0.45555672
0.7926105,0.20738946
0.62892705,0.37107292
0.73664325,0.26335678
0.43353343,0.5664665
0.4166227,0.5833773
0.6112231,0.38877687
0.8418246,0.15817536
0.48562202,0.514378
0.88102776,0.11897227
0.895588,0.10441208
0.4350147,0.5649853
0.45970002,0.5403
0.21601072,0.7839893
0.68199086,0.3180092
0.7836265,0.21637353
0.2813867,0.7186133
0.4083528,0.5916472
0.5101951,0.4898049
0.9574207,0.042579357
0.40740713,0.59259284
0.7807852,0.21921483
0.5246212,0.4753788
0.97686964,0.023130398
0.7359088,0.2640912
0.72058797,0.2794121
0.18235393,0.8176461
0.4192934,0.5807066
0.9376744,0.06232555
0.94164735,0.058352653
0.8573142,0.1426858
0.5276126,0.47238734
0.6398996,0.36010042
0.5535719,0.44642815
0.61051166,0.38948834
0.8512453,0.1487547
0.6528367,0.34716332
0.6579193,0.34208068
0.6608091,0.3391909
0.88722456,0.11277546
0.11947835,0.8805216
0.21601848,0.78398144
0.5807732,0.4192268
0.6199721,0.38002795
0.84320176,0.15679818
0.87639076,0.123609245
0.6728699,0.3271301
0.45424718,0.5457528
0.69790924,0.3020908
0.6727073,0.3272927
0.41853797,0.581462
0.8787651,0.121234916
0.20445232,0.79554766
0.48503578,0.5149642
0.7760898,0.22391023
0.81585336,0.18414667
0.33684635,0.6631536
0.727155,0.27284497
0.6037685,0.3962315
0.95078945,0.049210556
0.85288984,0.14711016
0.34941635,0.6505836
0.80684125,0.19315878
0.57318914,0.42681083
0.5561486,0.44385138
0.89535147,0.10464852
0.6274108,0.37258914
0.26267034,0.7373296
0.5710314,0.4289686
0.7254064,0.2745936
0.5300295,0.46997052
0.58514106,0.41485897
0.2897979,0.7102021
0.36296672,0.6370333
0.6074786,0.39252138
0.7868623,0.21313766
0.9477851,0.052214928
0.9085861,0.09141398
0.6594963,0.3405037
0.9062508,0.09374922
0.91698366,0.08301627
0.12984754,0.8701524
0.25702563,0.74297434
0.36511633,0.6348837
0.94808686,0.051913198
0.6468281,0.35317183
0.89832276,0.10167722
0.6083644,0.39163557
0.19216044,0.8078396
0.4733766,0.5266234
0.7098842,0.29011583
0.50737625,0.49262375
0.14366013,0.8563399
0.809388,0.19061202
0.95726454,0.04273546
0.3790536,0.6209464
0.8435959,0.15640405
0.43822512,0.5617749
0.8732261,0.12677395
0.8584537,0.14154628
0.33598968,0.6640103
0.1381416,0.86185837
0.5183203,0.48167968
0.80117166,0.19882831
0.3379158,0.66208416
0.84026915,0.15973085
0.33330306,0.6666969
0.18971273,0.8102873
0.81005037,0.18994962
0.21144994,0.78855
0.71087575,0.28912428
0.36200505,0.63799495
0.42142317,0.57857686
0.44106752,0.55893254
0.8328056,0.16719446
0.7641008,0.23589918
0.435338,0.564662
0.9517685,0.048231415
0.7904692,0.20953083
0.73067075,0.26932922
0.7575046,0.24249542
0.6516889,0.34831116
0.8565673,0.14343266
0.1767573,0.82324266
0.92834395,0.071656
0.89472073,0.10527931
0.5999622,0.40003783
0.9159171,0.084082946
0.88756365,0.11243639
0.9517827,0.048217278
0.41182572,0.5881743
0.4280944,0.57190555
0.74558395,0.25441602
0.5879784,0.41202155
0.6880071,0.3119929
0.4594278,0.5405722
0.27724493,0.722755
0.38732636,0.6126736
0.4378049,0.56219506
0.959446,0.040553965
0.9357066,0.06429337
0.4322075,0.56779253
0.8655051,0.13449489
0.12502392,0.87497604
0.45829308,0.5417069
0.3595281,0.64047194
0.5337984,0.4662016
0.5064331,0.49356684
0.9090738,0.09092611
0.9154362,0.08456375
0.40817764,0.5918223
0.93754375,0.062456287
0.40739542,0.5926046
0.48941383,0.51058614
0.28058398,0.719416
0.7578243,0.24217573
0.22412924,0.7758708
0.6133197,0.38668025
0.3221946,0.6778054
0.32201743,0.67798257
0.6064467,0.3935533
0.89033926,0.10966074
0.18130542,0.81869453
0.7363489,0.2636511
0.11402875,0.88597125
0.5243265,0.4756735
0.53087556,0.46912444
0.79108757,0.20891245
0.27389103,0.72610897
0.45653218,0.5434679
0.14988671,0.85011333
0.47000974,0.5299903
0.820736,0.179264
0.8030791,0.19692092
0.8949452,0.10505476
0.4903168,0.5096832
0.73643833,0.26356167
0.96530527,0.034694728
0.53803,0.46196994
0.92748094,0.07251904
0.6998879,0.3001122
0.62251365,0.37748632
0.8677228,0.1322772
0.8258281,0.17417197
0.67034644,0.32965356
0.32339653,0.67660344
0.36531088,0.63468915
0.6965728,0.30342725
0.46691254,0.5330875
0.57654434,0.4234557
0.30841208,0.691588
0.42978495,0.57021505
0.81245077,0.1875492
0.39610496,0.603895
0.70242864,0.29757136
0.708201,0.29179904
0.3548567,0.64514333
0.5909146,0.40908542
0.88366723,0.11633274
0.350043,0.649957
0.1470399,0.85296005
0.7329895,0.2670105
0.62582916,0.37417078
0.5220311,0.4779689
0.6131995,0.38680053
0.36562604,0.6343739
0.674945,0.325055
0.109104015,0.89089596
0.79950297,0.20049703
0.513934,0.486066
0.83386016,0.16613986
0.12535664,0.8746433
0.9211232,0.078876816
0.57148814,0.4285119
0.6544395,0.34556046
0.9228021,0.07719792
0.26934856,0.73065144
0.7817485,0.21825157
0.36918488,0.6308151
0.9126083,0.08739172
0.6313366,0.3686634
0.7199801,0.28001982
0.42506862,0.5749314
0.6717438,0.32825622
0.7496412,0.2503588
0.21396637,0.7860337
0.6924751,0.30752492
0.46274656,0.5372535
0.33796525,0.66203475
0.46397173,0.5360282
0.53108764,0.46891236
0.36297917,0.6370208
0.43074617,0.56925386
0.41345128,0.58654875
0.87012887,0.12987109
0.847249,0.15275098
0.69942683,0.30057314
0.3523234,0.64767665
0.8555992,0.14440073
0.25000593,0.74999404
0.39465383,0.6053462
0.8871041,0.11289592
0.7045687,0.29543132
0.45643836,0.54356164
0.43943018,0.5605698
0.68249726,0.3175027
0.74240476,0.2575952
0.5784401,0.42155984
0.5413392,0.45866072
0.2631701,0.7368299
0.2780599,0.72194016
0.6210203,0.37897965
0.9259993,0.074000716
0.54938614,0.4506138
0.37792423,0.62207574
0.46382207,0.53617793
0.41512033,0.5848797
0.37113342,0.6288666
0.37003288,0.6299671
0.45475718,0.5452428
0.45416543,0.5458346
0.43587798,0.5641221
0.8490081,0.15099193
0.94813496,0.051864993
0.44242308,0.55757695
0.96177906,0.038220942
0.9027927,0.09720734
0.668157,0.33184305
0.6300875,0.3699125
0.8656799,0.13432008
0.7448894,0.25511062
0.83067596,0.169324
0.65161353,0.34838644
0.8394096,0.16059041
0.8391069,0.16089305
0.52258825,0.4774117
0.5796302,0.42036977
0.20333226,0.7966677
0.58217543,0.4178246
0.8253918,0.17460817
0.09947312,0.9005269
0.9435564,0.05644365
0.9591461,0.040853936
0.46614915,0.5338508
0.781945,0.218055
0.42997622,0.5700238
0.73926765,0.26073238
0.9528756,0.047124382
0.6529948,0.34700513
0.76864696,0.23135303
0.8861349,0.113865025
0.7664389,0.23356113
0.76230335,0.23769666
0.13705961,0.8629404
0.34164092,0.65835905
0.9389674,0.061032627
0.29448852,0.70551145
0.56910795,0.43089208
0.8275047,0.1724953
0.4821258,0.51787424
0.36787137,0.6321286
0.2594911,0.7405089
0.7017212,0.29827884
0.600677,0.39932305
0.7205945,0.27940544
0.76640403,0.23359591
0.39809275,0.60190725
0.20226961,0.7977304
0.79384166,0.20615834
0.16859107,0.831409
0.35761327,0.6423867
0.30319914,0.6968009
0.73715234,0.26284763
0.82598776,0.17401224
0.45065972,0.5493403
0.5976464,0.40235358
0.5140927,0.48590726
0.95757383,0.042426158
0.9249308,0.07506919
0.19793418,0.80206585
0.14305006,0.85695
0.78354526,0.21645477
0.8014255,0.1985745
0.5054017,0.49459836
0.22103627,0.7789638
0.445487,0.554513
0.8162508,0.18374915
0.65253717,0.34746283
0.83035725,0.16964272
0.5677416,0.43225843
0.81205314,0.18794683
0.38888612,0.61111385
0.91256624,0.08743377
0.4539188,0.5460812
0.7420065,0.25799355
0.6729318,0.3270682
0.5020892,0.4979108
0.8786249,0.12137515
0.5197747,0.4802253
0.8070426,0.1929574
0.41733068,0.5826694
0.6553818,0.3446182
0.17839266,0.82160735
0.71935326,0.28064674
0.6071098,0.3928902
0.6875386,0.3124614
0.69997567,0.30002427
0.41312924,0.5868708
0.928333,0.07166703
0.14288351,0.8571165
0.83248067,0.16751929
0.4382563,0.5617437
0.7842682,0.21573177
0.53809917,0.46190083
0.32932678,0.67067325
0.7047223,0.29527768
0.93260545,0.06739449
0.4087035,0.59129643
0.15316492,0.84683514
0.74812084,0.2518792
0.4827113,0.51728874
0.36383942,0.63616055
0.80842865,0.19157133
0.3138772,0.6861228
0.8082739,0.19172601
0.70953965,0.29046032
0.3704681,0.62953186
0.33654225,0.6634577
0.58841616,0.41158387
0.86861503,0.13138498
0.2741366,0.7258634
0.5958556,0.4041444
0.860647,0.13935298
0.76945055,0.23054951
0.9117393,0.08826068
0.35357815,0.6464218
0.17794625,0.82205373
0.84530854,0.15469146
0.13802998,0.86197007
0.43145892,0.5685411
0.8232229,0.17677717
0.86468637,0.13531362
0.86330944,0.13669053
0.5175781,0.4824219
0.17954163,0.8204584
0.40564147,0.5943585
0.30906776,0.6909322
0.3646293,0.63537073
0.12356867,0.8764313
0.22281733,0.77718264
0.80361205,0.19638796
0.8812348,0.118765146
0.91628444,0.0837156
0.8712801,0.12871988
0.41728103,0.58271897
0.6412735,0.35872644
0.5820388,0.41796112
0.8768375,0.12316245
0.5156503,0.4843497
0.63950527,0.3604947
0.6134731,0.38652688
0.27142495,0.72857505
0.42388588,0.5761142
0.73747873,0.26252124
0.6944038,0.3055961
0.95612234,0.043877725
0.831064,0.16893598
0.9533819,0.046618093
0.79842085,0.20157914
0.8773207,0.122679316
0.5478485,0.45215148
0.7035822,0.29641783
0.93932354,0.060676526
0.83562523,0.16437474
0.8884854,0.11151465
0.7918859,0.20811413
0.39637893,0.60362107
0.6272935,0.37270647
0.8985043,0.10149565
0.19243293,0.8075671
0.20453282,0.7954672
0.83655936,0.16344064
0.20173031,0.7982697
0.797636,0.20236406
0.7426555,0.2573445
0.9155838,0.08441622
0.3788151,0.6211848
0.41364563,0.5863544
0.3924182,0.60758173
0.70375955,0.29624045
0.57081795,0.42918208
0.7200035,0.27999648
0.78324795,0.21675207
0.8523295,0.14767049
0.18943967,0.81056035
0.711813,0.28818703
0.49157283,0.50842714
0.44300354,0.5569965
0.6955817,0.30441833
0.9605771,0.03942297
0.43248513,0.56751484
0.80680096,0.19319901
0.88245654,0.11754347
0.40048686,0.5995132
0.43775186,0.5622481
0.4391634,0.5608366
0.34577227,0.6542278
0.7294101,0.27058992
0.31246316,0.68753684
0.2510969,0.74890316
0.7250101,0.27498993
0.3354517,0.66454834
0.8760447,0.12395527
0.8940734,0.10592663
0.5959272,0.4040728
0.93335235,0.066647634
0.4477008,0.55229914
0.4305756,0.5694244
0.91175735,0.08824264
0.5903761,0.40962395
0.7023398,0.2976602
0.87419134,0.12580872
0.5253403,0.47465965
0.14808847,0.85191154
0.18396965,0.8160303
0.9348618,0.06513821
0.8866579,0.11334215
0.4068609,0.5931391
0.6418257,0.35817432
0.82464314,0.1753569
0.49561572,0.5043843
0.9439853,0.056014784
0.8408531,0.15914683
0.7878657,0.2121343
0.8349147,0.16508536
0.65097904,0.349021
0.35458416,0.64541584
0.08912252,0.9108775
0.6373622,0.3626378
0.84585536,0.15414466
0.7862758,0.21372423
0.7093105,0.2906895
0.89023453,0.10976549
0.46458736,0.53541267
0.5129494,0.48705065
0.9167431,0.083256915
0.9105451,0.089454874
0.33904386,0.66095614
0.8302521,0.16974795
0.7336543,0.26634565
0.4282606,0.5717394
0.9030151,0.09698494
0.91184586,0.08815416
0.7526175,0.24738249
0.7986273,0.20137268
0.79047394,0.2095261
0.3207992,0.67920077
0.4025807,0.59741926
0.9286774,0.07132258
0.8345974,0.16540255
0.38748664,0.61251336
0.9008889,0.09911111
0.9725184,0.02748161
0.42928743,0.57071257
0.44156528,0.5584347
0.8636507,0.13634929
0.30649027,0.6935097
0.6226383,0.37736166
0.8843416,0.11565841
0.92441833,0.075581744
0.7451305,0.25486955
0.5243125,0.47568747
0.58592707,0.4140729
0.63038397,0.369616
0.8175494,0.18245053
0.7784267,0.22157325
0.1356243,0.8643757
0.7073087,0.29269126
0.57585555,0.4241444
0.6096538,0.39034626
0.9241797,0.07582031
0.8770315,0.122968495
0.73543894,0.26456106
0.5821075,0.41789255
0.44622287,0.5537771
0.83280545,0.1671945
0.8803718,0.11962817
0.41629687,0.58370316
0.13774931,0.8622506
0.82522756,0.17477249
0.82151836,0.17848165
0.9293844,0.07061556
0.64355,0.35645002
0.1476502,0.8523498
0.42701662,0.57298344
0.84649366,0.15350635
0.9321604,0.06783969
0.5628134,0.43718654
0.67463696,0.32536304
0.72897863,0.27102137
0.7552303,0.24476968
0.73429745,0.2657026
0.38123626,0.6187638
0.88274914,0.1172508
0.5183103,0.48168966
0.48895788,0.5110421
0.8277838,0.1722162
0.80868465,0.19131535
0.7378834,0.2621166
0.6254999,0.37450013
0.58972293,0.41027713
0.5783156,0.42168438
0.45893553,0.5410645
0.44586223,0.5541378
0.8847252,0.115274765
0.54539025,0.45460978
0.7826089,0.21739109
0.667438,0.33256206
0.6219437,0.37805626
0.4649411,0.53505886
0.6252459,0.37475404
0.5826602,0.4173398
0.11763707,0.88236296
0.30663118,0.6933688
0.39647755,0.6035224
0.48623654,0.5137635
0.6401228,0.35987726
0.78883094,0.2111691
0.7632775,0.23672253
0.44636217,0.5536378
0.62381023,0.3761898
0.28271675,0.7172833
0.69936466,0.3006353
0.82777566,0.17222437
0.8344247,0.16557533
0.9671395,0.03286048
0.5578663,0.44213372
0.76531327,0.23468678
0.79457825,0.20542179
0.39050645,0.60949355
0.35071334,0.6492866
0.53493744,0.46506256
0.55277216,0.44722784
0.6438136,0.35618642
0.35099775,0.64900225
0.95534384,0.04465615
0.61918,0.38082
0.3699281,0.6300719
0.4984424,0.5015576
0.4191937,0.58080626
0.7621534,0.23784654
0.6523417,0.34765828
0.89050764,0.10949238
0.4266879,0.57331204
0.40638098,0.593619
0.7171825,0.28281748
0.2126393,0.7873607
0.872958,0.12704195
0.23687401,0.76312596
0.5278101,0.4721899
0.91267353,0.08732644
0.6151681,0.38483188
0.30646232,0.6935377
0.5827827,0.41721728
0.9101119,0.089888066
0.61964494,0.38035506
0.93477833,0.065221645
0.275855,0.724145
0.39694282,0.6030572
0.69421077,0.30578926
0.7871344,0.21286556
0.7538247,0.24617532
0.46605954,0.5339405
0.8066685,0.19333148
0.67607963,0.32392037
0.9208072,0.07919284
0.9289638,0.07103623
0.83512354,0.1648765
0.7809497,0.21905027
0.9598528,0.04014718
0.6547995,0.3452005
0.9570137,0.04298624
0.371584,0.628416
0.59011024,0.40988973
0.24556889,0.7544311
0.94021696,0.059783034
0.8318464,0.16815354
0.47642794,0.523572
0.6217174,0.37828255
0.7186378,0.28136224
0.71126723,0.2887328
0.9159506,0.08404939
0.6363516,0.3636484
0.61645323,0.38354674
0.37343863,0.6265614
0.83094925,0.16905075
0.7099978,0.2900023
0.78423196,0.21576807
0.6331066,0.36689335
0.32913718,0.6708628
0.8305718,0.16942824
0.64614415,0.35385588
0.25112134,0.74887866
0.82385874,0.17614129
0.96967083,0.030329116
0.42265743,0.57734257
0.71732575,0.2826743
0.826108,0.17389198
0.27165994,0.7283401
0.4787667,0.52123326
0.85718626,0.14281373
0.34767237,0.6523276
0.698192,0.30180794
0.59637445,0.40362555
0.5321612,0.4678388
0.58480215,0.41519788
0.62279993,0.37720007
0.14806464,0.8519354
0.2141299,0.78587013
0.71361214,0.28638783
0.42644453,0.57355547
0.85596836,0.14403166
0.6852589,0.31474108
0.9236234,0.07637667
0.79989445,0.20010558
0.40789825,0.5921018
0.606885,0.39311498
0.93782175,0.062178284
0.105705954,0.8942941
0.47076696,0.52923304
0.45953846,0.54046154
0.45674658,0.5432534
0.8095571,0.19044286
0.83450603,0.16549395
0.9154448,0.084555164
0.81096756,0.18903242
0.6317515,0.36824852
0.89910114,0.10089894
0.9192806,0.08071942
0.22172472,0.7782753
0.94612646,0.053873558
0.46377212,0.5362278
0.6870775,0.31292242
0.7662195,0.23378049
0.12729429,0.8727057
0.83445066,0.16554932
0.5147669,0.4852331
0.7823043,0.21769577
0.19028863,0.80971134
0.5141976,0.48580238
0.5027894,0.49721065
0.39577845,0.6042216
0.1656776,0.8343224
0.21547222,0.7845278
0.093542606,0.9064574
0.71199983,0.28800014
0.16688481,0.8331152
0.7330665,0.2669335
0.42183697,0.578163
0.5652031,0.43479696
0.75660634,0.24339367
0.38556406,0.614436
0.7496518,0.25034818
0.627806,0.37219405
0.34645587,0.6535442
0.9516876,0.0483125
0.14240472,0.8575953
0.13854766,0.8614524
0.7213863,0.27861372
0.942987,0.057012983
0.27405235,0.7259476
0.83356196,0.16643803
0.79137814,0.20862184
0.43798208,0.5620179
0.37658322,0.6234168
0.86688197,0.13311803
0.8097259,0.19027407
0.47009203,0.529908
0.14250651,0.85749346
0.9568546,0.043145485
0.7019526,0.2980474
0.15679362,0.84320635
0.6631109,0.33688912
0.65410995,0.34589007
0.630356,0.369644
0.7448799,0.25512013
0.7759067,0.22409335
0.91860247,0.081397526
0.41663057,0.58336943
0.95484734,0.04515266
0.41211435,0.5878856
0.42848426,0.5715157
0.8438063,0.15619364
0.7129785,0.28702155
0.9517914,0.04820856
0.6569173,0.34308276
0.4128104,0.5871896
0.9189678,0.08103225
0.45322794,0.546772
0.6703575,0.32964244
0.32752296,0.67247707
0.7443379,0.2556621
0.6080397,0.39196032
0.4860633,0.5139367
0.79040027,0.20959976
0.9091692,0.09083077
0.7046959,0.29530412
0.83922035,0.1607797
0.35686967,0.6431303
0.5360574,0.46394256
0.14428832,0.85571164
0.7070588,0.29294115
0.4314042,0.56859577
0.90161276,0.09838723
0.6169744,0.3830256
0.7398844,0.26011556
0.12647256,0.8735274
0.4961781,0.5038219
0.695287,0.30471307
0.8265636,0.17343639
0.4184192,0.58158076
0.6679522,0.33204788
0.9430567,0.056943305
0.9426324,0.057367653
0.90518713,0.094812825
0.93573165,0.064268366
0.6715635,0.3284365
0.82515657,0.1748434
0.5386893,0.4613107
0.7796962,0.22030377
0.4809112,0.5190888
0.79512995,0.20487003
0.9469147,0.053085316
0.31626555,0.6837344
0.5230784,0.47692165
0.48537925,0.5146207
0.9420313,0.057968657
0.577634,0.42236602
0.93146056,0.06853947
0.22159523,0.7784048
0.32509586,0.6749041
0.8978378,0.10216226
0.8142773,0.18572277
0.8654007,0.13459931
0.10945265,0.8905474
0.34681535,0.6531847
0.1382107,0.8617893
