,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2012-03-14T00:00:00,1,0021100626,1610612755,PHI,Philadelphia,25-18,29,22,24,19,0,0,0,0,,,,,,,94,0.526,0.8,0.462,25,26,9,2012-03-14,2011-12
1,2012-03-14T00:00:00,1,0021100626,1610612754,IND,Indiana,25-16,24,30,29,28,0,0,0,0,,,,,,,111,0.566,0.818,0.412,23,37,7,2012-03-14,2011-12
2,2012-03-14T00:00:00,2,0021100627,1610612761,TOR,Toronto,14-29,22,24,15,23,0,0,0,0,,,,,,,84,0.383,0.84,0.1,22,37,12,2012-03-14,2011-12
3,2012-03-14T00:00:00,2,0021100627,1610612751,NJN,New Jersey,15-29,19,22,27,30,0,0,0,0,,,,,,,98,0.481,0.882,0.412,20,48,14,2012-03-14,2011-12
4,2012-03-14T00:00:00,3,0021100628,1610612757,POR,Portland,20-23,12,17,27,23,0,0,0,0,,,,,,,79,0.373,0.783,0.294,11,38,23,2012-03-14,2011-12
5,2012-03-14T00:00:00,3,0021100628,1610612752,NYK,New York,19-24,25,30,23,43,0,0,0,0,,,,,,,121,0.538,0.615,0.5,35,42,19,2012-03-14,2011-12
6,2012-03-14T00:00:00,4,0021100630,1610612739,CLE,Cleveland,16-25,28,27,23,27,0,0,0,0,,,,,,,105,0.447,0.72,0.458,21,34,14,2012-03-14,2011-12
7,2012-03-14T00:00:00,4,0021100630,1610612749,MIL,Milwaukee,19-24,23,34,27,31,0,0,0,0,,,,,,,115,0.535,0.762,0.304,38,49,15,2012-03-14,2011-12
8,2012-03-14T00:00:00,5,0021100631,1610612747,LAL,Los Angeles,27-16,20,20,30,23,14,0,0,0,,,,,,,107,0.451,0.8,0.263,24,44,19,2012-03-14,2011-12
9,2012-03-14T00:00:00,5,0021100631,1610612740,NOH,New Orleans,10-33,28,26,16,23,8,0,0,0,,,,,,,101,0.518,0.769,0.3,25,34,15,2012-03-14,2011-12
10,2012-03-14T00:00:00,6,0021100632,1610612766,CHA,Charlotte,6-35,18,22,17,30,0,0,0,0,,,,,,,87,0.407,0.895,0.333,25,30,13,2012-03-14,2011-12
11,2012-03-14T00:00:00,6,0021100632,1610612745,HOU,Houston,24-20,30,20,36,21,0,0,0,0,,,,,,,107,0.536,0.647,0.667,27,46,18,2012-03-14,2011-12
12,2012-03-14T00:00:00,7,0021100633,1610612753,ORL,Orlando,28-16,35,23,26,27,0,0,0,0,,,,,,,111,0.523,0.625,0.407,20,38,6,2012-03-14,2011-12
13,2012-03-14T00:00:00,7,0021100633,1610612759,SAS,San Antonio,28-13,36,23,30,33,0,0,0,0,,,,,,,122,0.518,0.852,0.5,27,45,6,2012-03-14,2011-12
14,2012-03-14T00:00:00,8,0021100629,1610612748,MIA,Miami,31-11,23,19,28,32,0,0,0,0,,,,,,,102,0.447,0.87,0.5,17,34,10,2012-03-14,2011-12
15,2012-03-14T00:00:00,8,0021100629,1610612741,CHI,Chicago,36-9,19,34,28,25,0,0,0,0,,,,,,,106,0.468,0.923,0.526,20,50,15,2012-03-14,2011-12
16,2012-03-14T00:00:00,9,0021100634,1610612765,DET,Detroit,16-27,25,32,40,27,0,0,0,0,,,,,,,124,0.581,0.8,0.615,29,37,10,2012-03-14,2011-12
17,2012-03-14T00:00:00,9,0021100634,1610612758,SAC,Sacramento,14-29,32,26,23,31,0,0,0,0,,,,,,,112,0.517,0.708,0.263,25,37,13,2012-03-14,2011-12
18,2012-03-14T00:00:00,10,0021100635,1610612762,UTA,Utah,20-22,30,23,29,29,0,0,0,0,,,,,,,111,0.522,0.706,0.385,22,42,12,2012-03-14,2011-12
19,2012-03-14T00:00:00,10,0021100635,1610612756,PHX,Phoenix,20-22,22,31,36,31,0,0,0,0,,,,,,,120,0.564,0.719,0.474,29,34,12,2012-03-14,2011-12
20,2012-03-14T00:00:00,11,0021100636,1610612737,ATL,Atlanta,24-19,27,15,20,20,0,0,0,0,,,,,,,82,0.426,0.8,0.32,21,34,15,2012-03-14,2011-12
21,2012-03-14T00:00:00,11,0021100636,1610612746,LAC,Los Angeles,24-17,30,20,21,25,0,0,0,0,,,,,,,96,0.543,0.588,0.5,20,36,11,2012-03-14,2011-12
22,2012-03-14T00:00:00,12,0021100637,1610612738,BOS,Boston,23-19,21,34,26,24,0,0,0,0,,,,,,,105,0.513,0.905,0.462,32,37,17,2012-03-14,2011-12
23,2012-03-14T00:00:00,12,0021100637,1610612744,GSW,Golden State,18-22,25,35,17,26,0,0,0,0,,,,,,,103,0.526,0.842,0.238,25,33,17,2012-03-14,2011-12
