,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2010-01-26T00:00:00,1,0020900658,1610612747,LAL,Los Angeles,34-11,30,30,27,28,0,0,0,0,,,,,,,115,0.587,0.818,0.409,23,33,9,2010-01-26,2009-10
1,2010-01-26T00:00:00,1,0020900658,1610612764,WAS,Washington,14-30,29,15,28,31,0,0,0,0,,,,,,,103,0.494,0.714,0.35,18,43,9,2010-01-26,2009-10
2,2010-01-26T00:00:00,2,0020900659,1610612750,MIN,Minnesota,9-37,16,29,19,41,0,0,0,0,,,,,,,105,0.471,0.696,0.529,19,44,21,2010-01-26,2009-10
3,2010-01-26T00:00:00,2,0020900659,1610612752,NYK,New York,18-26,40,28,28,36,0,0,0,0,,,,,,,132,0.505,0.84,0.425,32,44,13,2010-01-26,2009-10
4,2010-01-26T00:00:00,3,0020900660,1610612749,MIL,Milwaukee,18-25,27,26,24,30,0,0,0,0,,,,,,,107,0.533,0.818,0.5,20,32,11,2010-01-26,2009-10
5,2010-01-26T00:00:00,3,0020900660,1610612742,DAL,Dallas,30-15,28,31,24,25,0,0,0,0,,,,,,,108,0.513,0.941,0.556,31,36,13,2010-01-26,2009-10
6,2010-01-26T00:00:00,4,0020900661,1610612766,CHA,Charlotte,22-22,26,22,29,21,16,0,0,0,,,,,,,114,0.446,0.833,0.333,20,48,12,2010-01-26,2009-10
7,2010-01-26T00:00:00,4,0020900661,1610612756,PHX,Phoenix,26-21,33,21,29,15,11,0,0,0,,,,,,,109,0.448,0.941,0.441,23,41,18,2010-01-26,2009-10
8,2010-01-26T00:00:00,5,0020900662,1610612744,GSW,Golden State,13-30,18,20,22,36,0,0,0,0,,,,,,,96,0.319,0.762,0.174,14,49,12,2010-01-26,2009-10
9,2010-01-26T00:00:00,5,0020900662,1610612758,SAC,Sacramento,16-28,23,26,24,26,0,0,0,0,,,,,,,99,0.38,0.758,0.267,17,68,19,2010-01-26,2009-10
