,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2021-03-12T00:00:00,1,0022000579,1610612755,PHI,Philadelphia,26-12,32,31,31,33,0,0,0,0,0,0,0,0,0,0,127,0.544,1.0,0.524,26,49,16,2021-03-12,2020-21
1,2021-03-12T00:00:00,1,0022000579,1610612764,WAS,Washington,14-22,15,38,23,25,0,0,0,0,0,0,0,0,0,0,101,0.488,0.591,0.333,19,32,18,2021-03-12,2020-21
2,2021-03-12T00:00:00,2,0022000580,1610612743,DEN,Denver,22-15,26,27,28,22,0,0,0,0,0,0,0,0,0,0,103,0.446,0.727,0.351,27,45,9,2021-03-12,2020-21
3,2021-03-12T00:00:00,2,0022000580,1610612763,MEM,Memphis,17-17,31,24,22,25,0,0,0,0,0,0,0,0,0,0,102,0.46,1.0,0.5,27,45,16,2021-03-12,2020-21
4,2021-03-12T00:00:00,3,0022000581,1610612739,CLE,Cleveland,14-23,29,19,9,25,0,0,0,0,0,0,0,0,0,0,82,0.341,0.75,0.219,13,33,6,2021-03-12,2020-21
5,2021-03-12T00:00:00,3,0022000581,1610612740,NOP,New Orleans,16-22,34,35,24,23,0,0,0,0,0,0,0,0,0,0,116,0.465,0.842,0.25,25,70,13,2021-03-12,2020-21
6,2021-03-12T00:00:00,4,0022000582,1610612748,MIA,Miami,20-18,29,13,28,31,0,0,0,0,0,0,0,0,0,0,101,0.463,0.75,0.343,26,41,9,2021-03-12,2020-21
7,2021-03-12T00:00:00,4,0022000582,1610612741,CHI,Chicago,16-20,21,21,26,22,0,0,0,0,0,0,0,0,0,0,90,0.37,1.0,0.395,25,50,16,2021-03-12,2020-21
8,2021-03-12T00:00:00,5,0022000583,1610612753,ORL,Orlando,13-25,29,10,25,13,0,0,0,0,0,0,0,0,0,0,77,0.363,0.75,0.263,17,46,18,2021-03-12,2020-21
9,2021-03-12T00:00:00,5,0022000583,1610612759,SAS,San Antonio,19-15,16,31,27,30,0,0,0,0,0,0,0,0,0,0,104,0.449,0.778,0.345,24,45,9,2021-03-12,2020-21
10,2021-03-12T00:00:00,6,0022000584,1610612745,HOU,Houston,11-25,27,21,31,20,0,0,0,0,0,0,0,0,0,0,99,0.366,0.615,0.209,15,50,10,2021-03-12,2020-21
11,2021-03-12T00:00:00,6,0022000584,1610612762,UTA,Utah,28-9,36,29,27,22,0,0,0,0,0,0,0,0,0,0,114,0.481,0.84,0.375,24,51,17,2021-03-12,2020-21
12,2021-03-12T00:00:00,7,0022000585,1610612754,IND,Indiana,16-20,28,26,25,21,0,0,0,0,0,0,0,0,0,0,100,0.42,0.857,0.222,22,44,16,2021-03-12,2020-21
13,2021-03-12T00:00:00,7,0022000585,1610612747,LAL,Los Angeles,25-13,20,26,25,34,0,0,0,0,0,0,0,0,0,0,105,0.447,0.769,0.318,20,44,15,2021-03-12,2020-21
