,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2012-12-13T00:00:00,1,0021200322,1610612766,CHA,Charlotte,7-15,19,24,31,16,0,0,0,0,0,0,0,0,0,0,90,0.43,0.8,0.286,22,31,14,2012-12-13,2012-13
1,2012-12-13T00:00:00,1,0021200322,1610612737,ATL,Atlanta,14-6,30,30,31,22,0,0,0,0,0,0,0,0,0,0,113,0.573,0.565,0.483,28,41,13,2012-12-13,2012-13
2,2012-12-13T00:00:00,2,0021200323,1610612747,LAL,Los Angeles,9-14,27,22,31,27,0,0,0,0,0,0,0,0,0,0,107,0.417,0.862,0.324,13,44,13,2012-12-13,2012-13
3,2012-12-13T00:00:00,2,0021200323,1610612752,NYK,New York,17-5,41,27,25,23,0,0,0,0,0,0,0,0,0,0,116,0.532,0.667,0.48,25,33,6,2012-12-13,2012-13
4,2012-12-13T00:00:00,3,0021200324,1610612759,SAS,San Antonio,18-6,21,24,24,21,0,0,0,0,0,0,0,0,0,0,90,0.458,0.72,0.316,23,38,19,2012-12-13,2012-13
5,2012-12-13T00:00:00,3,0021200324,1610612757,POR,Portland,10-12,23,26,27,22,0,0,0,0,0,0,0,0,0,0,98,0.455,0.917,0.259,19,40,14,2012-12-13,2012-13
