,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2010-03-06T00:00:00,1,0020900925,1610612744,GSW,Golden State,17-45,19,35,22,14,0,0,0,0,,,,,,,90,0.382,0.632,0.435,18,36,8,2010-03-06,2009-10
1,2010-03-06T00:00:00,1,0020900925,1610612766,CHA,Charlotte,30-31,24,29,28,20,0,0,0,0,,,,,,,101,0.46,0.727,0.25,24,60,19,2010-03-06,2009-10
2,2010-03-06T00:00:00,2,0020900926,1610612737,ATL,Atlanta,40-22,27,29,21,17,0,0,0,0,,,,,,,94,0.397,0.92,0.375,20,45,13,2010-03-06,2009-10
3,2010-03-06T00:00:00,2,0020900926,1610612748,MIA,Miami,32-31,22,30,24,24,0,0,0,0,,,,,,,100,0.425,0.724,0.379,17,45,6,2010-03-06,2009-10
4,2010-03-06T00:00:00,3,0020900927,1610612751,NJN,New Jersey,7-55,22,34,27,30,0,0,0,0,,,,,,,113,0.5,0.722,0.583,23,43,11,2010-03-06,2009-10
5,2010-03-06T00:00:00,3,0020900927,1610612752,NYK,New York,21-41,32,18,24,19,0,0,0,0,,,,,,,93,0.471,0.722,0.0,19,44,10,2010-03-06,2009-10
6,2010-03-06T00:00:00,4,0020900928,1610612742,DAL,Dallas,43-21,30,36,28,28,0,0,0,0,,,,,,,122,0.563,0.867,0.407,31,33,6,2010-03-06,2009-10
7,2010-03-06T00:00:00,4,0020900928,1610612741,CHI,Chicago,31-31,26,29,25,36,0,0,0,0,,,,,,,116,0.522,0.789,0.438,23,37,8,2010-03-06,2009-10
8,2010-03-06T00:00:00,5,0020900929,1610612759,SAS,San Antonio,36-24,22,36,20,24,0,0,0,0,,,,,,,102,0.488,0.714,0.429,23,34,12,2010-03-06,2009-10
9,2010-03-06T00:00:00,5,0020900929,1610612763,MEM,Memphis,32-31,28,20,24,20,0,0,0,0,,,,,,,92,0.434,0.68,0.3,13,44,14,2010-03-06,2009-10
10,2010-03-06T00:00:00,6,0020900930,1610612745,HOU,Houston,31-30,33,27,29,23,0,0,0,0,,,,,,,112,0.474,1.0,0.423,30,49,15,2010-03-06,2009-10
11,2010-03-06T00:00:00,6,0020900930,1610612750,MIN,Minnesota,14-49,22,28,23,25,0,0,0,0,,,,,,,98,0.451,0.778,0.231,21,40,17,2010-03-06,2009-10
12,2010-03-06T00:00:00,7,0020900931,1610612739,CLE,Cleveland,49-15,14,27,20,24,0,0,0,0,,,,,,,85,0.442,0.625,0.318,21,45,17,2010-03-06,2009-10
13,2010-03-06T00:00:00,7,0020900931,1610612749,MIL,Milwaukee,33-29,25,17,27,23,0,0,0,0,,,,,,,92,0.405,0.81,0.379,19,46,14,2010-03-06,2009-10
14,2010-03-06T00:00:00,8,0020900932,1610612754,IND,Indiana,20-43,28,29,29,19,0,0,0,0,,,,,,,105,0.376,0.813,0.346,17,44,9,2010-03-06,2009-10
15,2010-03-06T00:00:00,8,0020900932,1610612756,PHX,Phoenix,40-25,29,34,30,20,0,0,0,0,,,,,,,113,0.439,0.85,0.467,14,58,14,2010-03-06,2009-10
16,2010-03-06T00:00:00,9,0020900933,1610612746,LAC,Los Angeles,25-38,32,18,22,13,0,0,0,0,,,,,,,85,0.407,0.636,0.381,18,48,19,2010-03-06,2009-10
17,2010-03-06T00:00:00,9,0020900933,1610612762,UTA,Utah,40-22,26,25,32,24,0,0,0,0,,,,,,,107,0.452,0.762,0.5,28,45,6,2010-03-06,2009-10
