,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2022-03-29T00:00:00,1,0022101131,1610612749,MIL,Milwaukee,47-28,27,24,30,37,0,0,0,0,0,0,0,0,0,0,118,0.5,0.696,0.368,26,48,10,2022-03-29,2021-22
1,2022-03-29T00:00:00,1,0022101131,1610612755,PHI,Philadelphia,46-29,24,37,28,27,0,0,0,0,0,0,0,0,0,0,116,0.483,0.778,0.39,28,40,8,2022-03-29,2021-22
2,2022-03-29T00:00:00,2,0022101132,1610612741,CHI,Chicago,44-32,28,23,24,32,0,0,0,0,0,0,0,0,0,0,107,0.506,0.833,0.333,26,36,8,2022-03-29,2021-22
3,2022-03-29T00:00:00,2,0022101132,1610612764,WAS,Washington,32-43,23,23,27,21,0,0,0,0,0,0,0,0,0,0,94,0.481,0.706,0.231,25,37,14,2022-03-29,2021-22
4,2022-03-29T00:00:00,3,0022101133,1610612765,DET,Detroit,20-56,35,29,30,29,0,0,0,0,0,0,0,0,0,0,123,0.485,0.846,0.421,28,39,12,2022-03-29,2021-22
5,2022-03-29T00:00:00,3,0022101133,1610612751,BKN,Brooklyn,40-36,33,25,38,34,0,0,0,0,0,0,0,0,0,0,130,0.553,0.912,0.536,24,41,19,2022-03-29,2021-22
6,2022-03-29T00:00:00,4,0022101134,1610612747,LAL,Los Angeles,31-44,25,31,28,26,0,0,0,0,0,0,0,0,0,0,110,0.449,0.818,0.273,20,48,9,2022-03-29,2021-22
7,2022-03-29T00:00:00,4,0022101134,1610612742,DAL,Dallas,47-29,43,39,31,15,0,0,0,0,0,0,0,0,0,0,128,0.517,0.783,0.435,27,46,7,2022-03-29,2021-22
8,2022-03-29T00:00:00,5,0022101135,1610612762,UTA,Utah,45-31,32,29,33,21,0,0,0,0,0,0,0,0,0,0,115,0.551,0.586,0.387,23,38,14,2022-03-29,2021-22
9,2022-03-29T00:00:00,5,0022101135,1610612746,LAC,LA,37-39,14,34,34,39,0,0,0,0,0,0,0,0,0,0,121,0.494,0.857,0.417,21,33,8,2022-03-29,2021-22
