,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2015-11-07T00:00:00,1,0021500085,1610612750,MIN,Minnesota,3-2,30,28,18,17,9,0,0,0,0,0,0,0,0,0,102,0.406,0.63,0.438,26,58,15,2015-11-07,2015-16
1,2015-11-07T00:00:00,1,0021500085,1610612741,CHI,Chicago,4-3,28,29,20,16,0,0,0,0,0,0,0,0,0,0,93,0.355,0.696,0.344,20,50,18,2015-11-07,2015-16
2,2015-11-07T00:00:00,2,0021500087,1610612753,ORL,Orlando,3-4,25,26,30,24,0,0,0,0,0,0,0,0,0,0,105,0.47,0.875,0.462,24,41,13,2015-11-07,2015-16
3,2015-11-07T00:00:00,2,0021500087,1610612755,PHI,Philadelphia,0-6,17,27,29,24,0,0,0,0,0,0,0,0,0,0,97,0.45,0.538,0.333,24,38,16,2015-11-07,2015-16
4,2015-11-07T00:00:00,3,0021500086,1610612764,WAS,Washington,3-3,19,26,33,21,0,0,0,0,0,0,0,0,0,0,99,0.487,0.882,0.333,27,41,24,2015-11-07,2015-16
5,2015-11-07T00:00:00,3,0021500086,1610612737,ATL,Atlanta,7-1,19,22,34,39,0,0,0,0,0,0,0,0,0,0,114,0.467,1.0,0.394,37,39,14,2015-11-07,2015-16
6,2015-11-07T00:00:00,4,0021500088,1610612740,NOP,New Orleans,0-6,21,27,22,28,0,0,0,0,0,0,0,0,0,0,98,0.453,0.846,0.321,21,42,12,2015-11-07,2015-16
7,2015-11-07T00:00:00,4,0021500088,1610612742,DAL,Dallas,3-3,26,16,30,35,0,0,0,0,0,0,0,0,0,0,107,0.476,0.818,0.375,20,42,9,2015-11-07,2015-16
8,2015-11-07T00:00:00,5,0021500089,1610612751,BKN,Brooklyn,0-7,24,20,17,25,0,0,0,0,0,0,0,0,0,0,86,0.415,0.789,0.333,18,52,18,2015-11-07,2015-16
9,2015-11-07T00:00:00,5,0021500089,1610612749,MIL,Milwaukee,4-3,18,26,23,27,0,0,0,0,0,0,0,0,0,0,94,0.451,0.75,0.4,27,41,15,2015-11-07,2015-16
10,2015-11-07T00:00:00,6,0021500090,1610612766,CHA,Charlotte,2-4,21,26,29,18,0,0,0,0,0,0,0,0,0,0,94,0.466,0.645,0.316,15,33,15,2015-11-07,2015-16
11,2015-11-07T00:00:00,6,0021500090,1610612759,SAS,San Antonio,4-2,29,22,42,21,0,0,0,0,0,0,0,0,0,0,114,0.556,0.652,0.429,35,42,12,2015-11-07,2015-16
12,2015-11-07T00:00:00,7,0021500091,1610612763,MEM,Memphis,3-4,19,19,19,22,0,0,0,0,0,0,0,0,0,0,79,0.33,0.929,0.316,16,44,14,2015-11-07,2015-16
13,2015-11-07T00:00:00,7,0021500091,1610612762,UTA,Utah,4-2,21,30,26,12,0,0,0,0,0,0,0,0,0,0,89,0.419,0.833,0.444,18,49,21,2015-11-07,2015-16
14,2015-11-07T00:00:00,8,0021500092,1610612744,GSW,Golden State,7-0,20,26,26,31,0,0,0,0,0,0,0,0,0,0,103,0.413,0.864,0.205,27,46,18,2015-11-07,2015-16
15,2015-11-07T00:00:00,8,0021500092,1610612758,SAC,Sacramento,1-6,14,24,30,26,0,0,0,0,0,0,0,0,0,0,94,0.437,0.75,0.316,26,45,21,2015-11-07,2015-16
16,2015-11-07T00:00:00,9,0021500093,1610612745,HOU,Houston,4-3,32,24,27,26,0,0,0,0,0,0,0,0,0,0,109,0.442,0.897,0.233,16,47,14,2015-11-07,2015-16
17,2015-11-07T00:00:00,9,0021500093,1610612746,LAC,LA,4-2,32,26,20,27,0,0,0,0,0,0,0,0,0,0,105,0.477,0.68,0.182,29,41,12,2015-11-07,2015-16
