,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2015-03-20T00:00:00,1,0021401020,1610612757,POR,Portland,44-23,19,37,25,23,0,0,0,0,0,0,0,0,0,0,104,0.475,0.875,0.292,13,44,13,2015-03-20,2014-15
1,2015-03-20T00:00:00,1,0021401020,1610612753,ORL,Orlando,22-49,25,33,17,36,0,0,0,0,0,0,0,0,0,0,111,0.457,0.833,0.417,22,50,7,2015-03-20,2014-15
2,2015-03-20T00:00:00,2,0021401021,1610612752,NYK,New York,14-55,23,25,18,15,0,0,0,0,0,0,0,0,0,0,81,0.362,0.885,0.5,16,37,18,2015-03-20,2014-15
3,2015-03-20T00:00:00,2,0021401021,1610612755,PHI,Philadelphia,17-52,29,25,26,17,0,0,0,0,0,0,0,0,0,0,97,0.42,0.8,0.367,23,49,11,2015-03-20,2014-15
4,2015-03-20T00:00:00,3,0021401022,1610612749,MIL,Milwaukee,34-35,30,38,16,17,10,6,10,0,0,0,0,0,0,0,127,0.38,0.724,0.5,23,81,17,2015-03-20,2014-15
5,2015-03-20T00:00:00,3,0021401022,1610612751,BKN,Brooklyn,28-39,31,27,21,22,10,6,12,0,0,0,0,0,0,0,129,0.43,0.765,0.44,31,53,15,2015-03-20,2014-15
6,2015-03-20T00:00:00,4,0021401023,1610612754,IND,Indiana,30-38,20,21,31,20,0,0,0,0,0,0,0,0,0,0,92,0.429,0.923,0.4,23,42,8,2015-03-20,2014-15
7,2015-03-20T00:00:00,4,0021401023,1610612739,CLE,Cleveland,45-26,25,20,27,23,0,0,0,0,0,0,0,0,0,0,95,0.427,0.762,0.346,18,45,9,2015-03-20,2014-15
8,2015-03-20T00:00:00,5,0021401024,1610612743,DEN,Denver,26-44,23,23,32,13,0,0,0,0,0,0,0,0,0,0,91,0.468,0.526,0.259,21,35,16,2015-03-20,2014-15
9,2015-03-20T00:00:00,5,0021401024,1610612748,MIA,Miami,32-36,22,37,28,21,0,0,0,0,0,0,0,0,0,0,108,0.531,0.789,0.438,23,44,16,2015-03-20,2014-15
10,2015-03-20T00:00:00,6,0021401025,1610612761,TOR,Toronto,41-28,24,24,20,24,0,0,0,0,0,0,0,0,0,0,92,0.38,0.846,0.4,20,36,6,2015-03-20,2014-15
11,2015-03-20T00:00:00,6,0021401025,1610612741,CHI,Chicago,42-28,32,28,26,22,0,0,0,0,0,0,0,0,0,0,108,0.532,0.882,0.321,32,47,12,2015-03-20,2014-15
12,2015-03-20T00:00:00,7,0021401026,1610612737,ATL,Atlanta,53-16,35,33,27,20,0,0,0,0,0,0,0,0,0,0,115,0.5,0.8,0.448,20,34,11,2015-03-20,2014-15
13,2015-03-20T00:00:00,7,0021401026,1610612760,OKC,Oklahoma City,39-30,34,27,29,33,0,0,0,0,0,0,0,0,0,0,123,0.512,0.923,0.433,26,44,12,2015-03-20,2014-15
14,2015-03-20T00:00:00,8,0021401027,1610612763,MEM,Memphis,48-21,25,19,39,29,0,0,0,0,0,0,0,0,0,0,112,0.532,0.688,0.444,19,38,15,2015-03-20,2014-15
15,2015-03-20T00:00:00,8,0021401027,1610612742,DAL,Dallas,44-26,18,19,31,33,0,0,0,0,0,0,0,0,0,0,101,0.447,0.694,0.364,14,41,17,2015-03-20,2014-15
16,2015-03-20T00:00:00,9,0021401028,1610612738,BOS,Boston,30-38,19,23,21,26,0,0,0,0,0,0,0,0,0,0,89,0.398,0.7,0.25,19,47,15,2015-03-20,2014-15
17,2015-03-20T00:00:00,9,0021401028,1610612759,SAS,San Antonio,43-25,32,24,28,17,0,0,0,0,0,0,0,0,0,0,101,0.469,0.87,0.217,31,45,13,2015-03-20,2014-15
18,2015-03-20T00:00:00,10,0021401029,1610612766,CHA,Charlotte,29-38,22,24,23,22,0,0,0,0,0,0,0,0,0,0,91,0.396,0.813,0.333,16,36,13,2015-03-20,2014-15
19,2015-03-20T00:00:00,10,0021401029,1610612758,SAC,Sacramento,23-45,29,28,23,21,0,0,0,0,0,0,0,0,0,0,101,0.474,0.72,0.429,21,48,21,2015-03-20,2014-15
20,2015-03-20T00:00:00,11,0021401030,1610612740,NOP,New Orleans,37-32,26,16,26,28,0,0,0,0,0,0,0,0,0,0,96,0.429,0.864,0.5,22,42,20,2015-03-20,2014-15
21,2015-03-20T00:00:00,11,0021401030,1610612744,GSW,Golden State,55-13,30,23,33,26,0,0,0,0,0,0,0,0,0,0,112,0.5,0.826,0.263,29,42,10,2015-03-20,2014-15
22,2015-03-20T00:00:00,12,0021401031,1610612764,WAS,Washington,40-29,21,33,23,22,0,0,0,0,0,0,0,0,0,0,99,0.43,0.826,0.316,27,36,9,2015-03-20,2014-15
23,2015-03-20T00:00:00,12,0021401031,1610612746,LAC,Los Angeles,45-25,35,31,24,23,0,0,0,0,0,0,0,0,0,0,113,0.523,0.647,0.522,33,46,14,2015-03-20,2014-15
