,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2012-11-03T00:00:00,1,0021200027,1610612738,BOS,Boston,1-2,26,23,22,18,0,0,0,0,0,0,0,0,0,0,89,0.429,0.692,0.381,24,35,9,2012-11-03,2012-13
1,2012-11-03T00:00:00,1,0021200027,1610612764,WAS,Washington,0-2,12,30,25,19,0,0,0,0,0,0,0,0,0,0,86,0.436,0.706,0.3,20,46,15,2012-11-03,2012-13
2,2012-11-03T00:00:00,2,0021200028,1610612758,SAC,Sacramento,0-3,24,18,24,25,5,2,0,0,0,0,0,0,0,0,98,0.363,0.8,0.364,19,47,16,2012-11-03,2012-13
3,2012-11-03T00:00:00,2,0021200028,1610612754,IND,Indiana,2-1,18,38,18,17,5,10,0,0,0,0,0,0,0,0,106,0.394,0.889,0.182,16,67,21,2012-11-03,2012-13
4,2012-11-03T00:00:00,3,0021200029,1610612761,TOR,Toronto,0-2,35,17,26,22,0,0,0,0,0,0,0,0,0,0,100,0.451,0.76,0.389,23,37,14,2012-11-03,2012-13
5,2012-11-03T00:00:00,3,0021200029,1610612751,BKN,Brooklyn,1-0,27,33,24,23,0,0,0,0,0,0,0,0,0,0,107,0.457,0.73,0.4,20,41,17,2012-11-03,2012-13
6,2012-11-03T00:00:00,4,0021200030,1610612743,DEN,Denver,0-3,34,32,25,25,0,0,0,0,0,0,0,0,0,0,116,0.516,0.65,0.238,13,47,13,2012-11-03,2012-13
7,2012-11-03T00:00:00,4,0021200030,1610612748,MIA,Miami,2-1,35,29,23,32,0,0,0,0,0,0,0,0,0,0,119,0.518,0.852,0.4,26,32,8,2012-11-03,2012-13
8,2012-11-03T00:00:00,5,0021200031,1610612740,NOH,New Orleans,2-1,21,25,20,23,0,0,0,0,0,0,0,0,0,0,89,0.427,0.87,0.278,13,44,16,2012-11-03,2012-13
9,2012-11-03T00:00:00,5,0021200031,1610612741,CHI,Chicago,2-1,18,26,16,22,0,0,0,0,0,0,0,0,0,0,82,0.33,0.84,0.176,21,41,12,2012-11-03,2012-13
10,2012-11-03T00:00:00,6,0021200032,1610612757,POR,Portland,2-1,17,20,27,17,14,0,0,0,0,0,0,0,0,0,95,0.419,0.583,0.417,28,53,16,2012-11-03,2012-13
11,2012-11-03T00:00:00,6,0021200032,1610612745,HOU,Houston,2-1,19,26,18,18,4,0,0,0,0,0,0,0,0,0,85,0.354,0.667,0.192,19,56,18,2012-11-03,2012-13
12,2012-11-03T00:00:00,7,0021200033,1610612739,CLE,Cleveland,1-2,27,22,30,23,0,0,0,0,0,0,0,0,0,0,102,0.47,0.621,0.375,19,42,15,2012-11-03,2012-13
13,2012-11-03T00:00:00,7,0021200033,1610612749,MIL,Milwaukee,2-0,23,32,21,29,0,0,0,0,0,0,0,0,0,0,105,0.519,0.667,0.375,32,37,15,2012-11-03,2012-13
14,2012-11-03T00:00:00,8,0021200034,1610612766,CHA,Charlotte,1-1,19,34,28,18,0,0,0,0,0,0,0,0,0,0,99,0.429,0.75,0.176,19,38,10,2012-11-03,2012-13
15,2012-11-03T00:00:00,8,0021200034,1610612742,DAL,Dallas,2-1,31,30,36,29,0,0,0,0,0,0,0,0,0,0,126,0.613,0.8,0.64,31,43,22,2012-11-03,2012-13
16,2012-11-03T00:00:00,9,0021200035,1610612762,UTA,Utah,1-2,17,27,35,21,0,0,0,0,0,0,0,0,0,0,100,0.494,0.864,0.385,17,32,16,2012-11-03,2012-13
17,2012-11-03T00:00:00,9,0021200035,1610612759,SAS,San Antonio,3-0,28,34,17,31,0,0,0,0,0,0,0,0,0,0,110,0.568,0.826,0.538,29,33,18,2012-11-03,2012-13
18,2012-11-03T00:00:00,10,0021200036,1610612744,GSW,Golden State,2-1,33,24,28,29,0,0,0,0,0,0,0,0,0,0,114,0.488,0.718,0.25,22,48,13,2012-11-03,2012-13
19,2012-11-03T00:00:00,10,0021200036,1610612746,LAC,Los Angeles,2-1,24,29,26,31,0,0,0,0,0,0,0,0,0,0,110,0.429,0.769,0.476,21,33,16,2012-11-03,2012-13
