,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2020-12-31T00:00:00,1,0022000062,1610612739,CLE,Cleveland,3-2,21,30,17,31,0,0,0,0,0,0,0,0,0,0,99,0.451,0.542,0.522,22,43,18,2020-12-31,2020-21
1,2020-12-31T00:00:00,1,0022000062,1610612754,IND,Indiana,4-1,32,25,31,31,0,0,0,0,0,0,0,0,0,0,119,0.483,0.792,0.457,28,44,14,2020-12-31,2020-21
2,2020-12-31T00:00:00,2,0022000063,1610612741,CHI,Chicago,2-3,35,36,36,26,0,0,0,0,0,0,0,0,0,0,133,0.543,0.76,0.389,34,44,15,2020-12-31,2020-21
3,2020-12-31T00:00:00,2,0022000063,1610612764,WAS,Washington,0-5,41,27,32,30,0,0,0,0,0,0,0,0,0,0,130,0.5,0.78,0.483,27,37,14,2020-12-31,2020-21
4,2020-12-31T00:00:00,3,0022000064,1610612755,PHI,Philadelphia,4-1,38,37,23,18,0,0,0,0,0,0,0,0,0,0,116,0.484,0.867,0.455,23,54,14,2020-12-31,2020-21
5,2020-12-31T00:00:00,3,0022000064,1610612753,ORL,Orlando,4-1,22,18,29,23,0,0,0,0,0,0,0,0,0,0,92,0.347,0.905,0.25,17,48,11,2020-12-31,2020-21
6,2020-12-31T00:00:00,4,0022000065,1610612758,SAC,Sacramento,3-2,33,26,27,33,0,0,0,0,0,0,0,0,0,0,119,0.469,0.75,0.333,23,45,15,2020-12-31,2020-21
7,2020-12-31T00:00:00,4,0022000065,1610612745,HOU,Houston,1-2,32,31,24,35,0,0,0,0,0,0,0,0,0,0,122,0.523,0.76,0.361,26,45,18,2020-12-31,2020-21
8,2020-12-31T00:00:00,5,0022000066,1610612752,NYK,New York,2-3,18,24,22,19,0,0,0,0,0,0,0,0,0,0,83,0.364,0.8,0.083,21,48,15,2020-12-31,2020-21
9,2020-12-31T00:00:00,5,0022000066,1610612761,TOR,Toronto,1-3,22,20,29,29,0,0,0,0,0,0,0,0,0,0,100,0.41,0.714,0.327,21,53,16,2020-12-31,2020-21
10,2020-12-31T00:00:00,6,0022000067,1610612740,NOP,New Orleans,3-2,32,26,27,28,0,0,0,0,0,0,0,0,0,0,113,0.484,0.632,0.361,23,58,13,2020-12-31,2020-21
11,2020-12-31T00:00:00,6,0022000067,1610612760,OKC,Oklahoma City,1-3,28,19,26,7,0,0,0,0,0,0,0,0,0,0,80,0.375,0.333,0.313,24,40,19,2020-12-31,2020-21
12,2020-12-31T00:00:00,7,0022000068,1610612756,PHX,Phoenix,4-1,21,32,30,23,0,0,0,0,0,0,0,0,0,0,106,0.488,0.7,0.515,26,41,15,2020-12-31,2020-21
13,2020-12-31T00:00:00,7,0022000068,1610612762,UTA,Utah,2-2,22,18,30,25,0,0,0,0,0,0,0,0,0,0,95,0.417,0.684,0.353,16,46,13,2020-12-31,2020-21
