,GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,date,season
0,2016-11-10T00:00:00,1,0021600117,1610612740,NOP,New Orleans,1-8,26,35,27,24,0,0,0,0,0,0,0,0,0,0,112,0.438,0.926,0.36,22,47,10,2016-11-10,2016-17
1,2016-11-10T00:00:00,1,0021600117,1610612749,MIL,Milwaukee,4-4,27,27,27,25,0,0,0,0,0,0,0,0,0,0,106,0.44,0.8,0.333,23,48,11,2016-11-10,2016-17
2,2016-11-10T00:00:00,2,0021600118,1610612741,CHI,Chicago,5-4,23,30,17,28,0,0,0,0,0,0,0,0,0,0,98,0.416,0.9,0.375,18,48,10,2016-11-10,2016-17
3,2016-11-10T00:00:00,2,0021600118,1610612748,MIA,Miami,2-5,22,31,17,25,0,0,0,0,0,0,0,0,0,0,95,0.409,0.667,0.448,22,46,13,2016-11-10,2016-17
4,2016-11-10T00:00:00,3,0021600119,1610612744,GSW,Golden State,7-2,38,27,34,26,0,0,0,0,0,0,0,0,0,0,125,0.541,0.95,0.467,33,44,15,2016-11-10,2016-17
5,2016-11-10T00:00:00,3,0021600119,1610612743,DEN,Denver,3-5,19,32,24,26,0,0,0,0,0,0,0,0,0,0,101,0.404,0.706,0.361,26,44,18,2016-11-10,2016-17
6,2016-11-10T00:00:00,4,0021600120,1610612747,LAL,Los Angeles,5-4,16,29,25,31,0,0,0,0,0,0,0,0,0,0,101,0.514,0.727,0.333,18,42,21,2016-11-10,2016-17
7,2016-11-10T00:00:00,4,0021600120,1610612758,SAC,Sacramento,4-6,30,25,18,18,0,0,0,0,0,0,0,0,0,0,91,0.4,0.75,0.381,18,43,15,2016-11-10,2016-17
