,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Detroit Pistons,65,29,36,0.446,48.2,38.9,86.8,0.448,10.6,28.4,0.371,14.7,19.8,0.746,10.3,33.0,43.3,22.6,13.7,7.5,3.7,5.0,18.8,18.4,103.1,-1.3,8,19,20,20,13,18,8,23,15,17,6,28,26,26,8,20,18,15,8,17,30,19,5,28,24,20,2017-18,Chicago Bulls,64,22,42,0.344,48.5,38.8,88.5,0.439,10.9,30.5,0.358,14.8,19.4,0.761,9.3,35.4,44.7,23.4,13.9,7.2,3.7,4.9,19.1,17.7,103.4,-6.0,22,23,23,23,2,20,2,29,11,7,19,27,28,20,21,3,7,11,9,22,29,17,8,29,23,28,1,2018-03-09
1,Indiana Pacers,65,37,28,0.569,48.2,40.8,85.7,0.476,9.0,24.5,0.368,15.4,19.9,0.774,9.4,33.0,42.3,22.0,13.5,8.6,4.2,5.1,18.8,18.7,106.0,1.2,8,10,8,8,21,6,15,4,25,26,7,25,24,14,18,22,22,22,6,4,25,22,5,27,14,12,2017-18,Atlanta Hawks,65,20,45,0.308,48.1,38.1,85.2,0.448,10.9,30.1,0.363,16.4,20.6,0.793,9.4,31.7,41.1,23.6,15.6,8.1,4.4,5.4,19.9,20.8,103.6,-4.6,8,25,24,25,28,26,21,24,10,10,16,19,21,6,17,26,26,10,27,9,21,26,18,8,22,26,1,2018-03-09
2,Toronto Raptors,64,47,17,0.734,48.3,41.2,87.6,0.47,11.6,32.8,0.353,18.1,22.6,0.8,9.7,33.9,43.5,23.8,13.1,8.2,6.1,4.9,22.0,20.2,112.0,8.6,22,3,3,3,8,3,5,7,7,3,22,7,11,4,15,13,16,7,4,7,2,18,27,14,4,2,2017-18,Houston Rockets,64,51,13,0.797,48.2,39.0,84.1,0.463,15.5,42.4,0.367,20.6,26.0,0.79,9.2,34.3,43.4,21.8,14.0,8.8,4.6,4.6,19.8,20.9,114.0,8.9,22,1,1,1,19,16,26,12,1,1,11,1,2,8,22,10,17,23,14,2,17,11,16,6,2,1,1,2018-03-09
3,Memphis Grizzlies,64,18,46,0.281,48.1,36.4,81.9,0.444,9.2,26.3,0.348,17.2,21.6,0.796,9.3,31.3,40.6,21.4,15.0,7.5,5.0,5.3,23.6,20.6,99.1,-4.7,22,30,29,30,27,30,29,27,24,24,27,11,16,5,19,28,28,25,21,18,10,24,30,11,30,27,2017-18,Utah Jazz,65,35,30,0.538,48.2,37.8,82.5,0.458,10.8,29.3,0.368,16.4,20.8,0.789,8.7,33.7,42.4,21.5,14.5,8.7,4.8,4.5,19.6,20.1,102.7,2.0,8,13,15,15,21,29,28,17,12,14,8,18,20,9,25,15,21,24,16,3,12,8,12,15,25,9,0,2018-03-09
4,Milwaukee Bucks,65,34,31,0.523,48.3,38.7,81.6,0.474,8.6,24.6,0.351,18.5,23.8,0.777,8.2,31.3,39.5,22.2,13.9,8.5,5.3,4.3,21.6,20.0,104.6,-0.6,8,17,17,18,10,21,30,6,27,25,24,5,6,11,29,29,30,21,10,5,6,5,25,18,18,18,2017-18,New York Knicks,65,24,41,0.369,48.4,40.2,86.8,0.463,7.8,22.2,0.353,15.6,19.8,0.79,10.6,33.5,44.1,22.9,15.1,6.8,5.4,4.8,20.3,19.1,103.8,-3.2,8,22,22,22,5,8,9,13,30,30,23,24,25,7,6,17,12,14,22,28,5,15,21,24,21,23,1,2018-03-09
5,New Orleans Pelicans,64,38,26,0.594,48.9,42.5,87.9,0.484,10.6,29.2,0.365,16.8,22.0,0.766,8.6,35.3,43.9,26.6,15.2,7.9,5.6,4.1,19.5,21.1,112.5,1.0,22,6,5,6,1,2,4,2,13,15,15,15,14,18,26,5,15,2,23,16,3,3,10,5,3,14,2017-18,Washington Wizards,65,37,28,0.569,48.4,40.0,85.7,0.467,9.9,26.5,0.373,17.1,22.1,0.773,10.0,33.0,43.0,24.6,14.5,8.0,4.4,4.6,21.7,20.4,107.1,1.6,8,10,8,8,5,10,16,10,20,23,5,13,13,15,12,20,20,5,17,13,22,10,26,12,11,11,0,2018-03-09
6,Denver Nuggets,65,35,30,0.538,48.2,40.5,86.3,0.469,11.1,30.4,0.366,16.5,21.7,0.763,11.2,33.1,44.2,24.7,15.3,7.9,4.6,4.8,18.4,20.1,108.6,0.8,8,13,15,15,13,7,12,9,8,9,12,16,15,19,2,19,10,4,24,15,18,16,4,15,8,15,2017-18,Los Angeles Lakers,64,29,35,0.453,48.5,41.2,89.2,0.461,9.8,28.4,0.343,16.3,23.1,0.704,10.9,35.4,46.3,23.9,15.9,8.1,4.8,5.6,21.5,20.3,108.3,-1.6,22,19,19,19,2,3,1,14,22,18,29,20,9,30,3,3,2,6,29,12,13,28,24,13,9,21,1,2018-03-09
7,Portland Trail Blazers,65,39,26,0.6,48.2,39.0,86.4,0.452,10.3,27.2,0.38,17.0,21.2,0.801,9.9,35.3,45.2,19.1,13.9,6.9,5.1,5.2,19.6,19.2,105.3,2.2,8,5,5,5,13,15,11,21,18,21,3,14,17,3,13,6,3,30,10,27,9,23,11,23,17,8,2017-18,Golden State Warriors,65,51,14,0.785,48.2,43.5,85.1,0.511,11.8,29.7,0.396,17.2,21.2,0.813,8.4,35.6,44.0,30.5,15.8,8.1,7.9,3.5,19.7,18.7,116.0,8.5,8,1,2,2,21,1,23,1,5,12,1,12,18,1,28,2,13,1,28,9,1,1,15,26,1,3,1,2018-03-09
8,Sacramento Kings,65,20,45,0.308,48.2,38.9,85.9,0.453,9.0,23.6,0.383,12.4,16.9,0.735,9.5,30.9,40.4,21.2,14.0,8.2,4.1,4.6,19.7,17.6,99.2,-7.9,8,25,24,25,21,19,13,20,25,28,2,30,30,28,16,30,29,27,13,8,26,12,13,30,29,29,2017-18,Orlando Magic,65,20,45,0.308,48.2,39.4,85.6,0.461,10.6,29.3,0.36,16.0,21.1,0.757,8.7,32.6,41.3,23.6,14.7,7.4,4.8,5.0,19.7,19.2,105.4,-4.3,8,25,24,25,21,14,17,15,15,13,17,21,19,22,24,24,25,9,18,21,14,19,14,22,16,25,1,2018-03-09
9,LA Clippers,63,34,29,0.54,48.1,40.0,85.3,0.469,10.0,28.4,0.351,19.2,25.4,0.757,9.9,34.1,43.9,22.4,14.8,7.9,4.8,5.4,20.3,22.3,109.2,1.0,30,17,11,14,26,11,18,8,19,19,25,4,3,23,14,12,14,19,20,14,15,27,22,2,7,13,2017-18,Cleveland Cavaliers,64,38,26,0.594,48.2,40.1,84.4,0.475,11.9,32.5,0.367,18.0,23.0,0.783,8.4,33.7,42.1,23.6,14.0,7.1,3.8,4.1,18.8,20.8,110.1,0.4,22,6,5,6,19,9,25,5,3,4,10,8,10,10,27,16,23,8,12,24,27,4,7,10,5,16,1,2018-03-09
