,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Charlotte Bobcats,10,6,4,0.6,48.0,33.8,78.5,0.431,5.9,15.7,0.376,18.2,27.1,0.672,14.0,29.9,43.9,18.9,17.6,8.3,4.5,6.1,22.8,21.8,91.7,-2.0,15,10,9,10,15,28,23,23,17,21,7,19,15,29,2,23,10,27,27,8,22,27,21,18,26,16,2007-08,Washington Wizards,10,5,5,0.5,48.5,35.6,83.2,0.428,5.5,18.6,0.296,21.9,27.8,0.788,13.8,31.0,44.8,20.0,15.9,7.9,5.0,4.8,21.5,23.1,98.6,0.5,15,13,14,15,6,21,8,25,20,11,28,8,11,6,5,16,6,21,15,12,12,15,11,11,16,13,0,2007-11-21
1,Boston Celtics,9,8,1,0.889,48.6,37.6,74.6,0.504,6.7,17.6,0.38,20.9,27.7,0.755,8.4,33.7,42.1,23.8,17.2,10.2,4.3,5.2,24.9,23.8,102.7,13.2,26,5,1,1,5,10,29,1,10,16,6,12,14,14,30,4,16,4,25,2,24,21,28,9,8,1,2007-08,Golden State Warriors,9,3,6,0.333,48.0,40.4,87.3,0.463,9.1,27.0,0.337,18.8,27.8,0.676,11.2,28.9,40.1,22.6,13.0,7.6,5.6,4.8,23.1,23.9,108.8,-1.9,26,22,16,22,15,1,2,10,3,1,22,17,13,28,15,28,27,9,1,14,7,14,22,8,2,15,1,2007-11-21
2,Miami Heat,10,2,8,0.2,48.0,33.6,79.0,0.425,4.9,15.6,0.314,13.9,21.0,0.662,9.2,30.1,39.3,19.0,14.3,8.0,4.5,3.9,18.5,20.1,86.0,-4.8,15,26,27,26,15,29,22,27,24,23,24,30,27,30,24,22,28,26,8,11,22,8,1,25,29,23,2007-08,Atlanta Hawks,10,3,7,0.3,49.0,36.0,79.5,0.453,3.8,14.0,0.271,21.3,27.9,0.763,12.3,29.3,41.6,19.9,16.4,7.7,6.5,5.8,21.0,22.1,97.1,-4.0,15,22,19,23,1,18,21,14,30,27,30,11,10,9,11,26,21,23,18,13,1,25,7,14,19,20,0,2007-11-21
3,Houston Rockets,11,6,5,0.545,48.0,35.9,83.5,0.43,6.1,19.8,0.307,17.0,23.3,0.73,13.5,29.8,43.4,20.5,13.7,8.3,4.5,4.9,21.6,21.8,94.9,1.4,5,10,14,14,15,19,7,24,16,9,26,22,20,21,8,24,12,19,5,9,21,17,14,17,23,12,2007-08,Dallas Mavericks,10,8,2,0.8,48.0,37.1,77.4,0.479,6.5,17.8,0.365,22.8,27.8,0.82,9.4,32.3,41.7,20.8,13.0,5.8,5.9,3.3,22.2,22.6,103.5,7.4,15,5,2,5,15,14,26,4,13,14,13,4,11,2,23,8,19,17,1,27,3,2,18,12,7,6,0,2007-11-21
4,Detroit Pistons,10,6,4,0.6,48.0,37.3,79.8,0.467,5.9,16.2,0.364,18.8,26.3,0.715,11.0,31.2,42.2,23.0,13.4,6.6,4.9,3.0,21.4,20.3,99.3,3.7,15,10,9,10,15,12,20,9,17,20,14,16,16,24,16,13,15,5,4,24,13,1,8,24,13,10,2007-08,New York Knicks,10,2,8,0.2,49.0,35.5,83.1,0.427,4.9,15.7,0.312,20.3,28.1,0.722,14.1,31.3,45.4,17.7,17.9,6.9,2.5,7.0,24.1,23.4,96.2,-8.3,15,26,27,26,1,22,9,26,24,21,25,13,9,22,1,11,4,29,28,22,30,30,25,10,22,26,1,2007-11-21
5,Milwaukee Bucks,9,5,4,0.556,48.0,37.3,82.9,0.45,5.0,14.6,0.344,16.6,23.1,0.716,13.8,30.2,44.0,21.3,14.6,6.8,5.8,6.2,22.7,21.9,96.2,-1.6,26,13,9,12,15,11,10,15,22,26,20,23,21,23,6,20,9,11,9,23,4,29,20,16,21,14,2007-08,Los Angeles Lakers,10,7,3,0.7,48.0,38.4,80.3,0.478,6.6,17.7,0.373,23.6,30.8,0.766,11.7,35.2,46.9,22.7,17.0,9.1,4.9,4.6,21.5,24.4,107.0,7.7,15,9,6,8,15,5,18,6,11,15,10,2,2,8,14,1,1,6,21,4,13,12,11,6,3,5,1,2007-11-21
6,Memphis Grizzlies,10,3,7,0.3,48.5,38.1,80.9,0.471,8.2,20.0,0.41,21.7,28.7,0.756,10.6,30.8,41.4,21.5,17.1,5.8,5.2,5.1,21.8,24.8,106.1,-2.7,15,22,19,23,6,6,16,7,6,7,3,9,7,13,19,17,23,10,23,27,9,19,15,4,6,18,2007-08,Toronto Raptors,11,5,6,0.455,48.5,36.6,82.8,0.442,8.7,20.4,0.429,17.2,20.8,0.825,10.4,30.5,40.8,22.6,14.0,7.4,3.8,4.8,21.5,20.1,99.2,2.9,5,13,16,16,9,15,11,17,4,6,2,21,28,1,22,18,25,7,7,18,27,16,9,26,14,11,0,2007-11-21
7,New Orleans Hornets,12,9,3,0.75,48.4,37.8,81.8,0.461,8.7,19.9,0.435,14.4,18.3,0.79,10.5,31.3,41.8,21.1,13.8,8.3,4.0,3.8,19.2,19.0,98.6,7.8,1,2,6,6,13,8,14,11,5,8,1,29,30,5,21,12,18,15,6,10,26,7,3,28,17,4,2007-08,Indiana Pacers,11,4,7,0.364,48.5,37.3,86.5,0.431,8.0,23.4,0.342,19.0,25.5,0.746,12.6,31.9,44.5,22.6,16.5,7.5,5.4,5.5,27.5,22.5,101.5,-4.3,5,18,19,18,9,13,4,22,7,4,21,15,18,17,10,10,7,7,20,15,8,24,30,13,10,22,0,2007-11-21
8,Minnesota Timberwolves,8,1,7,0.125,48.0,36.4,82.5,0.441,6.5,17.0,0.382,14.8,20.1,0.733,13.1,28.3,41.4,18.4,15.6,7.1,4.6,3.8,26.3,18.8,94.0,-8.8,30,30,19,30,15,16,13,18,13,18,5,28,29,20,9,29,24,28,14,21,20,6,29,29,24,27,2007-08,Cleveland Cavaliers,11,5,6,0.455,48.5,37.7,85.9,0.439,6.5,18.4,0.356,18.3,26.1,0.7,13.8,32.2,46.0,19.5,15.4,7.5,5.2,5.2,23.5,21.0,100.3,-3.2,5,13,16,16,9,9,5,19,12,12,17,18,17,26,4,9,2,25,13,16,10,20,23,21,11,19,0,2007-11-21
9,San Antonio Spurs,11,9,2,0.818,48.0,36.4,77.7,0.468,7.9,19.8,0.399,16.5,21.8,0.758,9.1,31.2,40.3,21.1,13.3,7.4,4.7,4.6,19.5,18.5,97.2,7.9,5,2,2,3,15,17,25,8,8,9,4,24,25,11,25,14,26,14,3,18,16,13,4,30,18,3,2007-08,Orlando Magic,12,10,2,0.833,48.4,35.8,77.8,0.459,9.3,25.4,0.367,21.3,28.9,0.738,8.6,34.4,43.0,21.2,15.2,6.2,4.2,3.7,19.6,24.7,102.2,7.2,1,1,2,2,13,20,24,12,2,2,12,10,6,19,29,3,13,12,11,26,25,4,5,5,9,7,1,2007-11-21
