,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Cleveland Cavaliers,29,8,21,0.276,48.2,38.7,87.8,0.441,11.1,32.6,0.341,15.4,20.3,0.759,10.8,33.4,44.2,21.6,15.9,7.2,3.3,6.9,17.5,19.9,103.9,-9.4,15,25,26,26,19,24,23,25,20,17,25,27,26,21,8,22,21,28,22,22,30,30,1,26,28,29,2019-20,Atlanta Hawks,30,6,24,0.2,48.5,40.0,89.8,0.446,10.9,34.5,0.316,17.6,23.2,0.758,9.9,32.2,42.1,23.3,17.0,8.3,4.8,6.8,22.8,21.2,108.5,-10.0,6,29,29,29,7,18,14,23,21,13,30,17,15,22,21,27,28,18,30,7,18,29,27,13,20,30,1,2019-12-23
1,Detroit Pistons,30,11,19,0.367,48.0,39.6,85.2,0.465,12.3,32.5,0.379,16.7,22.5,0.743,9.6,32.9,42.5,24.8,16.2,7.1,4.9,5.2,19.0,19.8,108.3,-1.8,6,20,21,22,28,21,27,8,12,19,3,21,17,25,25,25,27,11,27,23,16,17,3,27,21,19,2019-20,Philadelphia 76ers,31,21,10,0.677,48.2,40.9,86.5,0.473,10.8,29.8,0.362,16.6,22.5,0.738,9.9,36.2,46.0,26.4,15.9,8.6,5.8,4.0,21.7,21.3,109.3,4.5,3,4,8,9,24,13,25,4,23,26,10,22,16,26,22,9,11,5,23,2,8,3,20,11,17,10,0,2019-12-23
2,Indiana Pacers,30,20,10,0.667,48.3,42.1,90.0,0.468,9.9,27.4,0.363,14.7,18.3,0.805,9.4,35.0,44.4,25.2,13.5,7.0,5.2,5.0,20.4,18.7,108.8,4.1,6,7,8,10,14,5,13,6,28,29,8,29,29,5,27,15,20,9,3,24,11,16,12,29,19,11,2019-20,Toronto Raptors,29,21,8,0.724,48.3,39.7,88.4,0.449,13.4,35.8,0.376,19.1,23.7,0.806,9.8,36.6,46.3,25.1,14.9,8.5,5.3,5.4,21.2,20.6,112.0,6.0,15,4,4,4,9,20,20,20,5,7,4,8,12,4,24,6,7,10,14,3,9,20,13,18,11,6,1,2019-12-23
3,New York Knicks,30,7,23,0.233,48.2,37.8,88.3,0.428,10.5,30.4,0.344,16.9,24.8,0.684,12.1,33.4,45.5,20.7,14.3,7.9,4.6,4.9,23.0,20.1,103.1,-9.4,6,27,27,27,20,29,21,30,25,24,24,20,7,30,1,24,14,29,9,15,21,14,28,23,30,28,2019-20,Washington Wizards,28,8,20,0.286,48.2,43.2,92.7,0.466,12.9,35.0,0.367,18.1,22.3,0.811,9.9,31.5,41.4,27.3,14.3,7.4,3.9,5.5,22.5,21.0,117.4,-4.5,26,25,24,25,18,2,1,7,6,10,5,13,19,3,23,28,30,2,10,21,29,22,23,15,3,23,0,2019-12-23
4,Orlando Magic,29,12,17,0.414,48.0,38.1,88.4,0.431,10.2,30.8,0.333,17.0,21.8,0.78,10.5,34.0,44.4,22.7,13.0,8.2,6.4,4.6,18.1,19.5,103.5,-1.8,15,17,16,16,28,27,19,28,27,22,27,19,24,13,13,20,19,22,2,8,3,8,2,28,29,18,2019-20,Chicago Bulls,31,12,19,0.387,48.3,38.4,88.8,0.432,12.3,35.2,0.35,17.0,22.2,0.767,10.2,33.4,43.6,23.2,15.7,9.9,4.4,6.3,22.6,20.6,106.1,-1.4,3,17,21,20,16,25,17,27,13,9,22,18,20,17,16,23,22,20,20,1,25,28,26,19,24,17,1,2019-12-23
5,Miami Heat,29,21,8,0.724,48.9,39.8,83.8,0.474,12.8,33.1,0.385,20.4,26.6,0.766,8.9,36.1,45.0,25.5,16.9,8.2,4.4,4.1,21.3,22.9,112.7,5.2,15,4,4,4,2,19,29,3,7,16,2,3,2,18,28,10,18,8,29,9,26,4,16,3,9,9,2019-20,Utah Jazz,29,18,11,0.621,48.0,38.3,83.4,0.459,12.2,31.6,0.387,18.7,24.2,0.772,8.4,37.3,45.7,21.7,16.5,6.0,4.1,5.3,21.2,22.1,107.4,1.2,15,12,12,12,28,26,30,13,17,21,1,10,10,16,29,4,13,27,28,30,27,18,14,6,23,13,1,2019-12-23
6,Memphis Grizzlies,30,11,19,0.367,48.2,41.8,91.1,0.459,11.5,32.3,0.356,15.6,20.2,0.774,10.0,35.2,45.1,26.9,16.0,8.1,5.3,5.9,22.2,19.9,110.8,-5.4,6,20,21,22,20,6,9,12,19,20,16,26,27,15,20,13,16,3,24,10,10,27,22,24,16,24,2019-20,San Antonio Spurs,28,11,17,0.393,48.9,42.2,91.1,0.463,9.3,26.5,0.351,18.2,23.3,0.782,10.1,36.1,46.2,24.3,13.8,6.7,5.9,4.6,19.4,20.8,111.9,-3.8,26,20,16,19,1,4,7,9,30,30,21,12,14,12,19,11,8,14,6,27,7,10,4,17,14,21,0,2019-12-23
7,Phoenix Suns,29,11,18,0.379,48.5,41.5,90.7,0.457,12.4,35.3,0.351,19.4,24.2,0.802,9.6,33.5,43.1,28.4,14.2,7.8,3.9,5.9,23.1,24.2,114.8,-0.8,15,20,19,21,5,9,10,14,10,8,20,6,9,6,26,21,24,1,8,17,28,26,29,1,6,16,2019-20,Denver Nuggets,28,20,8,0.714,48.5,40.9,90.0,0.454,10.8,30.3,0.355,15.1,19.9,0.759,11.3,34.8,46.0,26.6,13.8,7.9,4.8,4.8,19.7,20.3,107.6,5.8,26,7,4,6,4,14,11,17,24,25,17,28,28,20,2,17,10,4,7,16,19,11,7,20,22,7,0,2019-12-23
8,Portland Trail Blazers,30,14,16,0.467,48.2,41.3,91.3,0.452,12.3,33.6,0.366,17.9,21.7,0.822,10.3,36.4,46.7,20.0,13.8,6.1,6.8,5.3,23.1,19.9,112.8,-0.6,6,15,15,15,20,11,3,18,15,15,6,14,25,1,15,7,6,30,5,29,2,19,30,24,8,15,2019-20,New Orleans Pelicans,30,7,23,0.233,48.5,41.0,91.9,0.446,13.9,38.5,0.361,16.0,21.9,0.73,10.6,34.4,45.0,24.7,16.0,7.5,4.9,4.6,22.6,20.3,111.9,-6.6,6,27,27,27,7,12,2,22,4,5,11,25,23,27,10,19,17,12,24,19,16,9,25,22,12,25,0,2019-12-23
9,Sacramento Kings,29,12,17,0.414,48.3,39.2,87.0,0.451,12.3,34.7,0.355,14.3,18.2,0.787,10.1,31.5,41.6,22.5,15.3,7.8,4.5,4.8,21.3,18.3,105.1,-2.8,15,17,16,16,9,23,24,19,14,12,18,30,30,10,18,30,29,24,17,18,23,13,15,30,25,20,2019-20,Houston Rockets,29,20,9,0.69,48.3,41.5,91.1,0.455,15.8,45.2,0.35,21.7,27.5,0.788,11.2,36.3,47.5,21.8,15.2,8.4,5.1,4.5,22.1,22.0,120.4,5.7,15,7,7,7,9,9,8,16,1,1,23,1,1,9,3,8,5,26,16,5,12,7,21,8,2,8,0,2019-12-23
