,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Boston Celtics,23,20,3,0.87,48.4,35.8,74.7,0.48,7.2,19.0,0.38,21.2,27.4,0.773,9.0,32.6,41.6,22.7,15.3,9.4,4.3,4.5,21.0,22.7,100.0,13.5,28,1,1,1,6,19,30,3,9,10,3,9,9,8,29,7,17,9,13,3,23,11,12,8,11,1,2007-08,Chicago Bulls,23,9,14,0.391,48.2,35.2,85.2,0.413,5.0,15.7,0.319,16.8,22.0,0.761,13.7,30.4,44.0,21.5,15.1,7.7,4.9,6.0,21.0,21.3,92.1,-3.3,28,23,17,23,18,25,5,30,25,24,28,24,25,14,1,17,6,12,11,10,15,28,12,19,28,21,1,2007-12-21
1,Philadelphia 76ers,25,10,15,0.4,48.4,35.4,79.3,0.446,4.4,13.2,0.329,17.9,25.0,0.716,12.8,29.9,42.7,20.5,16.2,7.5,5.4,4.6,20.8,20.6,93.1,-1.2,15,21,21,21,8,22,21,19,28,27,26,21,18,26,3,21,13,20,26,16,7,12,9,23,26,17,2007-08,Los Angeles Lakers,25,15,10,0.6,48.0,38.3,81.8,0.468,7.0,20.0,0.351,22.6,29.5,0.767,11.1,34.1,45.2,23.4,16.1,8.7,4.9,4.8,22.0,23.3,106.3,5.0,15,8,7,8,24,6,12,6,10,7,15,3,3,13,18,2,1,5,22,5,14,17,21,6,4,4,0,2007-12-21
2,Washington Wizards,24,13,11,0.542,48.4,37.5,83.6,0.449,6.3,18.4,0.342,19.5,24.7,0.789,12.7,31.5,44.2,20.2,14.2,7.5,5.3,4.2,19.5,20.6,100.8,1.8,25,15,10,12,7,9,7,17,14,13,20,12,20,5,5,11,5,22,8,14,9,7,3,22,10,12,2007-08,Atlanta Hawks,25,13,12,0.52,48.6,34.2,77.1,0.443,3.9,12.8,0.306,22.0,28.6,0.77,11.9,29.2,41.1,20.2,15.4,8.2,5.4,5.2,21.5,22.6,94.2,-0.8,15,15,12,15,2,27,27,20,29,29,30,5,5,10,12,24,23,21,16,6,6,19,15,9,23,16,0,2007-12-21
3,Charlotte Bobcats,23,9,14,0.391,48.2,33.9,77.5,0.438,6.0,16.9,0.357,18.3,26.7,0.685,11.7,28.1,39.9,19.6,16.3,7.7,4.7,5.9,23.7,21.9,92.1,-5.7,28,23,17,23,18,28,25,22,16,16,11,19,13,30,16,30,27,26,28,9,18,27,26,16,28,27,2007-08,New York Knicks,25,8,17,0.32,48.4,34.8,80.5,0.433,5.4,16.4,0.331,19.1,27.1,0.706,12.6,29.1,41.7,17.2,15.7,6.8,2.6,6.0,21.7,22.2,94.2,-7.7,15,26,26,26,8,26,15,27,21,18,25,16,11,28,6,25,15,30,18,21,30,28,17,13,23,29,1,2007-12-21
4,Orlando Magic,27,18,9,0.667,48.4,36.7,79.4,0.462,9.1,25.8,0.352,21.2,29.7,0.714,9.3,34.7,44.0,21.2,15.3,6.3,4.5,4.4,21.2,24.1,103.6,4.5,1,2,5,5,17,14,20,10,2,2,13,8,2,27,28,1,7,13,14,27,21,8,14,2,7,7,2007-08,Utah Jazz,27,14,13,0.519,48.0,39.6,81.4,0.487,3.6,10.8,0.336,21.8,29.1,0.749,12.6,29.1,41.7,25.6,16.2,9.4,4.2,6.2,25.0,23.5,104.7,4.6,1,12,16,16,24,3,14,2,30,30,23,7,4,18,7,26,16,2,24,2,26,30,29,4,5,6,0,2007-12-21
5,Detroit Pistons,25,18,7,0.72,48.0,37.1,79.7,0.466,5.7,16.2,0.35,19.3,25.5,0.757,11.8,29.6,41.4,23.2,11.9,6.5,5.5,3.5,20.3,20.7,99.2,8.3,15,2,2,2,24,10,19,8,19,20,16,14,15,15,15,22,21,6,1,23,5,1,7,21,13,2,2007-08,Memphis Grizzlies,25,8,17,0.32,48.4,37.6,80.5,0.467,8.3,21.8,0.38,19.9,25.9,0.769,9.6,31.8,41.5,21.0,15.8,5.7,5.2,4.7,19.8,23.0,103.4,-2.3,15,26,26,26,8,7,16,7,4,5,4,11,14,11,26,10,20,16,19,30,12,15,4,7,8,19,1,2007-12-21
6,Minnesota Timberwolves,24,3,21,0.125,48.0,36.3,83.0,0.437,5.5,16.4,0.338,14.6,20.2,0.725,12.4,29.1,41.5,18.8,16.3,7.3,4.5,5.6,24.3,17.9,92.8,-8.3,25,30,30,30,24,16,8,24,20,19,22,30,28,23,8,27,19,28,27,18,22,26,28,29,27,30,2007-08,Indiana Pacers,26,14,12,0.538,48.2,38.9,87.0,0.447,8.0,22.4,0.359,18.6,24.7,0.754,11.9,33.0,44.9,23.7,15.9,7.6,5.7,5.5,25.0,22.3,104.4,0.6,6,12,12,13,20,4,2,18,6,4,10,17,21,16,11,4,2,4,21,13,3,22,30,11,6,14,1,2007-12-21
7,Dallas Mavericks,27,18,9,0.667,48.2,36.8,78.6,0.469,5.7,16.5,0.345,22.7,27.1,0.837,10.6,31.2,41.8,20.7,12.7,5.9,5.2,3.9,21.9,22.2,102.0,3.5,1,2,5,5,22,13,23,5,18,17,17,2,12,1,20,14,14,18,4,28,10,5,19,14,9,9,2007-08,Los Angeles Clippers,24,9,15,0.375,48.0,33.1,78.8,0.42,5.4,15.3,0.355,22.0,28.0,0.784,10.1,32.7,42.8,20.8,15.9,6.9,5.2,5.5,22.2,22.3,93.6,-4.4,25,23,21,25,24,29,22,29,22,25,12,6,7,7,22,5,12,17,20,20,11,22,23,12,25,24,1,2007-12-21
8,Portland Trail Blazers,26,14,12,0.538,48.2,35.9,77.2,0.465,6.1,16.1,0.379,17.4,23.2,0.75,9.8,29.0,38.8,21.2,14.8,5.7,4.7,3.7,20.0,21.8,95.4,-1.6,6,12,12,13,20,18,26,9,15,21,5,22,23,17,24,28,30,15,10,29,20,3,6,17,19,18,2007-08,Denver Nuggets,25,15,10,0.6,48.4,38.6,84.8,0.456,6.4,18.7,0.343,22.8,30.6,0.745,11.3,32.6,44.0,24.0,16.4,10.0,6.8,4.4,22.0,24.8,106.5,3.6,15,8,7,8,8,5,6,12,13,12,19,1,1,19,17,6,8,3,29,1,1,9,20,1,3,8,1,2007-12-21
9,Seattle SuperSonics,26,7,19,0.269,48.4,37.1,85.2,0.435,4.5,13.0,0.343,19.3,25.0,0.772,11.8,33.1,44.9,20.1,17.3,7.4,5.1,5.5,21.9,21.0,97.9,-7.4,6,28,28,28,13,11,4,25,27,28,18,13,19,9,14,3,3,24,30,17,13,21,18,20,15,28,2007-08,Toronto Raptors,27,15,12,0.556,48.2,37.0,82.3,0.449,7.8,18.3,0.428,15.5,19.0,0.815,10.4,30.8,41.2,22.7,12.3,6.5,4.3,4.7,20.4,17.7,97.2,3.0,1,8,12,11,22,12,10,16,7,14,1,29,30,2,21,15,22,8,2,24,25,14,8,30,16,10,1,2007-12-21
