,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Charlotte Hornets,48,23,25,0.479,48.7,36.2,84.9,0.426,10.3,29.5,0.349,19.0,24.1,0.787,9.4,34.5,43.9,21.1,13.0,7.2,5.1,5.6,18.7,21.0,101.6,0.2,18,17,15,17,4,25,12,29,3,3,17,7,11,8,24,6,11,21,2,24,13,26,4,11,15,13,2015-16,Cleveland Cavaliers,47,35,12,0.745,48.5,38.0,83.3,0.457,9.9,27.8,0.356,16.4,22.4,0.73,10.9,33.9,44.8,22.4,13.7,6.8,3.7,4.5,20.3,20.8,102.4,5.9,25,4,3,3,8,15,20,9,5,6,11,23,20,24,9,9,8,11,10,26,29,8,12,12,10,4,1,2016-02-03
1,Philadelphia 76ers,48,7,41,0.146,48.3,35.7,82.4,0.434,8.4,25.2,0.332,15.1,22.5,0.673,9.6,32.3,41.9,20.5,17.8,8.4,6.5,6.1,21.6,19.4,94.9,-10.1,18,30,29,30,16,29,24,28,16,12,26,28,18,29,22,23,26,24,30,7,1,29,24,23,30,29,2015-16,Atlanta Hawks,50,28,22,0.56,48.1,38.2,83.4,0.458,9.2,26.9,0.341,16.2,20.4,0.792,8.3,32.4,40.7,25.2,15.0,9.3,5.5,5.1,19.2,18.4,101.8,1.9,6,8,9,8,26,13,19,8,9,8,20,25,27,3,30,21,29,3,21,4,9,16,8,27,14,9,0,2016-02-03
2,Boston Celtics,50,28,22,0.56,48.3,39.0,89.4,0.437,9.1,27.3,0.332,17.5,22.5,0.781,11.7,33.2,45.0,24.2,14.2,9.7,4.2,5.0,22.2,20.6,104.6,4.2,6,8,9,8,21,5,1,24,10,7,25,14,19,12,5,14,7,5,12,2,23,15,30,13,5,6,2015-16,Detroit Pistons,49,26,23,0.531,48.7,38.3,88.3,0.434,8.8,26.3,0.335,16.7,25.8,0.648,13.7,33.6,47.2,18.7,13.6,7.6,3.8,4.7,19.3,22.0,102.1,1.6,12,12,12,13,5,9,2,27,12,9,24,22,6,30,1,11,3,27,8,20,28,11,9,4,12,10,1,2016-02-03
3,Brooklyn Nets,49,12,37,0.245,48.2,37.7,84.2,0.447,5.6,17.1,0.329,14.6,19.3,0.756,10.6,32.5,43.0,21.5,14.7,7.4,3.9,5.1,17.8,17.8,95.5,-7.5,12,28,28,28,23,17,17,13,28,28,27,29,29,19,14,20,17,17,16,21,25,18,3,30,29,28,2015-16,Indiana Pacers,48,25,23,0.521,48.6,38.2,85.6,0.446,8.3,23.9,0.349,18.0,23.9,0.751,10.6,33.3,43.9,20.4,15.3,9.4,4.7,4.5,19.7,21.1,102.7,2.6,18,15,12,14,7,14,10,16,17,16,16,12,12,21,11,13,12,25,24,3,17,9,10,10,8,8,0,2016-02-03
4,Washington Wizards,46,21,25,0.457,48.0,38.3,84.2,0.455,8.8,24.2,0.363,16.8,22.1,0.757,8.8,31.0,39.8,23.9,14.7,8.8,3.8,4.2,20.5,19.6,102.2,-2.8,30,20,15,19,29,7,16,10,13,15,6,20,22,17,29,28,30,6,15,5,27,5,15,20,11,23,2015-16,Golden State Warriors,48,44,4,0.917,48.4,42.5,86.5,0.491,12.9,30.1,0.428,17.2,22.7,0.757,10.3,36.5,46.8,29.3,15.5,8.3,6.3,3.9,20.7,20.3,115.0,12.7,18,1,1,1,13,1,4,2,1,2,1,17,14,18,18,2,4,1,25,9,3,3,18,15,1,2,0,2016-02-03
5,Oklahoma City Thunder,50,37,13,0.74,48.4,40.9,85.8,0.476,7.9,21.9,0.359,19.9,25.3,0.788,12.7,35.0,47.8,22.2,15.5,7.6,6.3,4.7,20.4,20.1,109.5,8.1,6,3,4,4,14,2,6,3,20,22,9,5,7,7,2,4,2,13,26,18,4,12,13,17,2,3,2015-16,Orlando Magic,47,21,26,0.447,48.7,38.4,85.6,0.449,7.9,22.1,0.356,14.3,18.7,0.765,10.5,33.3,43.8,22.6,14.7,8.0,5.0,5.7,20.4,18.0,99.0,-1.3,25,20,19,21,2,6,9,12,21,21,12,30,30,15,16,12,13,9,18,14,14,28,14,29,23,19,1,2016-02-03
6,Dallas Mavericks,51,28,23,0.549,48.7,36.9,84.0,0.439,9.5,27.9,0.338,17.4,22.2,0.784,9.0,34.1,43.1,21.4,13.0,6.8,3.5,4.3,19.1,21.7,100.6,-0.4,1,8,12,12,6,22,18,22,6,5,22,15,21,10,28,8,16,18,3,25,30,6,7,6,18,16,2015-16,Miami Heat,49,27,22,0.551,48.3,36.5,79.2,0.461,6.3,19.3,0.327,16.7,22.5,0.743,9.1,33.7,42.8,20.3,14.4,6.5,6.4,4.1,17.4,19.5,96.0,0.1,12,11,9,11,18,24,30,6,26,25,28,21,17,23,27,10,19,26,14,28,2,4,1,21,28,14,0,2016-02-03
7,San Antonio Spurs,48,40,8,0.833,48.0,40.8,83.0,0.491,7.2,18.6,0.387,15.8,19.9,0.792,9.3,35.4,44.8,25.2,13.5,8.2,5.8,3.8,17.7,19.6,104.5,13.3,18,2,2,2,29,3,21,1,24,26,2,26,28,4,25,3,9,2,6,11,6,2,2,19,6,1,2015-16,New Orleans Pelicans,47,18,29,0.383,48.3,38.3,85.8,0.446,9.0,24.9,0.364,17.0,21.6,0.788,9.5,33.2,42.7,22.0,13.4,7.6,5.0,4.8,20.7,19.7,102.6,-2.5,25,25,23,25,15,12,7,15,11,13,5,19,25,6,23,16,20,14,5,19,16,13,17,18,9,22,1,2016-02-03
8,Utah Jazz,47,22,25,0.468,48.7,35.9,80.8,0.444,8.5,23.5,0.362,17.6,23.3,0.755,11.0,31.6,42.6,18.6,14.8,7.9,5.0,4.7,21.3,20.1,97.9,1.2,25,19,15,18,2,28,29,19,14,17,8,13,13,20,7,27,22,28,19,15,15,10,21,16,25,11,2015-16,Denver Nuggets,49,19,30,0.388,48.3,36.9,84.7,0.436,8.0,23.5,0.341,18.6,24.2,0.768,11.7,32.8,44.5,22.4,14.9,7.2,4.7,6.4,20.8,21.4,100.4,-3.6,12,24,24,24,18,19,14,25,19,18,19,9,10,14,6,19,10,10,20,23,18,30,19,7,20,24,1,2016-02-03
9,Sacramento Kings,48,21,27,0.438,48.5,39.7,86.4,0.46,8.2,22.8,0.359,19.1,26.3,0.724,11.0,34.9,45.8,24.7,16.6,8.2,4.4,5.5,20.9,22.4,106.7,-1.4,18,20,21,22,9,4,5,7,18,20,10,6,5,26,8,5,6,4,28,11,22,24,20,2,3,20,2015-16,Chicago Bulls,47,26,21,0.553,49.0,38.3,88.3,0.434,7.3,20.8,0.352,17.3,22.0,0.783,11.7,36.9,48.6,21.7,14.4,6.1,6.1,5.5,18.8,19.1,101.3,0.2,25,12,8,10,1,8,3,26,23,24,15,16,23,11,4,1,1,15,13,29,5,22,5,25,17,12,0,2016-02-03
10,LA Clippers,48,32,16,0.667,48.3,38.3,82.8,0.462,9.4,25.7,0.364,18.4,26.7,0.689,9.1,33.1,42.3,23.0,12.9,8.0,5.3,3.3,21.3,23.1,104.3,4.0,18,6,5,6,16,10,22,4,7,10,4,10,2,28,26,18,24,8,1,13,10,1,22,1,7,7,2015-16,Minnesota Timberwolves,50,14,36,0.28,48.5,36.9,81.1,0.455,4.9,15.4,0.32,21.0,26.5,0.79,10.1,31.8,41.9,22.3,15.1,7.7,4.5,5.1,21.7,21.4,99.7,-4.0,6,26,26,26,10,21,28,11,30,30,29,1,4,5,20,25,25,12,22,16,20,19,27,8,21,25,0,2016-02-03
