,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Detroit Pistons,31,15,16,0.484,48.8,39.5,90.9,0.435,11.0,33.6,0.327,18.4,25.7,0.715,12.2,34.8,46.9,22.0,14.9,6.8,4.1,5.7,23.5,23.5,108.4,-1.1,29,20,14,19,2,22,6,29,14,8,28,10,4,26,3,14,7,25,16,24,28,24,28,3,21,22,2018-19,Washington Wizards,34,13,21,0.382,48.9,41.6,89.6,0.465,10.9,32.9,0.33,19.1,25.3,0.756,9.0,31.5,40.4,25.1,14.2,8.6,5.3,4.8,22.2,22.9,113.2,-4.8,7,25,25,25,1,9,13,11,17,11,27,6,7,19,27,29,29,8,11,9,17,9,17,7,8,25,1,2018-12-26
1,Orlando Magic,32,14,18,0.438,48.2,38.7,87.5,0.442,11.1,31.5,0.351,13.9,18.0,0.771,9.1,33.3,42.3,24.6,14.1,6.8,5.5,4.8,19.9,19.3,102.4,-4.7,24,24,20,24,20,26,21,27,13,15,15,30,30,13,26,23,25,12,9,25,11,12,4,28,28,24,2018-19,Phoenix Suns,34,8,26,0.235,48.7,39.7,87.2,0.455,9.9,29.9,0.332,15.3,19.5,0.785,8.9,32.4,41.3,24.0,16.2,8.6,4.5,4.8,23.6,19.2,104.6,-8.8,7,29,28,29,3,21,23,18,23,21,26,27,29,9,28,26,28,18,29,8,26,7,30,29,26,27,0,2018-12-26
2,Atlanta Hawks,32,9,23,0.281,48.0,39.7,89.2,0.445,11.3,34.7,0.326,17.9,24.1,0.742,10.7,33.6,44.3,25.3,18.5,8.8,5.7,5.3,23.6,23.3,108.7,-9.2,24,26,26,26,24,20,16,25,11,4,30,15,12,24,13,22,18,7,30,6,7,20,29,6,20,30,2018-19,Indiana Pacers,34,22,12,0.647,48.0,40.9,86.3,0.474,9.3,25.1,0.37,15.1,20.2,0.747,9.3,34.9,44.2,24.9,15.0,9.0,5.5,5.4,19.6,19.7,106.1,5.5,7,4,4,5,24,15,26,7,29,28,5,29,26,21,24,13,20,11,18,3,11,21,2,26,25,6,0,2018-12-26
3,Brooklyn Nets,35,16,19,0.457,48.6,39.7,87.9,0.452,12.2,33.7,0.361,18.9,25.4,0.742,11.7,33.2,44.9,23.4,15.0,6.7,3.8,4.8,22.7,22.0,110.5,-0.5,1,17,23,21,8,19,20,20,4,7,6,7,6,23,5,24,16,19,19,26,29,10,25,13,17,20,2018-19,Charlotte Hornets,32,16,16,0.5,48.5,41.3,90.7,0.455,11.8,33.3,0.356,18.4,23.1,0.795,9.6,34.2,43.8,24.2,12.6,7.5,5.3,6.7,19.8,21.6,112.8,2.0,24,17,14,16,10,12,7,16,7,10,12,11,16,8,23,18,22,17,2,19,14,30,3,16,10,10,1,2018-12-26
4,Miami Heat,32,16,16,0.5,48.2,38.6,89.3,0.432,12.1,33.9,0.357,17.2,24.7,0.697,12.5,35.5,48.0,22.8,15.2,7.7,6.1,5.9,22.3,22.1,106.5,0.2,24,17,14,16,20,27,15,30,5,5,11,19,10,29,2,9,3,22,23,17,2,26,20,12,24,17,2018-19,Toronto Raptors,35,25,10,0.714,48.4,43.1,89.8,0.48,11.4,33.6,0.34,16.7,20.7,0.805,10.1,35.3,45.4,24.5,14.2,8.3,5.4,4.9,21.3,20.3,114.3,6.7,1,1,1,1,12,4,11,2,10,9,25,22,24,4,17,11,14,13,10,12,13,15,14,25,7,2,0,2018-12-26
5,Chicago Bulls,34,9,25,0.265,48.4,38.1,85.7,0.444,9.5,27.6,0.344,15.3,19.7,0.776,7.5,34.0,41.5,21.7,15.7,8.0,4.8,6.0,20.7,18.7,100.9,-9.1,7,26,27,27,11,29,28,26,28,25,21,27,28,11,30,19,27,26,26,14,22,28,9,30,30,29,2018-19,Minnesota Timberwolves,33,15,18,0.455,48.2,40.6,90.5,0.449,10.3,28.5,0.361,19.4,24.2,0.802,10.9,33.1,44.0,24.3,13.4,9.2,5.6,5.2,20.1,22.1,110.9,-0.8,16,20,20,22,22,17,8,22,19,24,7,4,11,6,11,25,21,16,4,2,9,17,6,11,15,21,0,2018-12-26
6,Memphis Grizzlies,33,17,16,0.515,48.6,37.6,82.7,0.455,9.8,27.4,0.358,16.9,22.3,0.758,7.8,31.9,39.7,23.1,13.7,8.9,6.2,4.9,22.5,21.7,101.9,-0.2,16,15,14,15,5,30,30,17,25,26,10,20,20,18,29,28,30,20,6,5,1,14,21,14,29,19,2018-19,Cleveland Cavaliers,34,8,26,0.235,48.0,39.0,87.4,0.447,8.9,25.2,0.352,15.9,20.3,0.781,11.2,32.1,43.3,19.7,13.5,6.7,2.6,5.5,20.7,19.4,102.8,-8.8,7,29,28,29,24,24,22,24,30,27,14,26,25,10,9,27,24,30,5,27,30,22,11,27,27,27,1,2018-12-26
7,Dallas Mavericks,32,15,17,0.469,48.3,39.3,86.6,0.455,11.7,33.7,0.347,20.3,27.2,0.745,10.4,35.1,45.5,22.9,15.8,7.8,4.3,4.7,20.0,24.7,110.7,0.7,24,20,19,20,14,23,25,19,8,6,17,3,3,22,14,12,13,21,27,16,27,6,5,2,16,16,2018-19,New Orleans Pelicans,34,15,19,0.441,48.0,43.4,91.3,0.476,10.1,28.9,0.349,19.3,25.2,0.766,11.6,36.1,47.7,27.2,15.0,7.6,5.7,5.0,22.6,22.5,116.3,0.9,7,20,23,23,24,1,4,4,21,23,16,5,8,15,7,5,6,2,21,18,8,16,22,9,2,14,1,2018-12-26
8,San Antonio Spurs,34,18,16,0.529,48.3,42.0,88.3,0.476,9.7,24.1,0.403,17.6,21.3,0.827,9.7,34.8,44.5,24.4,12.2,5.9,4.6,4.4,18.3,20.7,111.3,1.8,7,12,14,14,17,8,18,6,26,30,1,16,23,2,20,15,17,14,1,29,24,3,1,19,13,11,2018-19,Denver Nuggets,31,21,10,0.677,48.3,41.5,89.6,0.464,10.3,29.9,0.343,16.6,22.1,0.752,12.1,34.6,46.8,26.7,14.0,8.5,4.9,5.6,20.6,21.1,110.0,5.7,29,6,1,3,13,10,12,12,20,20,22,23,21,20,4,16,8,4,7,10,19,23,8,17,18,5,1,2018-12-26
9,LA Clippers,33,19,14,0.576,48.6,41.4,87.0,0.476,9.6,24.8,0.386,23.2,28.9,0.805,9.7,36.0,45.7,22.6,15.0,5.8,4.8,6.0,22.7,24.9,115.6,1.0,16,10,9,10,5,11,24,5,27,29,3,1,1,5,21,6,12,23,19,30,21,27,24,1,3,13,2018-19,Sacramento Kings,33,18,15,0.545,48.0,43.4,91.9,0.472,11.6,30.0,0.387,16.7,23.6,0.706,10.3,34.0,44.2,25.5,14.0,8.2,4.5,5.3,22.3,22.5,115.1,-1.3,16,12,11,12,24,2,2,9,9,19,2,21,15,27,16,20,19,6,8,13,25,19,18,10,5,23,1,2018-12-26
