,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Indiana Pacers,5,2,3,0.4,48.0,35.2,82.0,0.429,5.8,21.4,0.271,21.4,27.8,0.77,11.6,33.6,45.2,17.2,18.0,7.6,8.2,6.2,25.6,22.6,97.6,-2.8,29,24,10,22,11,22,12,25,16,5,29,8,9,9,9,1,3,28,29,14,1,23,28,15,19,20,2009-10,Golden State Warriors,6,2,4,0.333,48.0,41.7,86.5,0.482,7.0,16.5,0.424,20.3,27.8,0.731,10.3,27.5,37.8,24.0,16.3,9.5,5.3,6.2,25.7,24.8,110.7,-2.5,27,24,16,25,11,1,2,5,10,18,4,13,8,21,17,30,30,4,22,3,11,22,29,5,2,19,1,2009-11-11
1,Toronto Raptors,7,3,4,0.429,48.0,38.0,78.3,0.485,9.0,21.0,0.429,24.4,32.3,0.757,10.1,29.0,39.1,20.3,12.1,4.7,5.1,3.9,26.7,23.4,109.4,-2.0,13,14,16,16,11,8,24,4,3,8,3,2,2,14,20,27,29,15,2,30,13,3,30,10,3,18,2009-10,Chicago Bulls,7,4,3,0.571,48.0,35.1,82.7,0.425,3.3,13.0,0.253,15.0,21.7,0.691,13.4,31.1,44.6,19.9,13.9,7.0,6.7,5.3,19.1,19.4,88.6,-3.4,13,10,10,11,11,23,9,26,30,26,30,27,25,28,5,13,5,18,7,18,4,17,1,29,28,23,1,2009-11-11
2,Boston Celtics,8,7,1,0.875,48.0,37.9,76.1,0.498,7.8,19.3,0.403,15.0,20.4,0.736,7.5,31.8,39.3,26.1,14.3,10.0,5.4,4.0,20.0,21.9,98.5,14.1,1,1,1,1,11,12,29,2,8,10,5,27,26,20,30,8,28,1,10,2,9,6,3,22,18,1,2009-10,Utah Jazz,7,3,4,0.429,48.0,38.0,80.6,0.472,4.1,12.0,0.345,20.4,26.3,0.777,10.3,31.7,42.0,23.6,14.6,6.0,5.0,7.0,23.6,22.1,100.6,-1.9,13,14,16,16,11,8,16,9,26,28,17,12,14,8,18,10,12,5,15,27,14,28,23,18,14,17,1,2009-11-11
3,Detroit Pistons,7,3,4,0.429,48.0,33.1,74.7,0.444,4.3,14.1,0.303,20.7,29.9,0.694,11.1,30.7,41.9,14.4,13.3,6.1,4.1,5.0,25.3,25.1,91.3,-0.4,13,14,16,16,11,28,30,20,25,24,24,10,5,25,13,17,14,30,5,26,27,16,27,2,26,15,2009-10,Charlotte Bobcats,7,3,4,0.429,49.4,31.1,79.1,0.394,5.0,17.1,0.292,17.4,23.1,0.753,13.1,32.3,45.4,17.7,18.1,7.7,4.7,8.0,20.1,20.9,84.7,-3.7,13,14,16,16,2,30,20,30,22,17,27,22,23,15,6,5,2,26,30,13,18,30,5,24,30,24,1,2009-11-11
4,New Jersey Nets,7,0,7,0.0,48.0,33.1,79.4,0.417,3.4,11.7,0.293,18.0,23.6,0.764,11.3,29.4,40.7,17.0,17.3,6.3,5.3,4.3,22.3,19.6,87.7,-11.9,13,30,27,30,11,28,17,29,29,29,26,21,22,12,10,25,20,29,27,24,12,9,12,27,29,29,2009-10,Philadelphia 76ers,7,3,4,0.429,48.7,37.9,77.7,0.487,4.7,15.3,0.308,21.4,28.0,0.765,9.9,30.3,40.1,19.6,15.4,8.9,5.0,3.9,19.9,23.0,101.9,-3.7,13,14,16,16,4,13,25,3,24,20,23,6,6,11,24,19,23,19,17,4,14,3,2,13,13,24,0,2009-11-11
5,New York Knicks,8,1,7,0.125,49.9,37.4,88.3,0.424,8.9,29.6,0.3,16.0,20.1,0.795,9.4,30.1,39.5,20.9,14.5,8.4,4.9,4.1,22.5,19.5,99.6,-8.8,1,27,27,27,1,15,1,27,4,1,25,25,27,4,26,21,24,13,14,8,16,7,14,28,15,27,2009-10,Atlanta Hawks,7,5,2,0.714,48.0,39.9,84.1,0.474,5.7,17.3,0.331,21.4,26.1,0.82,10.1,31.9,42.0,21.0,12.6,6.6,7.6,4.6,22.6,22.0,106.9,4.7,13,7,5,7,11,3,6,7,17,16,20,6,15,2,20,7,12,12,3,21,3,13,16,20,5,9,0,2009-11-11
6,Milwaukee Bucks,5,3,2,0.6,48.0,35.4,84.8,0.417,6.8,21.2,0.321,12.8,19.2,0.667,14.0,33.6,47.6,19.0,17.4,8.4,3.2,6.2,23.4,22.6,90.4,5.2,29,14,5,10,11,21,5,28,12,6,22,30,30,30,2,1,1,20,28,7,30,23,21,15,27,6,2009-10,Denver Nuggets,8,6,2,0.75,48.0,37.3,79.3,0.47,5.5,14.1,0.389,26.9,34.0,0.79,10.8,30.1,40.9,19.9,14.1,7.9,4.5,6.5,22.3,26.0,106.9,4.5,1,3,5,5,11,17,19,11,19,25,6,1,1,6,15,21,17,17,9,12,21,26,11,1,4,11,1,2009-11-11
7,Minnesota Timberwolves,8,1,7,0.125,48.0,37.4,86.3,0.433,3.6,12.8,0.284,14.6,20.1,0.727,13.5,30.6,44.1,19.0,16.9,8.6,3.8,6.3,22.5,18.3,93.0,-13.4,1,27,27,27,11,15,3,24,27,27,28,29,27,23,4,18,7,20,23,5,29,25,14,30,25,30,2009-10,Portland Trail Blazers,8,5,3,0.625,48.0,33.5,76.5,0.438,7.0,18.8,0.373,23.0,27.3,0.844,11.3,31.8,43.0,20.3,14.4,7.0,6.3,3.8,23.8,23.8,97.0,6.8,1,7,10,9,11,27,27,22,10,12,13,4,10,1,11,8,10,16,12,18,6,2,24,7,21,4,0,2009-11-11
8,Orlando Magic,8,6,2,0.75,48.0,36.5,78.8,0.463,10.1,26.1,0.388,19.3,25.8,0.748,10.3,29.1,39.4,21.4,13.8,6.4,4.8,3.9,21.1,23.3,102.4,5.1,1,3,5,5,11,19,21,15,2,2,7,16,16,17,19,26,25,10,6,23,17,5,9,12,12,7,2009-10,Cleveland Cavaliers,7,4,3,0.571,48.0,34.4,76.7,0.449,8.4,19.1,0.44,17.1,25.1,0.682,9.3,32.6,41.9,21.3,14.4,7.4,5.6,4.4,20.6,21.0,94.4,4.6,13,10,10,11,11,26,26,18,5,11,2,23,19,29,29,4,14,11,13,15,8,10,6,23,22,10,0,2009-11-11
9,Houston Rockets,7,4,3,0.571,48.7,38.3,82.3,0.465,8.3,21.4,0.387,19.3,25.4,0.758,12.3,28.1,40.4,22.4,16.3,8.6,4.3,7.4,23.3,23.7,104.1,0.7,13,10,10,11,4,6,10,13,6,4,8,15,18,13,8,29,21,7,21,6,25,29,20,8,8,14,2009-10,Memphis Grizzlies,8,1,7,0.125,48.6,38.3,82.8,0.462,3.5,10.5,0.333,22.5,30.9,0.729,14.6,30.3,44.9,19.0,17.0,7.0,4.6,5.9,23.9,24.9,102.5,-9.5,1,27,27,27,8,7,8,17,28,30,19,5,4,22,1,20,4,20,25,18,19,21,25,3,11,28,1,2009-11-11
