,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Philadelphia 76ers,17,12,5,0.706,48.3,39.4,83.6,0.47,6.4,16.9,0.378,14.8,20.4,0.728,9.6,34.2,43.9,22.2,11.6,9.3,5.2,4.8,17.4,18.1,99.9,11.9,12,4,3,4,12,1,3,3,14,18,7,26,24,22,27,1,4,5,1,6,11,11,3,28,3,1,2011-12,New Jersey Nets,18,5,13,0.278,48.0,33.1,79.4,0.416,8.9,25.5,0.349,16.8,21.6,0.779,12.3,27.2,39.4,19.4,15.4,7.1,3.9,6.1,20.3,20.5,91.8,-7.7,2,24,25,25,18,27,20,28,2,1,14,15,19,6,5,29,28,21,17,23,28,27,13,13,23,26,0,2012-01-25
1,Washington Wizards,17,2,15,0.118,48.0,34.4,82.9,0.414,4.0,13.9,0.287,15.9,22.0,0.725,11.2,30.3,41.5,16.8,14.9,8.2,7.5,4.9,20.5,19.5,88.6,-10.6,12,30,29,30,18,19,6,29,26,26,26,20,18,26,15,22,22,29,11,15,1,12,15,20,27,28,2011-12,Charlotte Bobcats,18,3,15,0.167,48.3,35.5,82.8,0.429,4.5,14.4,0.312,14.5,19.4,0.748,10.4,30.7,41.1,20.0,14.8,5.8,5.7,5.5,20.6,18.9,90.0,-11.6,2,28,29,29,15,16,8,21,25,23,20,28,27,13,19,21,23,18,9,30,5,22,17,23,25,30,1,2012-01-25
2,Cleveland Cavaliers,16,6,10,0.375,48.3,34.8,80.8,0.431,7.1,19.4,0.363,17.5,24.9,0.702,12.1,30.0,42.1,19.5,17.1,7.9,5.0,6.6,21.1,21.5,94.2,-4.4,24,20,18,20,9,18,12,20,6,12,10,12,11,28,8,24,17,20,30,17,12,30,22,11,17,23,2011-12,New York Knicks,17,7,10,0.412,48.6,33.6,80.2,0.419,7.1,22.8,0.31,21.1,26.8,0.785,11.0,31.8,42.8,18.6,16.7,9.8,4.4,5.2,22.8,22.3,95.3,-0.3,12,17,18,18,5,24,15,26,7,3,22,2,4,5,16,11,13,24,28,4,24,17,27,5,12,19,1,2012-01-25
3,Detroit Pistons,18,4,14,0.222,48.0,32.3,76.6,0.422,4.8,13.3,0.364,15.6,20.1,0.776,10.9,26.6,37.5,17.9,16.7,7.2,3.7,5.4,18.7,18.8,84.9,-9.9,2,27,27,27,18,30,28,24,24,27,9,22,26,8,17,30,30,26,27,21,30,21,7,24,30,27,2011-12,Miami Heat,17,12,5,0.706,49.5,39.0,80.2,0.486,5.9,15.2,0.391,20.7,27.6,0.751,10.3,32.6,42.9,21.5,17.1,9.5,5.2,4.6,21.6,22.6,104.6,7.9,12,4,3,4,1,2,15,1,17,21,3,4,3,12,21,5,12,7,29,5,9,8,26,3,2,3,0,2012-01-25
4,Chicago Bulls,19,16,3,0.842,48.0,37.7,81.4,0.464,5.6,14.7,0.38,15.8,21.2,0.744,13.1,32.3,45.4,23.1,14.0,7.3,6.2,4.6,17.1,17.8,96.8,11.0,1,1,1,1,18,7,10,6,20,22,6,21,21,15,2,7,1,3,5,18,4,10,2,29,10,2,2011-12,Indiana Pacers,16,11,5,0.688,48.3,33.5,80.3,0.417,5.6,14.3,0.39,20.0,25.0,0.8,12.9,32.3,45.2,17.5,15.7,8.6,5.7,5.6,21.0,21.6,92.6,2.1,24,8,3,8,9,25,14,27,21,24,4,5,10,3,3,8,2,28,22,8,6,23,20,9,19,13,0,2012-01-25
5,Houston Rockets,17,10,7,0.588,48.9,38.4,85.1,0.451,6.9,21.0,0.331,14.2,17.4,0.814,12.2,31.5,43.6,20.8,14.5,7.1,4.9,5.3,20.9,16.6,97.9,0.8,12,12,11,14,3,4,1,12,9,6,18,30,30,1,7,16,6,16,8,22,16,20,19,30,7,17,2011-12,Milwaukee Bucks,16,6,10,0.375,48.0,35.7,83.6,0.427,6.0,19.9,0.301,14.9,19.3,0.773,12.3,28.7,40.9,21.4,15.4,8.4,4.5,5.1,21.6,19.7,92.3,-2.3,24,20,18,20,18,15,4,23,16,10,25,25,28,9,6,28,24,10,18,9,23,14,25,18,21,21,0,2012-01-25
6,Oklahoma City Thunder,17,14,3,0.824,48.0,35.8,76.2,0.469,6.6,18.4,0.358,21.1,26.3,0.801,9.5,33.7,43.2,18.2,16.3,7.2,6.9,4.2,21.2,20.2,99.2,5.7,12,2,1,2,18,14,29,4,13,16,11,2,6,2,28,2,8,25,24,19,2,5,24,14,5,5,2011-12,New Orleans Hornets,17,3,14,0.176,48.3,34.2,79.1,0.432,3.5,12.9,0.273,15.5,20.7,0.747,12.5,31.4,43.8,18.8,15.4,7.2,5.2,5.7,20.5,18.8,87.4,-4.6,12,28,27,28,12,20,23,18,29,28,28,23,23,14,4,17,5,23,16,19,9,25,16,25,28,24,1,2012-01-25
7,Dallas Mavericks,18,11,7,0.611,48.0,33.9,78.6,0.432,6.6,21.8,0.304,17.4,23.6,0.739,9.7,32.4,42.1,20.8,14.8,9.8,4.6,3.3,20.2,18.9,91.9,3.7,2,8,11,11,18,23,25,19,12,4,24,13,14,20,26,6,16,15,9,3,22,2,12,22,22,9,2011-12,Minnesota Timberwolves,17,7,10,0.412,48.0,34.0,79.4,0.428,7.4,21.4,0.343,19.6,26.4,0.744,11.6,31.1,42.6,17.9,16.4,8.1,3.9,5.6,20.4,22.5,95.0,0.4,12,17,18,18,18,22,21,22,3,5,16,6,5,16,10,18,14,27,25,16,29,24,14,4,15,18,0,2012-01-25
8,San Antonio Spurs,18,11,7,0.611,48.6,38.6,82.8,0.466,7.3,19.9,0.369,14.7,20.2,0.725,10.2,30.7,40.9,23.2,13.7,6.8,4.2,5.2,17.1,19.2,99.2,2.8,2,8,11,11,6,3,7,5,4,11,8,27,25,25,23,20,26,2,4,25,25,15,1,21,4,10,2011-12,Atlanta Hawks,18,13,5,0.722,49.1,36.7,81.1,0.453,6.7,17.2,0.387,17.8,24.2,0.738,10.4,32.2,42.6,22.4,13.5,8.3,4.7,5.3,17.8,20.2,97.9,6.9,2,3,3,3,2,8,11,10,11,17,5,11,13,21,20,9,15,4,2,12,21,19,4,15,6,4,1,2012-01-25
9,Utah Jazz,15,10,5,0.667,48.3,36.7,80.5,0.456,3.7,12.8,0.286,19.2,25.9,0.74,11.5,31.7,43.2,21.2,13.7,8.4,6.2,5.3,23.1,21.5,96.2,2.4,29,12,3,9,8,9,13,9,28,29,27,8,8,19,12,13,9,13,3,10,3,18,28,10,11,12,2011-12,Toronto Raptors,18,5,13,0.278,48.0,32.3,77.1,0.419,5.4,16.6,0.329,16.1,20.8,0.773,10.1,31.7,41.8,19.9,15.7,6.7,4.9,4.6,24.4,18.3,86.2,-6.9,2,24,25,25,18,29,27,25,23,19,19,18,22,10,24,12,20,19,23,26,15,9,30,26,29,25,0,2012-01-25
