,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Charlotte Bobcats,63,32,31,0.508,48.4,34.6,76.7,0.451,5.7,16.8,0.337,19.9,26.7,0.746,10.3,30.4,40.7,19.9,15.9,7.8,5.3,6.3,19.6,21.7,94.7,0.9,23,16,14,15,12,29,29,22,20,21,23,5,5,20,22,20,24,22,29,9,12,29,4,6,28,14,2009-10,Los Angeles Clippers,65,25,40,0.385,48.1,36.4,80.1,0.454,5.7,17.1,0.332,17.1,23.5,0.73,11.3,30.2,41.5,22.0,15.6,6.7,5.7,4.6,20.0,19.8,95.5,-5.5,4,21,21,21,27,24,22,20,21,20,28,27,24,26,13,23,20,8,28,24,2,9,8,26,27,28,1,2010-03-12
1,Philadelphia 76ers,64,23,41,0.359,48.3,37.3,82.1,0.455,5.6,16.3,0.342,17.3,22.3,0.773,11.7,29.8,41.5,20.5,14.6,8.3,5.7,4.3,20.2,19.0,97.5,-3.5,13,22,22,22,15,18,16,18,22,22,19,25,27,11,12,25,17,18,15,4,3,5,12,30,23,21,2009-10,Cleveland Cavaliers,65,50,15,0.769,48.3,37.8,77.6,0.488,7.6,19.2,0.394,19.0,26.2,0.725,9.5,32.9,42.4,22.1,14.3,6.9,5.6,3.9,19.9,20.6,102.2,7.2,4,1,1,1,18,15,28,3,6,9,2,11,7,29,28,2,11,6,12,21,6,2,6,18,7,1,0,2010-03-12
2,Boston Celtics,63,40,23,0.635,48.2,36.6,76.1,0.481,6.1,17.6,0.348,18.7,25.3,0.74,8.5,30.0,38.6,23.6,15.4,8.7,5.0,4.9,21.5,21.6,98.1,4.2,23,8,7,8,22,22,30,4,17,15,16,15,11,23,30,24,29,3,27,2,16,15,22,11,19,8,2009-10,Indiana Pacers,64,21,43,0.328,48.0,36.6,83.7,0.437,7.5,22.3,0.336,19.0,24.3,0.78,9.8,32.2,41.9,20.5,15.3,7.0,5.6,5.2,23.4,20.9,99.6,-5.0,13,26,26,27,29,23,9,29,7,4,24,12,16,5,27,5,14,18,25,19,5,22,29,15,18,27,1,2010-03-12
3,Miami Heat,65,33,32,0.508,48.3,36.3,80.0,0.453,6.0,17.1,0.349,17.7,23.5,0.752,10.7,31.0,41.7,18.8,13.0,7.3,5.5,4.6,21.0,19.9,96.2,0.9,4,15,18,18,18,25,23,21,19,19,15,23,23,18,19,12,16,27,4,14,9,9,19,24,26,15,2009-10,Chicago Bulls,64,31,33,0.484,48.5,37.6,83.8,0.449,4.0,12.0,0.334,18.0,23.8,0.758,11.8,32.8,44.5,20.3,14.6,6.8,5.9,5.6,19.8,19.9,97.3,-2.4,13,20,19,20,4,16,8,23,30,30,26,21,21,17,9,3,1,20,16,23,1,26,5,25,24,20,1,2010-03-12
4,Detroit Pistons,64,22,42,0.344,48.3,35.7,81.0,0.441,4.1,13.8,0.298,17.6,24.5,0.719,13.3,28.2,41.5,18.8,13.8,6.9,3.9,5.0,22.8,21.0,93.2,-4.7,13,23,24,23,15,28,19,27,29,28,30,24,14,30,1,30,17,28,10,20,28,16,28,14,29,26,2009-10,Washington Wizards,62,21,41,0.339,48.4,36.9,82.3,0.448,5.3,15.7,0.339,18.1,23.7,0.766,11.9,30.4,42.2,18.6,14.7,6.2,5.3,5.0,21.4,20.6,97.1,-4.1,29,26,22,25,11,20,15,25,23,23,22,19,22,14,6,21,13,29,18,28,11,18,21,17,25,25,1,2010-03-12
5,Memphis Grizzlies,65,34,31,0.523,48.5,39.4,83.5,0.472,4.2,12.5,0.34,19.2,26.1,0.733,13.0,30.4,43.4,19.2,15.2,7.9,5.0,6.0,20.0,22.2,102.1,-0.5,4,13,14,14,5,3,11,7,28,29,21,10,8,25,2,19,6,25,23,7,17,28,9,5,9,17,2009-10,New York Knicks,64,22,42,0.344,48.6,38.2,84.1,0.454,8.6,25.7,0.336,16.2,21.0,0.773,9.8,30.6,40.5,21.8,14.0,7.2,4.1,4.6,19.9,19.3,101.2,-3.6,13,23,24,23,3,12,6,19,3,2,25,28,28,9,26,15,26,11,11,16,26,11,7,29,12,22,1,2010-03-12
6,Minnesota Timberwolves,65,14,51,0.215,48.3,38.0,84.9,0.448,4.7,14.0,0.332,17.2,23.2,0.742,12.2,31.6,43.7,19.8,16.4,7.4,3.6,5.6,20.9,20.3,98.0,-8.7,4,29,29,29,18,14,3,24,26,26,27,26,25,22,3,9,4,23,30,13,30,25,18,21,21,29,2009-10,San Antonio Spurs,62,37,25,0.597,48.2,38.1,81.1,0.469,6.8,18.4,0.367,17.8,23.9,0.743,10.9,31.5,42.4,22.1,13.6,6.4,4.8,5.4,20.5,20.3,100.7,4.4,29,12,10,11,21,13,17,8,11,11,6,22,20,21,17,11,12,5,8,26,22,23,14,22,14,7,0,2010-03-12
7,New Orleans Hornets,65,32,33,0.492,48.5,38.4,83.7,0.458,7.2,19.9,0.36,16.0,20.3,0.785,10.4,30.3,40.8,21.8,13.3,7.6,3.8,4.6,19.5,19.7,99.9,-1.9,4,16,19,19,8,8,10,14,8,7,10,29,29,4,21,22,23,9,5,10,29,13,2,27,16,19,2009-10,Denver Nuggets,64,43,21,0.672,48.3,38.2,81.0,0.472,6.8,18.0,0.376,24.4,31.6,0.774,10.7,30.8,41.5,21.4,14.5,8.6,5.0,5.5,22.5,24.0,107.7,5.0,13,5,4,5,15,11,18,6,10,12,3,1,1,7,18,13,17,15,14,3,14,24,26,1,2,5,0,2010-03-12
8,Oklahoma City Thunder,63,39,24,0.619,48.3,36.8,80.6,0.456,5.0,14.6,0.343,21.2,26.6,0.796,11.7,32.1,43.8,19.6,15.3,8.2,5.6,4.8,20.9,21.3,99.7,3.5,23,10,9,9,14,21,21,16,25,24,18,2,6,2,11,6,3,24,24,5,4,14,16,12,17,9,2009-10,New Jersey Nets,64,7,57,0.109,48.0,33.8,79.5,0.426,4.3,13.9,0.31,18.7,24.1,0.775,10.9,28.4,39.3,18.2,14.8,7.2,4.9,5.2,20.4,20.1,90.7,-10.3,13,30,30,30,29,30,25,30,27,27,29,14,18,6,16,29,28,30,19,15,19,20,13,23,30,30,1,2010-03-12
9,Milwaukee Bucks,63,34,29,0.54,48.6,37.5,85.8,0.437,7.8,21.4,0.363,15.2,20.3,0.75,11.9,31.7,43.5,21.4,13.5,7.0,4.8,5.1,22.4,20.4,97.9,1.7,23,13,13,13,1,17,1,28,5,5,8,30,30,19,8,7,5,13,7,17,21,19,24,20,22,13,2009-10,Utah Jazz,64,42,22,0.656,48.2,39.0,79.6,0.491,5.1,14.2,0.362,20.1,27.2,0.739,10.6,30.8,41.3,26.6,14.9,8.1,5.0,5.2,22.0,22.3,103.4,5.5,13,6,6,6,24,4,24,1,24,25,9,4,2,24,20,13,22,1,20,6,15,20,23,4,5,4,1,2010-03-12
10,Phoenix Suns,65,40,25,0.615,48.2,40.6,83.1,0.489,8.6,21.3,0.405,19.6,25.4,0.77,11.2,31.6,42.8,23.0,15.0,5.7,5.3,4.5,20.7,21.7,109.5,3.4,4,8,10,10,26,1,13,2,2,6,1,8,10,12,14,9,8,4,21,29,10,7,15,9,1,10,2009-10,Los Angeles Lakers,65,47,18,0.723,48.5,38.8,84.7,0.458,6.4,18.9,0.342,18.5,24.0,0.773,11.7,32.7,44.4,21.3,13.3,7.8,4.8,4.5,19.5,21.3,102.6,6.0,4,2,2,2,8,5,4,15,13,10,20,18,19,10,10,4,2,16,6,8,20,7,3,13,6,3,0,2010-03-12
11,Sacramento Kings,65,22,43,0.338,48.5,38.2,83.8,0.456,6.1,17.5,0.351,18.1,24.9,0.726,12.1,30.6,42.6,20.3,15.2,6.9,4.5,5.7,22.7,20.8,100.7,-4.0,4,23,26,26,8,10,7,17,18,16,14,20,13,28,5,17,10,21,22,22,23,27,27,16,15,24,2009-10,Portland Trail Blazers,67,39,28,0.582,48.5,36.0,78.2,0.461,6.2,17.3,0.358,19.8,25.1,0.788,11.0,29.1,40.1,20.5,12.7,6.4,4.2,4.0,21.1,21.7,98.1,2.9,1,10,12,12,7,27,26,13,16,17,12,7,12,3,15,28,27,17,2,27,25,3,20,8,20,11,0,2010-03-12
