,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Cleveland Cavaliers,77,47,30,0.61,48.1,40.4,84.8,0.476,11.9,32.2,0.369,17.9,22.9,0.78,8.5,33.7,42.2,23.4,13.7,7.0,3.8,4.1,18.7,20.6,110.5,0.9,6,6,6,6,24,9,26,5,3,5,8,6,10,12,27,16,23,10,10,25,28,3,7,8,5,15,2017-18,Toronto Raptors,76,55,21,0.724,48.3,41.3,87.4,0.472,11.8,32.9,0.36,17.9,22.4,0.797,9.8,33.8,43.7,24.2,13.3,7.7,6.1,4.9,21.8,20.2,112.3,7.8,26,3,2,3,11,3,6,7,4,3,17,7,12,4,15,14,17,6,4,16,2,16,27,15,3,2,1,2018-04-03
1,Philadelphia 76ers,76,46,30,0.605,48.3,40.3,86.0,0.469,10.9,29.7,0.366,17.4,23.0,0.756,10.9,36.2,47.1,26.7,16.8,8.1,5.0,5.1,22.3,20.6,108.9,3.7,26,7,6,7,13,10,15,10,12,12,10,10,9,22,3,1,1,2,30,7,11,23,29,7,9,5,2017-18,Brooklyn Nets,77,25,52,0.325,48.5,38.1,86.9,0.439,12.4,35.1,0.352,17.7,22.9,0.774,9.9,34.7,44.7,23.3,15.0,6.2,4.5,5.5,20.9,19.9,106.4,-4.1,6,24,24,24,4,27,8,29,2,2,26,9,11,13,14,9,7,11,24,30,21,29,23,18,15,24,1,2018-04-03
2,Miami Heat,77,41,36,0.532,48.6,38.7,84.8,0.456,11.1,30.6,0.362,14.8,19.7,0.754,9.2,34.0,43.2,22.7,14.5,7.5,5.2,4.6,20.2,19.4,103.3,0.6,6,16,16,16,2,22,25,17,10,10,15,26,25,23,21,13,19,16,16,20,6,9,20,21,24,16,2017-18,Atlanta Hawks,77,22,55,0.286,48.1,38.2,85.4,0.447,11.1,30.9,0.36,16.0,20.2,0.79,9.1,32.6,41.7,23.7,15.6,7.8,4.3,5.4,19.6,20.4,103.4,-5.4,6,27,28,28,26,26,21,25,9,8,16,20,23,5,22,25,24,8,27,11,23,26,15,13,23,26,1,2018-04-03
3,New York Knicks,77,27,50,0.351,48.4,40.6,87.7,0.463,8.0,23.0,0.349,15.2,19.3,0.788,10.6,33.6,44.1,23.1,14.9,6.8,5.1,4.7,20.6,18.6,104.5,-3.6,6,22,22,22,8,8,5,12,30,29,28,24,27,6,5,18,11,14,21,29,9,14,22,26,18,23,2017-18,Orlando Magic,76,22,54,0.289,48.1,38.9,85.9,0.453,10.4,29.4,0.353,15.6,20.5,0.763,8.8,32.6,41.5,23.3,14.6,7.7,4.8,5.0,19.4,18.9,103.8,-4.9,26,27,26,27,23,19,16,20,16,14,25,23,22,20,25,24,26,12,18,17,14,19,12,24,21,25,0,2018-04-03
4,Chicago Bulls,77,26,51,0.338,48.5,38.6,88.8,0.435,11.0,31.1,0.354,14.7,19.3,0.762,9.7,35.2,44.8,23.5,13.9,7.5,3.6,5.1,19.3,17.4,103.0,-6.6,6,23,23,23,4,23,1,30,11,6,22,28,27,21,16,7,6,9,14,21,30,21,9,29,26,28,2017-18,Charlotte Hornets,78,34,44,0.436,48.3,38.8,86.7,0.447,9.8,26.9,0.365,20.2,27.2,0.743,10.1,35.2,45.4,21.3,12.6,6.9,4.5,5.0,17.3,22.6,107.5,-0.4,1,20,21,20,16,21,11,24,21,22,12,1,1,26,11,5,3,28,3,28,20,20,2,1,11,20,1,2018-04-03
5,Houston Rockets,77,62,15,0.805,48.2,38.9,84.5,0.46,15.4,42.3,0.364,20.0,25.4,0.785,9.1,34.4,43.5,21.7,13.7,8.5,4.8,4.5,19.5,20.5,113.1,9.0,6,1,1,1,18,20,27,15,1,1,13,2,2,7,22,10,18,24,9,5,16,8,13,9,2,1,2017-18,Washington Wizards,77,42,35,0.545,48.5,40.0,85.5,0.468,9.9,26.5,0.372,16.9,21.8,0.774,10.0,33.0,43.0,25.2,14.5,7.9,4.4,4.7,21.3,20.1,106.8,0.9,6,14,14,14,4,12,18,11,20,23,5,13,14,14,12,22,20,4,17,10,22,14,25,17,13,13,1,2018-04-03
6,Milwaukee Bucks,77,41,36,0.532,48.4,39.6,82.6,0.48,8.9,24.8,0.357,18.4,23.5,0.781,8.2,31.2,39.5,23.1,13.8,8.8,5.4,4.3,21.6,20.1,106.5,-0.2,6,16,16,16,8,14,29,3,27,25,21,5,7,10,29,29,30,13,12,2,5,4,26,16,14,18,2017-18,Boston Celtics,76,53,23,0.697,48.3,38.3,85.1,0.45,11.7,30.7,0.38,15.9,20.6,0.773,9.2,35.2,44.4,22.4,13.9,7.2,4.5,4.5,20.0,19.0,104.2,4.1,26,4,4,4,11,25,23,22,6,9,2,22,20,15,20,8,10,20,13,23,19,7,19,23,19,4,1,2018-04-03
7,Oklahoma City Thunder,78,45,33,0.577,48.4,40.0,88.1,0.454,10.6,30.0,0.354,16.8,23.7,0.712,12.5,32.5,45.0,21.3,14.1,9.1,5.1,4.6,20.2,21.2,107.4,3.1,1,9,10,10,10,13,4,18,14,11,24,14,6,29,1,26,5,27,15,1,8,11,21,3,12,8,2017-18,Golden State Warriors,77,56,21,0.727,48.1,42.9,85.0,0.505,11.4,28.9,0.393,16.7,20.5,0.814,8.4,35.3,43.7,29.5,15.5,8.1,7.7,3.7,19.7,18.4,113.9,6.9,6,2,2,2,24,1,24,1,8,16,1,16,21,1,28,4,16,1,26,8,1,1,16,28,1,3,0,2018-04-03
8,Dallas Mavericks,77,23,54,0.299,48.3,38.1,85.4,0.445,11.8,32.5,0.363,14.4,18.7,0.769,7.9,33.2,41.1,22.6,12.4,7.1,3.8,4.5,19.4,19.7,102.3,-2.6,6,26,26,26,14,28,19,26,5,4,14,29,29,18,30,21,27,18,1,24,29,6,10,19,28,22,2017-18,Portland Trail Blazers,77,48,29,0.623,48.2,39.4,86.9,0.453,10.4,28.1,0.371,17.0,21.2,0.801,10.2,35.2,45.4,19.6,13.5,7.0,5.2,5.1,19.4,19.3,106.1,3.0,6,5,5,5,18,15,9,19,17,19,6,12,16,3,9,6,4,30,7,27,6,22,11,22,16,9,1,2018-04-03
9,Denver Nuggets,77,42,35,0.545,48.5,40.7,86.6,0.471,11.5,30.9,0.373,17.2,22.4,0.769,11.0,33.4,44.4,25.1,15.1,7.8,4.9,5.0,18.6,20.6,110.2,1.2,6,14,14,14,4,7,12,9,7,7,4,11,13,19,2,20,8,5,25,12,13,18,5,6,6,12,2017-18,Indiana Pacers,77,46,31,0.597,48.2,40.8,86.1,0.474,9.0,24.5,0.368,15.2,19.4,0.781,9.6,32.7,42.3,22.1,13.3,8.8,4.2,5.2,18.7,18.7,105.7,1.8,6,7,8,8,18,6,14,6,26,26,9,25,26,11,17,23,22,23,6,3,26,24,6,25,17,11,1,2018-04-03
10,Utah Jazz,77,44,33,0.571,48.2,38.0,82.6,0.46,10.8,29.5,0.365,16.8,21.5,0.784,8.9,34.1,43.0,22.1,14.7,8.7,5.1,4.6,19.5,20.4,103.7,3.6,6,11,10,11,18,29,28,14,13,13,11,15,15,9,24,11,21,22,20,4,9,10,14,13,22,6,2017-18,Los Angeles Lakers,76,33,43,0.434,48.5,40.9,88.7,0.461,9.9,29.1,0.342,16.5,23.3,0.708,10.8,35.6,46.4,23.8,15.7,7.8,4.8,5.5,21.1,20.4,108.2,-1.4,26,21,20,21,3,5,2,13,19,15,29,18,8,30,4,2,2,7,28,13,15,28,24,12,10,21,1,2018-04-03
11,Phoenix Suns,78,19,59,0.244,48.1,38.4,87.2,0.44,9.3,27.9,0.333,17.8,23.9,0.742,10.4,33.6,43.9,21.1,15.8,7.0,4.6,6.0,22.2,21.0,103.8,-9.8,1,30,30,30,30,24,7,28,23,20,30,8,5,27,6,19,13,29,29,26,18,30,28,4,20,30,2017-18,Sacramento Kings,78,25,53,0.321,48.2,38.9,86.3,0.451,9.1,24.0,0.377,12.3,16.7,0.738,9.5,31.3,40.8,21.6,13.8,7.9,4.2,4.7,19.9,17.3,99.2,-7.3,1,24,25,25,22,18,13,21,25,28,3,30,30,28,19,28,28,25,11,9,25,13,18,30,29,29,1,2018-04-03
12,LA Clippers,77,41,36,0.532,48.1,40.3,85.4,0.472,9.8,27.4,0.358,18.9,25.2,0.75,10.0,33.8,43.8,22.2,14.7,7.7,4.7,5.5,19.9,21.9,109.3,0.9,6,16,16,16,26,11,20,8,22,21,20,4,3,24,13,15,15,21,19,15,17,27,17,2,8,14,2017-18,San Antonio Spurs,77,45,32,0.584,48.1,39.0,85.1,0.458,8.5,24.1,0.354,15.9,20.7,0.771,10.4,34.1,44.4,22.8,13.3,7.5,5.6,3.9,17.1,19.6,102.5,3.2,6,9,9,9,26,16,22,16,28,27,23,21,19,17,7,12,8,15,5,19,4,2,1,20,27,7,1,2018-04-03
