,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,New York Knicks,31,15,16,0.484,48.3,34.6,80.1,0.432,6.7,22.6,0.299,19.3,25.3,0.761,10.7,30.9,41.6,19.0,16.7,9.3,4.1,5.2,21.6,22.8,95.2,1.3,7,16,18,18,15,21,20,22,13,3,29,6,6,11,17,16,20,23,29,2,29,19,25,2,12,15,2011-12,Dallas Mavericks,31,20,11,0.645,48.5,35.8,81.2,0.441,6.9,21.1,0.329,16.1,21.6,0.742,10.3,33.1,43.4,21.7,14.7,9.0,5.4,4.4,20.0,18.9,94.5,3.7,7,5,6,6,8,16,13,17,8,5,18,19,17,17,22,4,6,10,9,4,9,6,15,22,15,7,1,2012-02-19
1,Miami Heat,31,24,7,0.774,48.8,38.3,78.9,0.486,6.0,14.8,0.404,21.1,27.0,0.782,9.9,32.9,42.8,21.0,15.6,8.5,4.8,4.2,20.6,22.1,103.7,9.0,7,2,1,1,2,1,24,1,19,24,1,2,3,6,27,5,12,13,23,8,20,4,20,5,1,2,2011-12,Orlando Magic,31,20,11,0.645,48.5,33.6,77.1,0.436,10.1,25.9,0.391,16.2,24.7,0.658,10.6,32.6,43.3,20.1,15.1,6.4,4.2,4.4,18.3,21.5,93.6,2.5,7,5,6,6,8,29,29,19,1,1,3,17,11,30,18,7,8,19,16,28,27,7,5,7,21,12,1,2012-02-19
2,Detroit Pistons,32,10,22,0.313,48.2,33.9,78.5,0.432,4.3,13.0,0.335,16.4,21.2,0.776,11.8,27.8,39.6,18.9,16.0,6.9,3.7,5.3,19.3,19.2,88.6,-7.3,2,24,25,25,25,26,26,21,26,27,17,15,19,8,11,29,27,24,26,25,30,20,11,20,28,27,2011-12,Boston Celtics,29,15,14,0.517,48.2,34.4,75.4,0.456,5.8,15.0,0.385,15.2,20.1,0.757,8.7,30.1,38.8,22.0,15.1,6.5,5.5,5.1,20.2,19.2,89.8,2.6,26,16,12,16,17,23,30,7,21,23,5,24,27,12,30,21,30,8,17,27,7,17,18,17,26,11,1,2012-02-19
3,Cleveland Cavaliers,28,11,17,0.393,48.4,34.8,80.9,0.43,6.9,19.0,0.361,17.4,25.0,0.695,12.6,30.3,42.9,20.5,16.0,7.6,4.5,6.0,21.1,21.3,93.9,-3.9,29,22,20,21,12,20,14,23,11,15,9,10,8,28,3,19,10,18,25,20,23,28,23,9,18,23,2011-12,Sacramento Kings,30,10,20,0.333,48.2,34.3,83.9,0.409,6.1,19.8,0.308,18.4,24.8,0.741,13.8,29.6,43.4,16.9,15.4,8.2,4.2,6.4,19.6,20.9,93.1,-8.5,19,24,24,24,18,24,3,30,17,12,25,8,9,19,1,24,5,30,19,10,28,29,13,11,22,28,1,2012-02-19
4,Indiana Pacers,30,18,12,0.6,48.2,34.4,80.8,0.426,5.6,15.4,0.361,19.8,25.2,0.786,12.1,31.1,43.3,17.6,15.0,8.3,5.4,5.8,21.5,21.2,94.2,1.3,19,10,9,10,18,22,16,27,23,22,10,5,7,4,8,12,7,29,13,9,8,26,24,10,17,14,2011-12,Charlotte Bobcats,30,4,26,0.133,48.2,33.7,80.6,0.418,4.3,14.0,0.305,15.2,20.8,0.731,10.2,30.0,40.2,19.3,14.8,5.7,5.7,5.7,19.2,19.2,86.9,-13.6,19,30,30,30,18,28,18,29,27,26,26,25,23,23,23,22,26,22,10,30,4,25,10,18,30,30,1,2012-02-19
5,New Jersey Nets,32,9,23,0.281,48.2,33.5,78.9,0.425,8.8,24.6,0.355,16.8,21.5,0.779,12.2,27.0,39.2,20.0,15.6,6.8,4.4,5.3,20.0,20.5,92.6,-6.9,2,26,26,26,25,30,23,28,2,2,11,13,18,7,6,30,29,20,22,26,25,21,16,13,24,26,2011-12,Milwaukee Bucks,30,12,18,0.4,48.2,35.9,84.3,0.426,6.9,20.4,0.336,16.2,20.5,0.791,12.2,29.1,41.3,21.4,14.4,8.0,5.3,5.0,19.9,19.4,94.9,-2.0,19,20,22,20,18,15,2,26,10,8,16,16,25,2,5,27,22,12,8,14,10,14,14,16,14,21,0,2012-02-19
6,Houston Rockets,31,17,14,0.548,48.5,38.0,84.5,0.449,7.0,19.9,0.352,14.6,18.6,0.788,12.0,31.0,43.0,20.9,15.1,8.0,4.9,5.1,20.3,17.5,97.6,0.9,7,13,12,13,8,2,1,12,7,11,13,28,29,3,10,14,9,14,15,13,18,15,19,29,7,18,2011-12,Utah Jazz,29,15,14,0.517,48.5,36.8,81.4,0.452,3.8,12.8,0.296,18.9,25.5,0.742,12.2,30.2,42.4,20.9,14.2,7.8,5.9,5.9,22.1,21.4,96.3,-0.9,26,16,12,16,6,8,11,10,28,28,30,7,5,18,7,20,14,16,6,16,3,27,28,8,11,19,1,2012-02-19
7,Minnesota Timberwolves,31,15,16,0.484,48.0,35.1,80.8,0.435,6.4,19.7,0.324,20.1,26.0,0.771,12.1,32.6,44.7,18.7,16.4,7.8,4.3,5.6,18.9,22.4,96.7,1.3,7,16,18,18,28,19,17,20,15,13,21,4,4,9,9,6,3,26,28,17,26,22,9,3,10,15,2011-12,Philadelphia 76ers,31,20,11,0.645,48.3,37.5,82.8,0.453,5.9,15.8,0.376,13.9,19.1,0.727,9.7,33.2,42.9,22.4,10.4,8.5,4.5,4.4,17.7,17.0,94.9,7.8,7,5,6,6,15,7,6,9,20,20,8,30,28,26,29,3,11,5,1,7,22,7,4,30,13,3,1,2012-02-19
8,Oklahoma City Thunder,30,23,7,0.767,48.2,36.7,77.3,0.475,6.6,19.0,0.349,21.5,27.1,0.794,10.3,33.2,43.5,18.3,17.1,7.7,7.7,4.8,20.9,20.7,101.6,5.8,19,3,1,2,18,10,28,2,14,15,14,1,2,1,21,2,4,27,30,19,1,10,22,12,3,4,2011-12,Denver Nuggets,31,17,14,0.548,48.6,37.9,80.0,0.474,6.8,20.6,0.329,20.7,28.3,0.734,10.0,32.4,42.4,22.7,16.4,9.1,5.1,6.5,18.9,23.5,103.4,3.3,7,13,12,13,3,3,21,3,12,7,19,3,1,21,26,8,15,2,27,3,15,30,7,1,2,8,1,2012-02-19
9,Phoenix Suns,31,12,19,0.387,48.0,36.3,81.3,0.446,6.9,20.1,0.344,14.3,18.5,0.77,9.9,31.0,40.9,22.2,15.0,7.2,5.3,4.3,18.9,19.0,93.8,-3.5,7,20,23,23,28,13,12,13,9,9,15,29,30,10,27,14,25,6,12,22,11,5,7,21,19,22,2011-12,Los Angeles Lakers,30,18,12,0.6,48.3,35.7,79.3,0.45,5.0,16.6,0.301,16.7,22.5,0.742,11.8,33.8,45.6,20.9,15.0,5.8,5.2,3.8,18.4,19.8,93.1,2.4,19,10,9,10,14,17,22,11,24,19,27,14,13,16,13,1,1,15,13,29,14,1,6,15,22,13,1,2012-02-19
