,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Charlotte Hornets,42,17,25,0.405,48.2,38.0,86.3,0.441,9.0,25.5,0.355,19.9,27.5,0.723,10.4,36.2,46.6,20.5,13.2,6.6,4.5,5.1,18.0,22.9,105.0,-0.7,25,20,20,20,11,25,9,29,25,24,21,2,1,27,8,2,3,29,3,29,19,19,4,1,17,17,2017-18,Washington Wizards,44,25,19,0.568,48.3,39.9,85.8,0.465,9.5,25.9,0.368,17.5,23.2,0.755,9.8,33.5,43.3,23.0,14.1,7.9,4.5,4.6,21.6,21.2,106.8,2.2,7,8,9,9,7,9,14,9,21,22,11,12,10,24,13,16,16,10,11,12,21,14,24,6,10,8,1,2018-01-17
1,Atlanta Hawks,43,12,31,0.279,48.1,38.5,85.0,0.453,10.8,28.8,0.376,16.0,20.3,0.789,9.7,31.1,40.9,23.6,15.5,8.4,4.1,5.2,20.0,20.8,103.9,-4.1,16,30,29,30,22,20,20,17,12,17,4,18,21,10,16,28,25,5,22,9,24,24,15,11,21,26,2017-18,New Orleans Pelicans,43,23,20,0.535,48.6,41.6,85.0,0.489,10.8,29.3,0.37,17.2,22.5,0.763,8.4,34.5,42.9,26.3,15.9,7.6,5.1,4.3,19.4,20.9,111.2,0.1,16,12,10,12,2,2,19,2,14,14,7,13,14,17,27,9,18,2,28,18,12,7,9,10,4,16,1,2018-01-17
2,Brooklyn Nets,44,16,28,0.364,48.3,37.9,87.2,0.435,11.9,34.1,0.348,18.4,24.1,0.763,10.3,35.3,45.6,22.4,15.8,6.5,4.0,5.7,20.7,21.0,106.1,-3.2,7,23,23,23,7,26,4,30,3,2,28,8,6,16,9,7,4,18,27,30,25,29,21,9,13,24,2017-18,San Antonio Spurs,45,29,16,0.644,48.0,38.3,83.6,0.458,9.0,24.4,0.369,15.7,20.2,0.78,9.9,34.3,44.2,22.0,14.0,7.4,5.4,3.6,16.9,19.4,101.4,3.4,2,4,5,5,29,22,26,14,26,26,9,23,22,11,12,11,13,21,9,19,3,1,1,23,26,6,0,2018-01-17
3,Toronto Raptors,42,29,13,0.69,48.2,41.3,87.7,0.47,11.2,32.0,0.35,18.6,23.1,0.805,9.8,33.5,43.2,22.8,13.4,8.4,5.9,5.1,22.3,20.6,112.3,7.7,25,4,4,4,11,4,3,7,8,5,26,6,11,3,15,17,17,11,4,8,2,19,27,13,3,2,2017-18,Detroit Pistons,42,22,20,0.524,48.0,38.7,86.0,0.45,10.9,28.3,0.384,14.1,18.7,0.753,10.0,32.1,42.1,22.1,13.9,7.8,3.5,5.2,18.3,17.8,102.4,0.5,25,16,10,14,29,19,12,22,11,18,3,28,28,25,11,25,19,20,7,15,30,25,5,29,25,14,1,2018-01-17
4,Chicago Bulls,44,17,27,0.386,48.6,38.9,88.3,0.441,11.0,30.3,0.364,13.9,18.3,0.757,9.1,35.4,44.5,23.7,13.9,7.0,3.8,4.8,18.9,17.1,102.8,-5.6,7,20,22,22,3,18,2,28,10,9,15,29,29,21,20,6,9,4,8,23,28,15,8,30,23,27,2017-18,Golden State Warriors,45,36,9,0.8,48.2,43.6,85.6,0.51,11.5,29.6,0.389,17.2,21.1,0.815,8.5,35.9,44.5,30.6,15.7,8.2,8.0,3.9,20.0,18.7,115.9,9.1,2,1,1,1,18,1,17,1,6,11,1,14,17,1,25,3,11,1,25,11,1,2,14,26,1,1,0,2018-01-17
5,Memphis Grizzlies,42,14,28,0.333,48.1,35.9,80.8,0.444,9.4,26.7,0.351,18.0,22.7,0.79,8.8,31.4,40.1,20.7,14.2,7.4,5.4,5.3,23.2,21.1,99.1,-3.1,25,27,23,26,21,30,30,26,22,21,25,10,13,9,23,26,29,28,12,20,4,26,29,7,29,23,2017-18,New York Knicks,44,20,24,0.455,48.6,40.3,86.1,0.468,7.8,21.5,0.365,15.9,20.1,0.792,10.6,34.1,44.8,22.8,15.5,7.0,5.3,4.9,21.0,19.7,104.3,-0.7,7,18,19,19,3,7,10,8,30,30,13,19,23,8,6,12,7,12,23,25,5,16,23,19,18,18,1,2018-01-17
6,Milwaukee Bucks,43,23,20,0.535,48.2,39.2,81.5,0.481,8.5,24.3,0.349,18.1,23.5,0.77,7.8,30.8,38.7,22.4,13.7,8.5,5.2,4.0,22.5,19.9,105.0,-0.9,16,12,10,12,14,14,29,4,27,27,27,9,8,14,29,29,30,17,6,6,7,3,28,18,16,20,2017-18,Miami Heat,43,25,18,0.581,48.2,37.6,82.5,0.456,11.4,31.3,0.365,14.4,18.7,0.768,8.3,33.5,41.8,21.6,15.0,7.2,5.1,4.6,19.9,19.2,101.1,-0.7,16,8,8,8,14,28,27,16,7,7,14,27,27,15,28,14,23,22,20,22,10,10,13,24,27,19,0,2018-01-17
7,Oklahoma City Thunder,44,24,20,0.545,48.5,39.1,86.8,0.451,10.2,28.8,0.354,15.7,22.3,0.704,12.1,32.4,44.5,20.8,14.4,9.4,5.1,4.5,20.5,20.4,104.1,3.1,7,10,10,10,6,15,7,21,18,16,23,24,15,29,1,23,9,26,17,1,9,9,19,15,19,7,2017-18,Los Angeles Lakers,43,15,28,0.349,48.8,40.6,89.7,0.452,9.2,28.0,0.329,16.3,23.6,0.694,11.3,35.4,46.7,23.5,16.6,8.5,5.1,5.8,22.3,20.5,106.7,-3.8,16,25,23,25,1,6,1,19,24,19,30,16,7,30,3,5,2,6,29,5,11,30,26,14,11,25,1,2018-01-17
8,Sacramento Kings,43,13,30,0.302,48.1,38.2,85.0,0.449,8.5,22.6,0.374,12.9,17.9,0.719,9.4,30.8,40.2,20.8,14.4,8.3,4.0,4.6,20.0,17.9,97.7,-8.8,16,28,27,28,22,23,21,23,28,28,6,30,30,28,18,30,28,27,16,10,26,12,16,28,30,30,2017-18,Utah Jazz,43,17,26,0.395,48.1,36.9,82.5,0.447,11.0,30.3,0.364,15.8,19.5,0.808,8.4,32.3,40.8,20.9,14.2,9.2,4.7,4.3,19.8,19.4,100.6,-1.3,16,20,21,21,22,29,27,25,9,8,16,22,24,2,26,24,26,24,14,2,15,6,11,21,28,21,0,2018-01-17
9,LA Clippers,43,22,21,0.512,48.1,39.1,84.6,0.462,10.4,29.0,0.36,18.9,25.0,0.756,10.2,33.2,43.3,21.5,15.0,7.7,5.0,5.1,20.9,22.1,107.5,0.7,16,16,16,17,22,16,22,11,16,15,18,5,4,23,10,19,15,23,20,16,13,21,22,2,8,11,2017-18,Denver Nuggets,44,23,21,0.523,48.3,39.5,85.9,0.46,10.8,30.2,0.359,16.3,21.9,0.745,11.6,33.5,45.1,23.4,15.5,7.8,4.6,4.6,17.6,20.4,106.2,0.7,7,12,16,15,7,10,13,12,13,10,19,17,16,26,2,15,5,7,23,13,18,11,2,16,12,12,1,2018-01-17
