,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Boston Celtics,81,54,27,0.667,48.3,38.2,84.9,0.45,11.5,30.5,0.378,16.0,20.8,0.771,9.2,35.0,44.2,22.5,14.0,7.4,4.5,4.4,19.8,19.2,103.9,3.5,7,4,4,4,11,27,25,21,6,10,2,21,20,17,20,8,11,21,15,23,20,5,17,22,20,6,2017-18,Brooklyn Nets,81,28,53,0.346,48.4,38.3,86.7,0.441,12.7,35.6,0.357,17.5,22.6,0.772,9.7,34.8,44.4,23.6,15.2,6.2,4.7,5.5,20.7,19.8,106.7,-3.6,7,22,22,22,4,26,10,29,2,2,19,8,11,15,15,9,8,9,25,30,16,26,23,18,14,23,1,2018-04-11
1,Cleveland Cavaliers,81,50,31,0.617,48.1,40.4,84.6,0.478,12.0,32.2,0.373,18.1,23.2,0.781,8.4,33.7,42.1,23.5,13.7,7.1,3.8,4.2,18.6,20.7,111.0,1.1,7,6,6,6,23,10,26,4,3,5,5,6,9,9,29,17,23,11,9,24,28,3,5,7,5,13,2017-18,New York Knicks,81,28,53,0.346,48.4,40.6,87.8,0.463,8.2,23.3,0.35,15.0,19.1,0.786,10.5,33.6,44.1,23.2,14.7,6.7,5.2,4.8,20.5,18.4,104.4,-3.8,7,22,22,22,8,9,5,13,29,29,27,24,28,5,5,18,13,14,21,29,7,15,22,28,18,24,0,2018-04-11
2,Miami Heat,81,43,38,0.531,48.6,38.7,85.1,0.455,11.0,30.6,0.36,14.8,19.5,0.756,9.2,34.1,43.3,22.7,14.4,7.6,5.3,4.5,20.1,19.3,103.3,0.4,7,16,16,16,2,22,24,17,11,9,17,27,25,22,21,13,19,18,16,21,6,9,20,21,25,16,2017-18,Toronto Raptors,81,59,22,0.728,48.3,41.2,87.4,0.472,11.8,33.0,0.359,17.4,21.8,0.795,9.8,34.2,44.0,24.3,13.3,7.7,6.0,4.9,21.7,19.9,111.7,8.0,7,2,2,2,11,3,6,7,4,3,18,9,13,4,14,11,14,6,6,15,2,17,27,16,3,2,1,2018-04-11
3,Orlando Magic,81,24,57,0.296,48.1,38.9,86.0,0.452,10.3,29.3,0.35,15.4,20.4,0.757,8.8,32.8,41.6,23.5,14.5,7.6,4.9,5.0,19.2,18.9,103.4,-5.0,7,26,26,26,23,19,17,18,18,14,28,23,21,21,25,24,26,11,17,19,14,20,9,24,23,25,2017-18,Washington Wizards,81,43,38,0.531,48.4,40.0,85.5,0.468,9.9,26.4,0.376,16.8,21.7,0.774,9.9,33.1,43.0,25.3,14.6,7.9,4.3,4.6,21.2,19.9,106.8,0.7,7,16,16,16,4,12,20,11,21,23,4,13,14,13,13,22,21,4,18,10,22,12,25,17,13,15,1,2018-04-11
4,Philadelphia 76ers,81,51,30,0.63,48.2,40.7,86.3,0.471,10.9,29.7,0.368,17.2,22.9,0.752,10.8,36.5,47.3,27.0,16.6,8.2,5.1,5.1,22.1,20.4,109.6,4.1,7,5,5,5,15,6,14,8,12,12,10,11,10,23,3,1,1,2,30,7,9,22,29,11,7,5,2017-18,Milwaukee Bucks,81,44,37,0.543,48.4,39.8,82.9,0.479,8.8,24.7,0.356,18.3,23.4,0.782,8.4,31.4,39.8,23.2,13.8,8.8,5.4,4.4,21.4,20.0,106.6,0.1,7,15,15,15,8,14,28,3,27,25,22,5,7,8,28,28,30,13,11,2,5,6,26,15,15,19,1,2018-04-11
5,Chicago Bulls,81,27,54,0.333,48.4,38.7,88.9,0.436,11.0,31.0,0.356,14.6,19.2,0.76,9.6,35.1,44.7,23.5,13.9,7.6,3.6,5.2,19.2,17.3,103.1,-6.7,7,24,24,24,4,22,1,30,10,6,21,28,26,20,17,6,6,10,13,18,30,24,10,29,26,28,2017-18,Detroit Pistons,81,38,43,0.469,48.3,39.0,86.9,0.449,10.8,28.9,0.373,14.8,19.9,0.743,10.2,33.5,43.7,22.7,13.5,7.6,3.9,4.9,18.4,18.5,103.6,-0.5,7,19,19,19,11,17,9,24,14,17,6,26,24,26,11,19,16,16,7,19,27,18,4,26,22,20,0,2018-04-11
6,Minnesota Timberwolves,81,46,35,0.568,48.2,41.0,86.1,0.476,8.0,22.5,0.356,19.4,24.1,0.805,10.4,31.6,42.0,22.7,12.5,8.4,4.2,4.7,18.2,20.8,109.5,2.2,7,13,13,13,15,4,16,5,30,30,20,3,4,2,6,27,24,17,2,6,24,13,3,5,8,10,2017-18,Denver Nuggets,81,46,35,0.568,48.4,40.7,86.6,0.47,11.4,30.9,0.37,17.2,22.4,0.769,11.0,33.5,44.5,25.2,15.0,7.7,4.9,4.8,18.7,20.7,110.0,1.6,7,13,13,13,4,6,12,10,7,8,7,12,12,18,2,20,7,5,23,14,12,16,6,6,6,11,1,2018-04-11
7,New Orleans Pelicans,81,47,34,0.58,48.7,42.6,88.3,0.482,10.3,28.3,0.363,16.2,21.0,0.773,8.7,35.6,44.2,26.7,14.9,8.0,5.9,4.2,19.1,20.4,111.6,1.0,7,10,9,10,1,2,3,2,17,18,14,19,18,14,26,3,10,3,22,9,3,4,8,12,4,14,2017-18,San Antonio Spurs,81,47,34,0.58,48.1,39.1,85.3,0.458,8.5,24.1,0.352,16.1,20.9,0.771,10.3,34.0,44.3,22.8,13.1,7.6,5.7,3.9,17.2,19.7,102.8,3.2,7,10,9,10,23,16,22,16,28,27,24,20,19,16,7,14,9,15,4,17,4,2,1,19,27,8,1,2018-04-11
8,Oklahoma City Thunder,81,47,34,0.58,48.4,39.8,88.1,0.452,10.6,30.2,0.352,17.3,24.1,0.716,12.5,32.5,45.1,21.2,14.0,9.1,5.0,4.6,20.1,21.3,107.5,3.3,7,10,9,10,8,13,4,19,15,11,25,10,5,29,1,26,5,29,14,1,11,11,20,3,12,7,2017-18,Memphis Grizzlies,81,22,59,0.272,48.1,36.7,82.7,0.443,9.2,26.2,0.351,16.5,21.1,0.784,9.5,31.0,40.5,21.5,15.0,7.5,4.9,5.2,23.2,20.4,99.0,-6.1,7,29,29,29,27,30,30,27,24,24,26,18,16,7,18,30,29,27,24,22,13,23,30,13,29,27,1,2018-04-11
9,LA Clippers,81,42,39,0.519,48.1,40.3,85.4,0.471,9.5,26.9,0.354,19.1,25.5,0.747,10.2,33.7,43.9,22.3,14.7,7.7,4.6,5.6,20.0,22.0,109.1,0.2,7,18,18,18,27,11,21,9,22,22,23,4,2,25,10,16,15,22,19,16,18,29,18,2,9,18,2017-18,Los Angeles Lakers,81,34,47,0.42,48.6,40.7,88.4,0.46,9.9,29.0,0.343,16.7,23.4,0.713,10.7,35.7,46.3,23.8,15.8,7.7,4.7,5.5,21.1,20.5,108.0,-1.8,7,21,21,21,2,8,2,15,20,15,29,16,8,30,4,2,2,7,29,13,17,27,24,8,11,21,0,2018-04-11
