,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Atlanta Hawks,8,6,2,0.75,48.0,38.8,77.8,0.498,5.3,17.1,0.307,21.3,26.1,0.813,9.9,32.6,42.5,23.5,14.9,5.1,5.8,5.0,19.9,21.9,104.0,5.6,2,3,5,5,15,10,26,1,24,16,27,9,14,5,21,9,13,5,12,29,8,17,4,15,9,5,2010-11,Milwaukee Bucks,8,3,5,0.375,48.6,32.9,79.6,0.413,5.9,18.1,0.324,20.1,26.8,0.752,10.9,31.4,42.3,16.9,15.4,6.1,3.0,6.3,22.5,26.1,91.8,0.4,2,15,22,21,12,29,22,29,16,11,24,12,12,18,17,14,15,28,14,26,29,27,19,1,28,13,0,2010-11-10
1,Orlando Magic,6,5,1,0.833,48.0,35.8,79.5,0.451,8.7,26.8,0.323,19.5,29.2,0.669,11.2,35.3,46.5,17.7,14.2,6.2,5.3,4.0,18.0,25.7,99.8,11.2,22,6,3,3,15,21,23,18,4,1,25,13,4,30,14,1,2,27,9,24,13,6,2,4,17,3,2010-11,Utah Jazz,7,4,3,0.571,50.1,38.6,84.0,0.459,5.3,14.9,0.356,21.9,28.3,0.773,11.0,31.7,42.7,24.4,16.3,7.3,5.0,4.9,27.0,26.0,104.3,-0.4,12,10,9,11,1,11,9,12,23,27,17,5,6,14,15,11,9,3,17,18,15,15,30,2,7,16,0,2010-11-10
2,Toronto Raptors,7,1,6,0.143,48.0,36.7,83.7,0.439,4.4,15.4,0.287,22.0,27.6,0.798,13.9,28.1,42.0,18.7,16.7,8.6,3.3,5.3,23.1,23.9,99.9,-4.3,12,25,26,27,15,17,11,25,29,24,28,4,8,8,3,26,18,24,22,9,28,19,21,6,16,23,2010-11,Charlotte Bobcats,7,1,6,0.143,48.0,32.4,72.0,0.45,6.3,16.7,0.376,18.7,23.0,0.814,9.3,29.1,38.4,20.3,18.0,5.9,6.1,6.6,20.0,19.1,89.9,-5.7,12,25,26,27,15,30,30,19,12,19,9,17,26,4,25,23,29,19,28,27,4,30,6,30,30,25,0,2010-11-10
3,Washington Wizards,5,1,4,0.2,49.0,35.4,79.0,0.448,5.2,16.0,0.325,21.4,27.2,0.787,8.0,27.2,35.2,19.2,19.0,9.4,5.4,4.6,22.2,22.4,97.4,-11.6,30,25,17,25,6,22,24,21,25,21,22,7,10,10,30,29,30,23,29,4,12,14,17,11,23,29,2010-11,Houston Rockets,6,1,5,0.167,48.8,40.0,89.5,0.447,6.2,19.2,0.322,25.8,31.2,0.829,12.5,33.8,46.3,22.8,14.0,6.2,4.8,6.2,23.3,26.0,112.0,-0.7,22,25,22,26,7,3,1,22,14,9,26,2,2,2,9,5,3,8,6,24,16,24,22,2,2,18,1,2010-11-10
4,Cleveland Cavaliers,7,4,3,0.571,48.0,36.4,79.7,0.457,6.6,17.6,0.374,19.3,26.0,0.742,9.6,29.1,38.7,20.6,14.3,5.6,2.4,5.4,18.9,21.6,98.7,-1.9,12,10,9,11,15,19,21,14,10,13,10,15,15,22,24,23,28,17,10,28,30,20,3,19,19,21,2010-11,New Jersey Nets,7,2,5,0.286,48.0,33.9,78.7,0.43,6.3,16.9,0.373,17.1,22.0,0.779,10.3,30.1,40.4,18.1,15.6,4.6,4.0,3.9,22.9,19.3,91.1,-6.4,12,22,22,22,15,27,25,27,12,18,12,27,29,11,20,20,25,25,15,30,23,5,20,29,29,26,0,2010-11-10
5,New York Knicks,7,3,4,0.429,48.0,36.9,83.9,0.44,8.4,24.3,0.347,18.1,24.6,0.738,12.3,30.6,42.9,20.1,16.6,8.7,7.7,4.1,23.9,21.3,100.3,-1.7,12,15,17,19,15,16,10,23,6,4,18,24,18,24,11,19,8,21,20,7,1,8,23,20,15,20,2010-11,Golden State Warriors,7,5,2,0.714,48.0,39.7,86.4,0.46,7.6,21.0,0.361,17.3,23.9,0.725,14.9,31.0,45.9,23.4,17.1,9.3,5.4,3.3,25.0,20.4,104.3,1.9,12,6,5,7,15,6,5,11,8,7,15,26,24,26,2,17,5,6,24,5,11,3,26,25,7,10,0,2010-11-10
6,Memphis Grizzlies,8,4,4,0.5,49.3,39.9,87.0,0.458,5.6,15.6,0.36,20.3,27.3,0.743,12.6,29.6,42.3,20.0,16.6,12.5,4.0,5.8,24.1,22.6,105.6,-0.6,2,10,17,13,3,5,4,13,21,23,16,11,9,21,8,21,15,22,21,1,23,22,24,9,5,17,2010-11,Dallas Mavericks,6,4,2,0.667,48.0,36.2,75.0,0.482,5.7,15.7,0.362,17.5,22.7,0.772,8.3,34.3,42.7,21.7,17.5,7.5,6.0,2.7,17.8,20.2,95.5,3.7,22,10,5,8,15,20,29,2,18,22,14,25,28,15,28,2,10,12,26,15,6,1,1,26,25,8,0,2010-11-10
7,Oklahoma City Thunder,6,3,3,0.5,48.8,33.8,81.5,0.415,3.7,17.3,0.212,27.3,31.8,0.859,12.3,31.5,43.8,14.8,14.3,8.3,4.7,4.5,21.2,22.2,98.7,-5.3,22,15,9,13,7,28,17,28,30,15,30,1,1,1,10,13,7,30,11,11,18,12,11,13,20,24,2010-11,Philadelphia 76ers,7,2,5,0.286,48.7,38.9,81.7,0.476,5.6,14.6,0.382,18.4,24.9,0.741,9.7,30.9,40.6,23.1,15.9,9.4,6.0,4.9,24.6,20.7,101.7,0.3,12,22,22,22,11,9,16,6,22,28,8,21,17,23,23,18,23,7,16,3,6,15,25,24,13,14,1,2010-11-10
8,San Antonio Spurs,6,5,1,0.833,48.8,40.0,85.0,0.471,8.5,21.3,0.398,18.2,24.3,0.747,11.0,31.2,42.2,25.5,16.3,9.8,5.5,6.2,20.8,21.0,106.7,3.7,22,6,3,3,7,3,8,9,5,5,3,23,20,19,15,15,17,2,18,2,9,24,9,22,4,8,2010-11,Los Angeles Clippers,8,1,7,0.125,49.3,35.4,80.6,0.439,4.8,17.1,0.277,18.3,26.4,0.692,11.5,31.1,42.6,20.5,17.3,6.6,4.6,5.3,20.4,21.9,93.8,-8.3,2,25,29,29,3,23,19,24,28,16,29,22,13,28,13,16,12,18,25,21,19,18,7,15,26,28,1,2010-11-10
9,Sacramento Kings,6,3,3,0.5,48.0,39.0,85.5,0.456,5.7,16.7,0.34,20.7,28.5,0.725,13.0,28.5,41.5,20.2,13.3,6.5,4.8,4.3,25.2,24.7,104.3,-3.3,22,15,9,13,15,8,7,16,18,20,20,10,5,25,7,25,19,20,1,22,16,11,28,5,6,22,2010-11,Minnesota Timberwolves,8,1,7,0.125,48.0,34.5,89.4,0.386,6.4,18.8,0.34,21.5,28.3,0.761,17.1,32.3,49.4,16.6,19.3,7.9,5.5,6.3,26.1,23.4,96.9,-15.6,2,25,29,29,15,26,2,30,11,10,20,6,7,17,1,10,1,29,30,14,9,27,29,7,24,30,0,2010-11-10
