,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Atlanta Hawks,17,12,5,0.706,48.3,39.3,83.9,0.468,6.2,18.1,0.342,17.6,22.6,0.779,11.9,30.5,42.5,20.4,12.8,6.9,6.5,4.5,20.4,20.8,102.4,4.9,13,7,5,7,9,4,9,9,17,15,17,20,23,8,9,14,13,16,1,20,2,12,7,23,9,8,2009-10,Toronto Raptors,19,7,12,0.368,48.0,37.8,81.3,0.465,7.5,19.7,0.381,21.7,27.8,0.78,11.1,30.4,41.5,20.3,13.7,5.2,5.2,4.3,24.3,21.9,104.8,-4.3,2,18,25,23,18,14,17,12,8,8,5,3,3,6,17,15,20,17,7,30,14,6,29,14,4,23,1,2009-12-02
1,Cleveland Cavaliers,17,12,5,0.706,48.0,36.5,76.5,0.478,8.3,18.9,0.438,17.7,24.4,0.725,8.5,31.5,40.0,20.8,14.3,6.9,5.4,4.2,21.6,20.0,99.1,4.5,13,7,5,7,18,18,30,7,5,12,1,19,18,27,30,7,26,15,9,20,11,5,19,26,17,10,2009-10,Phoenix Suns,18,14,4,0.778,48.0,41.5,82.3,0.504,10.1,23.2,0.436,18.2,24.8,0.732,10.8,31.3,42.1,24.4,15.7,5.4,4.8,4.0,20.4,21.8,111.3,5.6,3,1,2,2,18,1,11,1,1,3,2,17,17,23,18,10,14,4,23,29,18,2,8,15,1,6,1,2009-12-02
2,Orlando Magic,18,14,4,0.778,48.0,35.8,78.6,0.456,10.1,27.4,0.367,18.1,26.8,0.675,10.4,32.3,42.7,19.2,13.6,5.9,4.6,3.8,19.9,23.4,99.8,6.2,3,1,2,2,18,21,23,15,2,2,9,18,5,30,24,5,11,22,5,26,21,1,3,3,15,4,2009-10,New York Knicks,18,4,14,0.222,49.1,38.4,87.2,0.441,9.4,28.8,0.326,16.9,21.8,0.778,10.4,30.2,40.6,22.0,14.7,8.2,4.4,4.9,23.1,20.4,103.2,-5.4,3,28,28,28,1,11,2,22,3,1,20,24,26,9,23,20,24,9,14,9,24,13,25,25,8,26,1,2009-12-02
3,Washington Wizards,16,6,10,0.375,48.0,35.8,81.8,0.438,5.2,15.9,0.325,18.9,25.7,0.737,12.4,30.9,43.3,18.6,14.7,6.3,5.6,5.6,21.4,21.6,95.8,-4.2,25,21,19,22,18,22,13,24,21,22,21,12,12,22,6,13,5,25,15,24,8,20,13,17,24,21,2009-10,Milwaukee Bucks,16,9,7,0.563,48.6,37.9,86.6,0.437,8.8,22.1,0.395,14.4,20.1,0.717,13.0,31.6,44.6,21.9,14.9,7.4,4.2,5.4,23.1,20.8,98.9,1.6,25,12,10,13,3,13,4,25,4,5,3,30,29,28,2,6,2,10,18,14,27,17,26,24,18,13,1,2009-12-02
4,New Jersey Nets,17,0,17,0.0,48.0,32.4,80.0,0.404,3.4,12.4,0.27,17.6,22.8,0.775,11.4,30.2,41.6,15.5,16.5,6.9,5.4,5.9,21.2,19.3,85.7,-11.1,13,30,30,30,18,30,19,30,29,27,29,20,22,10,14,19,18,30,27,20,11,24,11,29,30,29,2009-10,Dallas Mavericks,18,13,5,0.722,48.8,38.9,84.3,0.462,6.7,18.1,0.372,18.8,23.4,0.801,11.1,32.5,43.6,23.2,13.0,8.1,6.0,4.3,19.8,22.8,103.4,6.1,3,5,5,5,2,7,8,14,14,16,7,13,19,3,16,3,3,6,2,10,5,8,2,6,7,5,0,2009-12-02
5,Chicago Bulls,15,6,9,0.4,48.0,35.6,82.3,0.433,3.5,11.6,0.305,16.7,22.5,0.742,12.7,30.3,43.0,19.5,14.3,7.3,5.7,5.8,19.3,19.9,91.4,-6.2,28,21,17,19,18,24,12,27,28,28,26,27,25,20,5,17,8,19,10,17,7,23,1,27,27,28,2009-10,Detroit Pistons,17,6,11,0.353,48.3,34.9,78.9,0.442,4.6,14.2,0.322,18.2,25.1,0.725,12.8,28.6,41.4,15.9,13.6,6.5,4.4,5.6,23.6,22.2,92.5,-2.5,13,21,22,24,9,27,22,21,24,25,22,16,16,26,4,29,22,29,6,23,25,21,27,9,26,19,1,2009-12-02
6,Minnesota Timberwolves,17,2,15,0.118,48.0,36.6,84.7,0.432,3.6,13.8,0.26,14.6,19.8,0.738,11.7,29.8,41.5,18.1,16.5,8.6,3.5,6.2,21.5,18.6,91.4,-13.5,13,29,29,29,18,17,6,28,27,26,30,29,30,21,12,25,21,27,27,3,30,27,17,30,28,30,2009-10,Memphis Grizzlies,18,6,12,0.333,48.3,38.9,81.4,0.478,2.9,10.5,0.28,20.1,27.6,0.726,13.0,29.8,42.8,19.4,16.7,7.3,4.6,5.4,21.5,22.9,100.9,-5.9,3,21,25,26,14,7,14,6,30,30,28,6,4,24,2,24,10,20,30,15,21,18,15,4,13,27,0,2009-12-02
7,Oklahoma City Thunder,17,9,8,0.529,48.3,35.7,79.6,0.448,5.1,16.1,0.314,20.3,25.1,0.808,10.5,31.4,41.8,18.6,15.5,8.3,6.4,4.4,22.6,21.1,96.8,2.5,13,12,13,14,9,23,20,19,22,21,23,5,15,1,21,8,15,24,21,7,4,10,22,22,20,12,2009-10,Philadelphia 76ers,18,5,13,0.278,48.3,36.5,81.1,0.45,6.1,17.8,0.343,17.6,23.0,0.766,11.6,28.3,39.9,19.7,14.5,8.6,6.0,4.3,20.0,19.7,96.7,-4.9,3,27,27,27,14,19,18,18,18,17,16,22,21,13,13,30,27,18,13,4,5,8,4,28,21,25,1,2009-12-02
8,Sacramento Kings,16,8,8,0.5,48.3,38.9,82.6,0.471,6.9,18.1,0.384,19.8,26.4,0.749,12.3,31.1,43.4,19.2,16.3,7.5,4.7,6.0,22.6,21.5,104.6,0.3,25,16,13,16,8,9,10,8,10,14,4,8,7,18,7,12,4,23,26,13,20,25,23,19,5,16,2009-10,Indiana Pacers,15,6,9,0.4,48.0,35.4,81.3,0.436,6.3,20.3,0.308,21.8,28.5,0.766,10.5,32.6,43.1,19.3,16.2,7.1,7.4,5.3,24.5,22.7,98.9,-3.6,28,21,17,19,18,26,16,26,16,7,24,2,2,12,22,2,7,21,25,19,1,16,30,7,19,20,1,2009-12-02
9,Los Angeles Clippers,18,8,10,0.444,48.0,36.3,78.1,0.465,4.7,15.3,0.305,18.5,25.5,0.725,10.8,30.1,40.9,22.3,15.6,7.6,6.4,4.1,21.1,22.3,95.7,-2.4,3,16,19,17,18,20,26,13,23,24,25,14,14,25,19,21,23,7,22,12,3,3,9,8,25,18,2009-10,Houston Rockets,17,9,8,0.529,48.3,38.8,87.2,0.445,7.8,22.8,0.341,16.6,21.4,0.78,13.8,28.7,42.5,22.1,14.9,8.4,4.0,7.5,21.7,21.2,102.1,0.8,13,12,13,14,9,10,1,20,7,4,18,28,27,7,1,28,12,8,19,6,28,30,20,21,10,14,0,2009-12-02
