,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Charlotte Bobcats,9,3,6,0.333,48.0,31.6,73.1,0.432,4.8,14.4,0.331,21.0,27.2,0.771,11.9,25.8,37.7,17.0,15.3,7.0,4.3,6.8,21.8,22.0,88.9,-4.1,22,24,21,24,17,30,29,22,25,25,19,10,10,15,11,30,30,27,19,19,25,30,14,13,30,24,2008-09,Dallas Mavericks,10,3,7,0.3,48.5,37.2,86.9,0.428,5.7,18.7,0.305,18.6,23.6,0.788,13.3,33.9,47.2,19.8,13.6,7.8,4.8,4.3,20.7,19.9,98.7,-2.2,8,24,25,25,7,7,3,24,16,11,26,20,19,8,5,3,3,18,8,12,18,9,9,25,9,22,0,2008-11-18
1,Indiana Pacers,9,4,5,0.444,48.0,36.7,82.2,0.446,6.9,20.7,0.333,18.1,23.1,0.784,11.6,33.3,44.9,21.3,16.7,7.9,7.0,6.3,23.2,20.8,98.3,2.0,22,20,15,20,17,10,10,10,9,5,18,21,22,9,15,4,5,5,28,11,2,27,25,21,12,13,2008-09,Atlanta Hawks,9,6,3,0.667,48.0,36.3,80.2,0.453,9.8,22.4,0.436,18.7,25.4,0.734,11.2,29.2,40.4,20.7,13.4,7.7,5.9,5.3,22.2,21.3,101.1,4.0,22,9,4,6,17,12,13,7,2,3,1,19,15,26,18,21,19,9,7,13,7,19,17,17,4,7,1,2008-11-18
2,Orlando Magic,10,7,3,0.7,48.0,35.2,79.6,0.442,7.8,24.9,0.313,20.8,29.7,0.7,11.9,32.6,44.5,16.7,13.8,7.4,7.7,3.9,21.0,23.4,99.0,5.7,8,4,4,4,17,16,15,15,4,2,23,11,4,30,10,5,8,29,10,15,1,4,11,5,7,3,2008-09,Toronto Raptors,9,5,4,0.556,48.6,34.8,75.8,0.459,6.3,15.8,0.401,19.9,24.0,0.829,8.6,29.9,38.4,24.2,14.2,5.6,5.7,5.6,18.0,21.6,95.8,-0.2,22,13,7,13,6,21,26,6,11,20,3,15,18,2,28,19,27,2,14,28,11,21,3,14,19,17,1,2008-11-18
3,Washington Wizards,7,1,6,0.143,48.7,34.6,79.0,0.438,4.6,16.1,0.283,20.4,28.7,0.711,10.6,27.9,38.4,17.7,14.4,7.4,4.7,5.1,19.7,23.3,94.1,-9.9,30,27,21,27,5,23,19,19,26,18,30,12,7,28,24,28,29,25,16,14,20,15,5,6,23,28,2008-09,Miami Heat,10,5,5,0.5,48.0,36.0,79.6,0.452,7.5,21.4,0.35,19.2,25.4,0.756,11.3,27.9,39.2,19.6,13.0,9.3,5.3,4.1,20.1,20.8,98.7,4.2,8,13,15,15,17,13,15,8,8,4,15,17,16,19,17,27,24,19,4,3,13,6,6,20,9,5,0,2008-11-18
4,Boston Celtics,11,9,2,0.818,48.5,33.0,75.2,0.439,5.1,16.6,0.306,23.2,30.4,0.763,11.0,32.3,43.3,20.1,17.5,8.7,5.4,4.1,24.5,25.8,94.3,4.5,2,1,2,2,13,29,28,17,21,14,25,2,3,16,19,7,10,14,30,4,12,5,28,2,22,4,2008-09,New York Knicks,10,6,4,0.6,48.5,39.1,87.8,0.445,11.0,28.3,0.389,16.5,22.0,0.75,10.7,31.6,42.3,23.9,14.6,8.6,1.4,4.1,20.2,18.3,105.7,0.2,8,9,7,10,7,1,2,11,1,1,8,28,28,22,21,11,15,3,17,6,30,6,7,29,1,16,1,2008-11-18
5,New Jersey Nets,9,4,5,0.444,48.0,34.1,77.9,0.438,7.6,18.9,0.4,21.6,27.1,0.795,11.4,29.0,40.4,18.7,14.3,6.7,5.1,5.2,25.0,21.3,97.3,-3.8,22,20,15,20,17,24,24,18,7,10,4,8,12,5,16,24,19,23,15,22,15,17,29,17,17,23,2008-09,Cleveland Cavaliers,10,8,2,0.8,48.0,36.8,76.8,0.479,6.2,18.9,0.328,21.3,27.2,0.783,10.6,29.1,39.7,20.7,13.8,8.0,5.7,3.6,21.9,22.3,101.1,7.5,8,2,2,3,17,9,25,3,12,9,20,9,11,10,23,23,21,7,10,9,9,2,15,11,5,2,0,2008-11-18
6,Memphis Grizzlies,10,3,7,0.3,48.5,34.0,79.5,0.428,4.4,14.7,0.299,20.4,26.1,0.782,10.7,31.5,42.2,15.6,16.2,8.3,4.8,5.0,22.8,21.4,92.8,-5.7,8,24,25,25,7,25,17,25,27,24,27,13,14,11,21,12,16,30,23,7,18,13,23,16,25,27,2008-09,Sacramento Kings,11,4,7,0.364,48.5,37.7,78.7,0.479,4.8,15.2,0.317,18.0,22.6,0.795,9.4,30.2,39.5,19.9,16.6,5.9,4.5,5.3,23.7,21.1,98.3,-4.8,2,20,25,23,13,3,21,2,23,22,21,23,24,4,27,18,22,16,27,26,23,18,26,19,13,25,1,2008-11-18
7,Denver Nuggets,10,6,4,0.6,48.5,34.8,79.9,0.436,5.1,16.2,0.315,23.7,30.6,0.775,10.5,32.5,43.0,21.0,16.2,9.6,5.2,6.5,23.2,24.7,98.4,1.4,8,9,7,10,7,20,14,20,20,16,22,1,2,12,25,6,11,6,23,2,14,29,24,3,11,14,2008-09,Milwaukee Bucks,11,5,6,0.455,49.4,34.9,81.9,0.426,4.8,13.5,0.358,20.3,27.0,0.751,13.9,30.4,44.3,20.5,16.3,5.9,3.3,5.2,25.3,24.6,94.9,-1.1,2,13,21,19,2,19,11,27,23,27,13,14,13,21,4,16,9,11,25,26,28,16,30,4,20,19,1,2008-11-18
8,Golden State Warriors,10,4,6,0.4,49.0,38.3,88.1,0.435,5.3,18.0,0.294,22.5,32.0,0.703,14.7,30.7,45.4,19.4,14.8,7.4,6.2,5.9,22.7,26.1,104.4,-0.8,8,20,21,22,4,2,1,21,18,13,28,3,1,29,1,15,4,21,18,15,5,24,20,1,2,18,2008-09,Portland Trail Blazers,10,6,4,0.6,48.5,34.6,78.4,0.441,8.0,19.8,0.404,17.4,22.5,0.773,11.6,27.4,39.0,19.6,11.1,6.6,4.9,2.9,21.0,20.1,94.6,-1.6,8,9,7,10,7,22,22,16,3,6,2,25,26,13,13,29,25,19,1,23,17,1,11,24,21,20,1,2008-11-18
9,Los Angeles Lakers,8,7,1,0.875,48.0,37.5,84.8,0.442,6.5,16.6,0.391,22.0,29.0,0.759,14.0,34.5,48.5,20.6,14.1,10.0,6.0,4.6,20.6,23.0,103.5,14.4,29,4,1,1,17,5,7,14,10,15,7,5,5,18,3,1,2,10,13,1,6,12,8,9,3,1,2008-09,Chicago Bulls,10,5,5,0.5,48.0,35.1,83.6,0.42,5.3,14.4,0.368,22.2,28.1,0.79,12.8,31.9,44.7,18.5,14.1,8.7,5.8,6.1,22.1,22.3,97.7,1.3,8,13,15,15,17,17,8,28,18,26,12,4,8,7,8,8,6,24,12,5,8,25,16,11,14,15,1,2008-11-18
