,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Charlotte Bobcats,54,7,47,0.13,48.2,33.7,80.8,0.417,4.1,13.6,0.301,16.6,22.1,0.75,10.4,28.9,39.3,20.5,14.3,6.3,5.5,5.7,19.4,20.2,88.1,-12.8,28,30,30,30,24,30,20,30,28,26,30,16,15,18,25,28,28,18,13,29,9,23,12,12,30,30,2011-12,Washington Wizards,56,12,44,0.214,48.1,36.2,82.8,0.438,5.2,16.2,0.323,15.6,21.6,0.726,11.9,29.5,41.4,18.6,15.4,7.8,6.3,4.6,21.5,18.8,93.3,-7.0,11,29,29,29,28,18,6,23,25,21,25,21,20,26,13,25,22,27,25,15,2,7,26,22,24,29,0,2012-04-09
1,Orlando Magic,56,33,23,0.589,48.4,34.2,77.3,0.442,10.1,26.8,0.379,15.5,23.8,0.651,11.0,31.6,42.6,20.0,15.3,6.7,4.1,4.1,17.6,20.4,93.9,1.3,11,9,8,9,14,29,29,20,1,1,3,25,11,30,18,9,13,22,22,28,27,1,4,10,21,13,2011-12,Detroit Pistons,56,21,35,0.375,48.4,34.5,78.9,0.437,4.5,13.1,0.341,16.6,22.2,0.75,11.9,28.1,40.0,18.5,15.9,7.0,4.1,5.4,19.7,19.8,90.1,-5.4,11,23,23,23,14,26,25,25,26,27,18,15,14,17,11,30,27,28,28,23,28,21,16,15,28,26,1,2012-04-09
2,Indiana Pacers,56,34,22,0.607,48.4,35.3,80.5,0.439,5.7,15.8,0.362,20.3,26.0,0.779,12.2,31.1,43.3,18.3,14.3,7.9,5.5,5.9,21.8,21.4,96.6,2.6,11,6,5,6,14,22,21,22,19,22,10,2,3,6,9,12,6,30,12,14,7,27,28,4,17,7,2011-12,Toronto Raptors,57,20,37,0.351,48.4,34.6,78.3,0.442,5.5,16.4,0.335,16.7,21.7,0.77,10.5,31.0,41.6,21.2,15.1,6.7,4.9,4.9,23.5,18.6,91.4,-3.4,2,25,25,25,8,25,27,19,21,20,20,14,17,11,22,13,21,12,19,26,17,16,30,23,27,23,1,2012-04-09
3,Milwaukee Bucks,56,28,28,0.5,48.1,38.0,85.8,0.443,6.8,19.4,0.348,16.3,20.8,0.781,12.6,29.5,42.1,23.6,14.0,8.4,4.8,4.6,19.4,19.4,99.1,0.9,11,19,18,19,28,4,2,18,14,16,14,17,24,4,5,26,17,2,8,5,20,8,13,19,6,17,2011-12,Oklahoma City Thunder,56,41,15,0.732,48.4,37.4,78.6,0.475,7.1,19.9,0.357,20.9,26.1,0.798,10.7,32.5,43.3,18.5,16.4,7.5,8.0,4.8,20.3,20.0,102.7,6.3,11,2,3,3,14,10,26,1,11,11,11,1,2,1,21,2,7,28,30,17,1,12,21,14,2,3,0,2012-04-09
4,Memphis Grizzlies,55,32,23,0.582,48.4,36.8,82.7,0.445,4.1,12.5,0.33,17.3,23.0,0.754,12.4,29.8,42.2,19.7,14.4,9.8,5.2,5.8,19.9,19.5,95.0,1.5,25,10,8,10,13,14,8,17,27,28,23,11,13,16,7,21,15,24,14,1,12,24,18,17,19,12,2011-12,Los Angeles Clippers,56,34,22,0.607,48.4,36.9,81.4,0.453,7.7,21.8,0.351,16.0,23.5,0.681,12.2,29.8,41.9,21.2,13.4,8.3,4.7,4.5,21.2,21.4,97.5,2.5,11,6,5,6,7,13,17,12,5,5,12,19,12,29,10,23,18,14,3,7,22,6,24,4,12,8,1,2012-04-09
5,New Orleans Hornets,56,15,41,0.268,48.3,35.1,78.2,0.449,3.9,11.7,0.335,15.2,20.1,0.757,11.2,29.8,41.1,20.8,15.5,7.3,4.8,5.8,20.1,18.3,89.4,-4.8,11,28,28,28,21,24,28,13,29,30,21,27,25,13,16,19,24,16,26,21,20,25,20,26,29,24,2011-12,Los Angeles Lakers,57,35,22,0.614,48.5,36.6,79.9,0.457,5.4,17.1,0.316,18.3,24.2,0.757,11.9,34.1,45.9,22.0,15.2,5.8,5.4,4.4,17.4,20.3,96.8,1.9,2,5,5,5,6,15,23,7,23,18,27,8,9,12,12,1,2,9,20,30,11,5,3,11,15,11,0,2012-04-09
6,Minnesota Timberwolves,57,25,32,0.439,48.4,35.9,82.5,0.435,7.3,21.6,0.338,19.5,25.3,0.773,12.4,31.7,44.1,19.5,15.3,6.9,4.2,5.7,18.7,21.8,98.6,-0.8,2,21,21,21,19,20,10,26,7,6,19,4,6,10,6,8,3,25,23,25,26,22,9,3,7,21,2011-12,Phoenix Suns,56,29,27,0.518,48.0,37.4,82.1,0.455,6.7,19.6,0.344,16.1,21.3,0.756,10.8,30.9,41.8,22.6,14.0,6.7,5.6,4.3,18.7,19.5,97.6,-0.1,11,15,15,15,30,9,11,8,15,13,17,18,22,15,20,14,19,6,6,27,5,3,8,18,11,19,0,2012-04-09
7,Denver Nuggets,56,30,26,0.536,48.7,38.2,81.5,0.469,6.6,20.4,0.324,20.2,27.4,0.736,11.1,32.0,43.1,23.5,15.6,8.2,5.0,6.5,19.6,22.4,103.2,1.2,11,14,13,14,3,3,16,4,16,10,24,3,1,24,17,7,8,3,27,10,14,30,15,1,1,14,2011-12,Golden State Warriors,55,22,33,0.4,48.3,37.6,82.0,0.458,8.1,20.9,0.386,14.9,19.3,0.775,9.7,29.5,39.2,22.3,13.8,8.1,5.5,4.7,21.5,16.9,98.2,-2.0,25,22,22,22,20,6,12,6,3,8,2,29,29,7,29,27,29,7,4,11,6,10,27,29,10,22,1,2012-04-09
8,Utah Jazz,57,29,28,0.509,48.8,38.3,84.1,0.455,3.9,12.5,0.31,18.8,25.0,0.75,13.1,30.7,43.8,21.8,14.1,8.3,5.7,5.9,22.1,20.8,99.2,-0.2,2,15,18,18,2,2,3,9,30,29,29,7,8,19,3,17,4,10,11,8,4,26,29,8,5,20,2011-12,San Antonio Spurs,54,40,14,0.741,48.4,39.1,82.7,0.473,8.2,21.2,0.387,15.9,21.6,0.736,10.4,32.4,42.8,22.7,13.4,7.2,4.4,4.9,17.2,19.0,102.3,5.9,28,3,1,2,11,1,7,3,2,7,1,20,19,23,24,5,10,5,2,22,24,17,2,21,3,4,1,2012-04-09
9,Portland Trail Blazers,57,27,30,0.474,48.4,36.5,81.8,0.445,7.2,20.6,0.347,17.1,21.6,0.794,11.0,29.8,40.8,20.7,14.1,8.1,5.0,4.6,19.4,20.0,97.2,0.7,2,20,20,20,8,17,13,16,10,9,15,12,18,2,18,20,25,17,10,12,16,9,11,13,14,18,2011-12,Houston Rockets,56,31,25,0.554,48.7,38.0,83.7,0.454,7.0,19.4,0.363,15.6,19.8,0.787,11.6,30.5,42.1,21.2,14.6,7.4,4.9,5.2,20.3,18.3,98.5,1.1,11,12,12,12,3,5,4,10,12,17,9,23,28,3,15,18,16,13,15,18,18,20,22,26,8,15,0,2012-04-09
