,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Charlotte Bobcats,15,5,10,0.333,48.0,35.6,75.3,0.473,6.2,16.3,0.38,18.8,24.1,0.779,10.2,30.4,40.6,22.7,17.3,6.7,6.6,6.9,20.6,20.6,96.2,-1.5,6,21,23,23,19,24,30,3,14,22,6,16,22,12,21,17,20,8,29,21,3,30,7,24,25,18,2010-11,Houston Rockets,14,4,10,0.286,48.4,38.1,83.7,0.455,6.4,19.1,0.337,23.4,29.4,0.796,11.4,32.4,43.8,23.1,15.6,6.6,4.8,5.6,22.4,24.5,105.9,-1.9,18,26,23,26,11,8,6,15,11,9,23,3,3,5,12,6,6,6,23,24,18,25,18,1,5,20,1,2010-11-26
1,Orlando Magic,14,10,4,0.714,48.0,35.3,76.0,0.464,8.9,24.4,0.363,18.8,28.1,0.669,10.5,32.7,43.2,18.9,15.3,6.6,4.8,3.6,19.5,24.0,98.2,6.5,18,6,4,5,19,27,29,10,4,2,11,17,8,30,18,5,7,24,19,24,18,3,4,4,18,5,2010-11,Cleveland Cavaliers,14,6,8,0.429,48.0,35.2,80.2,0.439,5.9,16.6,0.352,18.6,24.6,0.757,8.9,31.6,40.6,20.0,13.3,5.1,3.1,5.6,19.2,21.1,94.9,-4.8,18,18,15,18,19,28,20,27,18,20,16,19,19,19,27,11,21,20,3,29,30,23,3,18,27,24,1,2010-11-26
2,Boston Celtics,15,11,4,0.733,49.0,39.0,77.7,0.502,5.3,12.7,0.414,16.6,22.4,0.741,8.1,30.7,38.9,25.9,14.7,7.9,3.5,3.9,21.5,20.7,99.9,7.1,6,3,4,4,4,5,26,1,23,30,3,29,28,23,30,16,30,1,15,10,27,6,12,21,16,3,2010-11,Toronto Raptors,15,6,9,0.4,48.0,36.9,81.8,0.451,4.5,14.7,0.309,22.2,28.6,0.776,12.5,28.9,41.4,19.5,15.1,7.5,3.3,5.4,23.1,23.7,100.5,-1.3,6,18,19,19,19,18,16,19,29,25,28,6,6,13,7,24,17,22,17,13,28,21,24,6,14,17,1,2010-11-26
3,Detroit Pistons,15,5,10,0.333,48.7,35.7,80.9,0.441,5.7,14.5,0.396,17.9,25.3,0.707,11.1,28.6,39.7,17.7,13.1,6.0,4.1,5.0,19.7,21.0,94.9,-5.4,6,21,23,23,9,23,18,26,20,26,4,24,16,26,14,26,27,29,2,27,24,14,5,19,26,26,2010-11,Milwaukee Bucks,14,5,9,0.357,48.4,33.1,80.9,0.409,5.6,17.4,0.32,18.9,25.4,0.744,12.3,32.4,44.6,17.2,14.8,6.6,4.1,5.1,21.4,24.1,90.6,0.1,18,21,19,21,11,30,19,30,22,15,24,15,15,22,9,6,4,30,16,22,22,19,10,3,30,14,1,2010-11-26
4,Miami Heat,15,8,7,0.533,48.3,35.5,76.3,0.466,6.3,17.6,0.36,23.4,30.4,0.77,8.9,31.8,40.7,20.0,12.9,6.6,4.9,2.7,21.6,22.9,100.8,6.8,6,10,13,14,14,25,28,9,13,13,12,2,2,15,29,10,19,20,1,23,15,1,13,9,11,4,2010-11,Philadelphia 76ers,15,3,12,0.2,48.7,37.1,82.1,0.451,4.9,13.7,0.356,19.1,25.1,0.761,10.7,30.9,41.5,21.7,15.2,7.8,5.0,5.1,23.7,20.4,98.1,-3.9,6,29,28,29,9,15,13,18,26,29,13,14,17,18,17,15,16,10,18,11,11,17,27,25,19,23,1,2010-11-26
5,Indiana Pacers,13,7,6,0.538,48.0,36.9,82.4,0.448,9.1,24.5,0.371,16.8,21.4,0.788,10.0,33.9,43.9,21.2,15.3,6.8,6.8,6.2,23.2,20.0,99.8,4.2,29,15,10,13,19,17,11,21,2,1,8,28,29,8,23,1,5,15,20,19,2,27,26,27,17,7,2010-11,Oklahoma City Thunder,15,10,5,0.667,48.3,35.5,78.3,0.454,4.7,14.7,0.317,26.7,31.1,0.859,9.7,30.2,39.9,18.5,14.1,8.5,5.1,3.8,21.8,22.3,102.5,-0.3,6,6,7,8,14,25,23,16,28,24,26,1,1,1,25,18,26,26,10,6,10,4,17,11,7,15,0,2010-11-26
6,San Antonio Spurs,14,13,1,0.929,48.7,39.1,83.7,0.467,9.0,20.9,0.43,20.9,26.6,0.785,10.7,31.9,42.6,23.6,14.5,9.0,5.2,5.6,18.9,22.1,108.0,9.1,18,1,1,1,8,4,6,8,3,6,2,8,11,10,16,8,9,5,13,3,8,23,2,14,2,2,2010-11,Dallas Mavericks,14,10,4,0.714,48.0,35.9,76.3,0.47,6.6,19.0,0.35,18.3,23.4,0.78,9.4,32.8,42.1,22.9,14.0,6.8,5.0,3.1,18.4,19.8,96.6,4.2,18,6,4,5,19,20,27,6,10,10,17,21,25,11,26,4,11,7,7,20,11,2,1,28,23,8,0,2010-11-26
7,Denver Nuggets,14,8,6,0.571,48.0,37.0,81.9,0.452,7.8,20.2,0.385,22.5,28.4,0.793,10.2,31.5,41.7,20.9,13.7,7.2,3.2,6.5,21.8,22.1,104.3,2.4,18,10,10,10,19,16,15,17,7,8,5,5,7,7,20,13,13,17,5,16,29,28,16,13,6,11,2010-11,Chicago Bulls,13,8,5,0.615,49.2,39.3,83.8,0.469,5.8,16.6,0.347,18.0,26.0,0.692,12.8,33.4,46.2,22.1,16.0,8.2,6.5,5.4,21.6,20.8,102.4,2.8,29,10,7,9,2,2,5,7,19,21,20,23,13,29,6,2,3,9,25,9,4,20,14,20,8,9,1,2010-11-26
8,Phoenix Suns,15,7,8,0.467,49.3,39.2,83.1,0.472,8.5,23.1,0.367,20.5,27.3,0.751,11.2,27.9,39.1,21.3,15.3,6.9,4.1,3.8,20.8,23.9,107.3,-3.1,6,15,15,16,1,3,9,5,6,4,9,9,9,21,13,28,29,14,21,18,23,4,9,5,3,22,2010-11,Los Angeles Clippers,16,3,13,0.188,48.9,35.9,79.9,0.45,5.1,16.9,0.304,20.1,28.6,0.701,12.0,29.8,41.8,20.1,16.7,7.0,4.1,6.2,21.8,23.3,97.1,-7.1,1,29,30,30,6,19,21,20,24,17,29,11,5,28,11,22,12,19,27,17,26,26,15,7,22,28,1,2010-11-26
9,Utah Jazz,16,11,5,0.688,48.9,37.1,81.1,0.458,4.9,14.3,0.346,21.4,26.8,0.8,9.9,30.2,40.1,23.7,13.8,7.5,5.0,5.1,23.9,24.3,100.6,2.6,1,3,7,7,6,13,17,12,25,28,21,7,10,4,24,19,25,4,6,14,11,16,28,2,12,10,2010-11,Los Angeles Lakers,15,13,2,0.867,48.0,41.1,86.9,0.472,9.2,21.3,0.431,20.2,24.6,0.821,13.1,33.1,46.3,24.5,14.1,8.3,5.0,5.1,20.7,20.7,111.5,11.0,6,1,2,2,19,1,3,4,1,5,1,10,20,2,5,3,1,2,10,8,11,17,8,21,1,1,1,2010-11-26
