,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Philadelphia 76ers,78,40,38,0.513,48.1,36.6,79.8,0.459,4.2,13.1,0.319,19.8,26.7,0.743,12.6,28.7,41.3,20.2,14.1,8.1,5.1,4.8,20.2,21.6,97.2,0.3,10,15,15,15,25,16,19,11,29,29,30,8,6,26,2,27,17,22,15,5,12,16,8,10,22,14,2008-09,Cleveland Cavaliers,78,63,15,0.808,48.2,36.7,78.6,0.467,7.9,20.3,0.388,18.6,24.6,0.756,10.7,31.5,42.2,20.1,12.7,7.3,5.3,4.0,20.1,20.3,99.8,8.8,10,1,1,1,23,15,25,6,4,5,2,18,15,23,19,8,9,23,4,16,8,4,6,20,13,1,0,2009-04-10
1,Atlanta Hawks,79,45,34,0.57,48.1,36.1,78.8,0.458,7.3,20.1,0.365,18.6,25.2,0.738,10.7,29.4,40.1,20.3,12.8,7.4,4.6,4.2,19.5,20.5,98.1,1.7,2,12,12,12,29,23,24,13,8,7,17,17,13,29,20,21,22,21,6,14,19,8,4,19,20,13,2008-09,Indiana Pacers,78,34,44,0.436,48.4,39.2,86.4,0.454,7.9,21.0,0.374,18.4,22.8,0.806,11.2,32.5,43.7,21.7,14.5,6.9,5.2,5.4,23.2,20.7,104.7,-1.2,10,19,19,19,11,4,2,20,5,4,9,22,24,4,12,2,2,7,18,24,9,25,28,15,5,19,1,2009-04-10
2,Boston Celtics,78,59,19,0.756,48.5,37.5,77.0,0.486,6.5,16.5,0.392,19.6,25.5,0.768,10.6,31.8,42.3,22.7,15.7,7.6,4.7,4.7,23.1,22.2,101.0,8.1,10,3,3,3,5,9,28,2,20,21,1,12,9,16,21,5,7,4,29,7,15,13,27,7,12,2,2008-09,Miami Heat,78,41,37,0.526,48.6,36.9,81.0,0.456,6.9,19.5,0.354,17.4,23.0,0.758,10.0,29.2,39.2,20.4,12.5,8.1,5.4,4.1,20.7,20.0,98.2,0.1,10,14,14,14,1,13,14,18,12,10,23,27,23,21,26,22,28,18,3,4,5,5,17,24,19,15,1,2009-04-10
3,Orlando Magic,78,58,20,0.744,48.1,35.8,78.1,0.459,10.1,26.4,0.384,19.8,27.5,0.718,9.9,33.4,43.2,19.5,14.1,7.0,5.4,3.7,20.3,22.4,101.5,7.2,10,4,4,4,25,26,26,10,1,2,4,9,4,30,28,1,3,29,13,20,6,2,10,6,10,4,2008-09,New York Knicks,79,30,49,0.38,48.3,38.5,86.4,0.445,10.1,28.0,0.362,18.2,23.2,0.784,11.0,31.0,42.1,21.2,14.5,7.4,2.5,5.3,20.5,19.4,105.3,-3.0,2,22,23,23,18,5,1,27,2,1,19,25,22,10,14,9,11,12,19,11,30,22,15,29,4,22,0,2009-04-10
4,Detroit Pistons,78,38,40,0.487,48.5,36.4,80.0,0.454,4.6,13.2,0.351,16.8,22.3,0.753,11.6,29.8,41.4,20.7,12.0,6.1,4.6,4.1,21.0,19.6,94.1,-0.4,10,17,16,17,5,22,17,19,28,28,27,29,29,24,10,18,16,16,2,29,18,5,19,28,28,17,2008-09,New Jersey Nets,78,32,46,0.41,48.4,35.8,79.9,0.448,7.9,21.2,0.374,18.9,24.3,0.778,10.3,29.5,39.9,20.0,13.1,6.9,4.7,4.8,22.5,20.6,98.5,-2.3,10,20,20,20,11,26,18,25,3,3,11,14,16,12,24,20,25,26,9,22,17,15,25,16,18,21,1,2009-04-10
5,Memphis Grizzlies,78,22,56,0.282,48.3,34.9,76.9,0.453,4.8,13.4,0.358,19.2,25.3,0.757,10.4,28.3,38.7,17.2,15.2,7.4,4.5,5.4,21.7,21.8,93.7,-5.7,10,26,26,26,14,30,29,22,27,27,22,13,11,22,23,29,30,30,24,10,21,26,22,9,30,26,2008-09,Phoenix Suns,78,43,35,0.551,48.2,41.2,81.5,0.505,6.8,17.8,0.383,20.3,27.2,0.747,10.8,30.9,41.7,23.2,15.7,7.1,5.1,4.4,20.7,22.8,109.5,1.9,10,13,13,13,23,1,11,1,14,19,5,5,5,25,18,10,13,2,27,18,11,10,16,4,1,12,1,2009-04-10
6,Oklahoma City Thunder,78,21,57,0.269,48.3,36.5,81.8,0.446,4.0,11.6,0.349,20.0,25.4,0.786,12.2,30.3,42.5,20.1,16.2,7.3,4.5,5.0,20.3,20.3,96.9,-6.4,10,27,27,27,14,19,9,26,30,30,28,7,10,9,4,15,6,24,30,17,22,17,9,20,23,27,2008-09,Charlotte Bobcats,78,35,43,0.449,48.6,35.2,76.9,0.457,6.1,16.4,0.369,17.6,23.8,0.742,10.8,28.9,39.7,21.4,15.7,7.0,4.8,5.9,21.5,21.0,94.0,-0.8,10,18,18,18,1,29,30,16,22,22,14,26,19,27,17,23,27,10,27,19,14,29,20,13,29,18,1,2009-04-10
7,Toronto Raptors,78,30,48,0.385,48.3,37.1,81.0,0.458,5.9,15.7,0.374,18.8,22.7,0.826,9.5,30.6,40.2,22.2,13.4,6.2,4.7,4.5,19.3,20.2,98.8,-3.2,10,22,22,22,14,12,15,15,24,23,10,15,26,1,29,11,21,6,10,27,16,11,3,22,16,23,2008-09,Washington Wizards,79,18,61,0.228,48.1,36.4,81.2,0.448,4.8,14.6,0.331,18.2,23.7,0.767,11.7,28.3,40.0,20.1,13.8,7.5,4.2,5.3,20.5,20.0,95.9,-7.7,2,28,29,29,29,21,13,24,25,25,29,24,20,17,8,30,23,25,12,8,24,23,14,26,26,28,0,2009-04-10
8,Dallas Mavericks,78,47,31,0.603,48.3,38.3,82.7,0.463,7.0,19.9,0.352,18.4,22.6,0.817,11.1,31.6,42.7,21.7,12.9,7.3,5.3,4.1,19.6,20.0,102.1,1.9,10,10,10,10,14,7,6,9,11,8,25,21,28,2,13,7,5,9,7,15,7,7,5,25,9,11,2008-09,New Orleans Hornets,78,48,30,0.615,48.1,35.5,77.7,0.458,6.8,18.7,0.365,18.2,22.6,0.807,9.9,29.9,39.9,19.8,12.7,7.4,4.2,3.6,20.4,20.5,96.1,1.9,10,9,9,9,27,28,27,14,13,13,16,23,27,3,27,16,24,27,5,13,26,1,11,18,25,10,1,2009-04-10
9,San Antonio Spurs,78,50,28,0.641,48.5,37.1,79.6,0.466,7.6,19.7,0.386,15.0,19.6,0.767,8.8,32.0,40.8,21.3,11.7,5.8,4.1,4.3,18.7,18.3,96.8,3.4,10,7,6,7,5,11,21,7,7,9,3,30,30,19,30,4,19,11,1,30,27,9,1,30,24,8,2008-09,Utah Jazz,78,47,31,0.603,48.5,38.4,80.8,0.476,4.8,13.7,0.351,21.7,28.2,0.77,11.4,29.6,41.0,24.7,14.9,8.8,4.6,5.1,22.2,23.9,103.4,2.9,10,10,10,10,5,6,16,3,26,26,26,3,3,14,11,19,18,1,23,1,20,20,23,1,7,9,1,2009-04-10
10,Portland Trail Blazers,78,50,28,0.641,48.4,36.8,79.2,0.464,7.2,18.9,0.382,18.5,24.2,0.767,13.1,28.4,41.5,20.3,12.9,6.7,4.9,3.9,20.5,21.1,99.3,4.6,10,7,6,7,11,14,23,8,9,12,7,19,17,18,1,28,15,19,7,26,13,3,13,12,14,5,2008-09,Los Angeles Lakers,79,63,16,0.797,48.3,40.3,85.1,0.473,6.7,18.6,0.36,19.7,25.7,0.769,12.5,31.7,44.1,23.2,13.5,8.8,5.2,4.7,20.4,22.2,107.0,7.7,2,1,2,2,21,2,4,4,16,15,20,11,8,15,3,6,1,3,11,2,10,14,12,8,3,3,1,2009-04-10
11,Golden State Warriors,78,28,50,0.359,48.5,39.5,86.2,0.459,6.8,18.1,0.373,23.0,29.1,0.791,11.6,30.5,42.1,21.0,14.8,7.9,6.3,5.1,22.4,23.5,108.9,-3.6,10,24,24,24,10,3,3,12,15,17,12,2,2,8,9,13,10,15,21,6,1,18,24,3,2,24,2008-09,Houston Rockets,79,51,28,0.646,48.3,36.1,79.6,0.453,7.7,20.2,0.378,18.7,23.3,0.803,10.5,32.5,42.9,20.3,14.1,6.7,4.3,5.4,18.9,20.6,98.6,4.0,2,6,6,6,18,24,20,21,6,6,8,16,21,5,22,3,4,20,14,25,23,24,2,17,17,6,0,2009-04-10
12,Los Angeles Clippers,78,18,60,0.231,48.5,36.0,81.7,0.441,6.6,18.5,0.358,16.8,22.8,0.738,11.0,28.8,39.8,21.0,14.8,6.9,5.8,5.1,20.1,19.7,95.5,-8.6,10,28,28,28,5,25,10,30,17,16,21,28,25,28,15,24,26,14,22,23,3,18,7,27,27,30,2008-09,Sacramento Kings,78,16,62,0.205,48.6,36.6,81.4,0.449,7.2,19.4,0.368,20.8,26.0,0.801,10.1,28.8,38.9,19.8,15.6,7.0,4.2,5.1,23.4,21.3,101.1,-8.6,10,30,30,30,4,17,12,23,10,11,15,4,7,6,25,25,29,28,26,21,25,21,29,11,11,29,1,2009-04-10
