,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Atlanta Hawks,37,24,13,0.649,48.4,39.4,83.7,0.47,6.8,18.4,0.368,17.9,23.5,0.76,11.5,29.8,41.4,21.7,12.3,7.6,5.5,4.8,20.4,20.1,103.4,5.6,11,6,6,6,7,4,8,9,10,11,4,22,23,17,10,23,16,9,1,10,8,13,7,26,4,6,2009-10,Washington Wizards,36,12,24,0.333,48.3,36.9,82.6,0.447,5.9,16.7,0.353,19.6,25.6,0.764,11.3,30.9,42.2,18.6,14.6,6.7,5.2,4.9,22.1,21.6,99.3,-3.9,21,24,24,24,10,21,15,22,20,18,16,8,9,12,12,12,12,27,16,24,14,15,23,13,17,25,1,2010-01-13
1,Indiana Pacers,37,12,25,0.324,48.0,36.1,83.8,0.431,7.0,21.4,0.328,19.0,24.9,0.762,10.6,32.1,42.6,20.2,15.7,6.8,5.9,5.4,24.5,21.6,98.2,-5.6,11,24,25,25,25,25,7,28,8,6,24,11,13,13,21,7,9,20,27,21,4,20,30,12,20,28,2009-10,Phoenix Suns,38,24,14,0.632,48.0,40.8,82.7,0.493,9.3,22.5,0.415,18.9,24.8,0.762,10.7,31.0,41.7,23.2,15.5,6.0,4.6,4.1,20.7,22.1,109.8,3.3,5,6,8,8,25,1,14,1,2,4,1,12,15,16,19,10,15,4,25,28,21,4,15,7,1,9,1,2010-01-13
2,Philadelphia 76ers,37,12,25,0.324,48.3,37.0,81.5,0.454,5.9,16.8,0.351,18.2,23.4,0.777,11.9,28.8,40.6,20.5,14.5,8.3,5.8,4.4,20.6,19.9,98.1,-3.5,11,24,25,25,14,19,16,18,19,17,17,20,24,7,9,27,24,19,13,4,6,8,12,29,21,23,2009-10,New York Knicks,37,15,22,0.405,48.7,38.0,83.7,0.454,9.2,27.0,0.339,16.1,20.9,0.768,10.1,31.0,41.1,21.3,14.7,7.5,4.4,4.4,20.6,19.4,101.2,-1.4,11,21,22,22,2,10,8,19,3,2,20,28,28,11,25,11,19,12,17,12,23,8,12,30,11,18,0,2010-01-13
3,New Jersey Nets,37,3,34,0.081,48.0,33.6,80.1,0.42,3.7,13.1,0.28,18.9,24.2,0.781,10.8,28.4,39.2,17.2,14.9,7.7,5.1,5.3,20.6,20.0,89.8,-11.4,11,30,30,30,25,30,19,30,30,26,30,13,19,5,18,29,28,30,18,8,16,19,9,28,30,30,2009-10,Boston Celtics,36,26,10,0.722,48.3,37.3,76.6,0.487,6.7,18.9,0.356,19.3,25.5,0.757,9.1,30.1,39.1,23.8,15.5,8.8,5.3,4.5,21.7,22.4,100.7,6.9,21,3,2,3,10,17,29,3,12,9,14,9,10,18,29,20,29,2,23,2,12,12,21,4,14,1,0,2010-01-13
4,New Orleans Hornets,36,19,17,0.528,48.3,37.4,83.7,0.448,7.6,21.1,0.363,15.7,20.4,0.771,11.0,30.2,41.2,21.6,13.2,7.4,3.9,4.4,19.8,20.3,98.2,-2.0,21,14,12,14,10,14,10,21,6,7,8,29,29,10,14,17,17,11,4,14,27,10,2,24,19,20,2009-10,Los Angeles Clippers,36,17,19,0.472,48.1,36.9,79.1,0.467,5.0,15.6,0.321,17.5,23.9,0.732,11.0,30.2,41.1,22.6,15.4,7.3,6.3,4.3,20.3,20.8,96.4,-1.8,21,18,17,18,18,20,24,11,24,24,27,25,20,28,16,17,18,6,21,15,1,6,6,21,25,19,1,2010-01-13
5,Oklahoma City Thunder,37,21,16,0.568,48.3,36.5,79.9,0.457,5.0,15.6,0.322,20.5,26.1,0.788,11.3,31.8,43.1,19.3,15.5,7.9,5.9,4.8,21.5,21.2,98.6,2.5,11,11,10,11,14,22,21,16,23,23,26,4,7,2,11,8,7,22,22,5,5,13,20,17,18,12,2009-10,San Antonio Spurs,36,23,13,0.639,48.1,38.5,78.7,0.49,6.9,17.4,0.396,18.1,24.3,0.743,9.8,32.1,41.9,23.2,14.1,6.1,4.9,5.1,20.6,20.7,102.0,6.7,21,9,6,7,18,7,25,2,9,16,3,21,18,20,27,6,13,3,10,27,17,17,11,22,9,3,0,2010-01-13
6,Dallas Mavericks,37,25,12,0.676,48.7,38.0,83.0,0.458,6.5,18.2,0.355,18.4,22.9,0.803,11.0,32.5,43.5,22.8,13.2,7.2,6.0,4.1,19.2,21.4,100.8,3.0,11,5,4,5,2,10,12,14,15,12,15,17,26,1,15,5,6,5,3,16,3,5,1,15,13,11,2009-10,Los Angeles Lakers,38,29,9,0.763,48.7,39.2,85.7,0.457,6.6,19.1,0.345,18.2,23.5,0.774,11.9,33.4,45.3,22.3,14.0,7.8,5.2,4.4,20.1,21.5,103.1,6.3,5,2,1,1,4,6,2,15,13,8,18,19,22,9,8,1,1,7,8,7,13,11,5,14,8,4,0,2010-01-13
7,Houston Rockets,38,21,17,0.553,48.3,37.4,84.1,0.444,7.7,22.7,0.339,17.6,23.0,0.762,12.3,29.6,41.9,21.9,14.6,7.2,3.7,6.6,20.9,21.4,100.0,0.3,5,11,12,12,16,16,6,24,5,3,19,24,25,15,5,26,14,8,15,17,28,29,16,16,16,13,2009-10,Minnesota Timberwolves,39,8,31,0.205,48.0,37.4,85.0,0.441,3.8,12.8,0.297,17.4,23.6,0.736,12.6,31.6,44.3,19.2,16.3,7.7,3.4,6.0,21.3,20.6,96.1,-9.6,2,29,29,29,25,15,3,25,27,28,28,26,21,24,3,9,3,23,29,9,30,28,18,23,26,29,1,2010-01-13
8,Denver Nuggets,38,24,14,0.632,48.0,38.1,81.4,0.468,6.0,16.5,0.365,24.5,31.2,0.784,11.1,29.8,40.9,21.2,14.2,8.7,5.1,5.8,22.8,24.3,106.8,4.9,5,6,8,8,25,9,17,10,17,22,7,1,1,4,13,25,21,14,11,3,15,26,25,1,3,7,2009-10,Orlando Magic,38,26,12,0.684,48.0,35.8,78.6,0.456,10.4,28.3,0.366,19.7,27.4,0.718,10.2,33.3,43.5,18.7,14.2,6.7,5.3,3.4,20.6,23.0,101.7,5.9,5,3,4,4,25,26,26,17,1,1,6,7,4,30,23,2,5,26,11,26,10,1,14,3,10,5,1,2010-01-13
9,Portland Trail Blazers,39,23,16,0.59,48.4,35.3,76.8,0.46,6.3,17.6,0.359,20.1,25.8,0.78,10.9,29.9,40.9,20.1,13.2,5.6,4.3,3.9,21.0,22.4,97.1,3.0,2,9,10,10,9,27,28,13,16,14,10,6,8,6,17,22,20,21,5,30,24,2,17,6,22,10,2009-10,Milwaukee Bucks,35,15,20,0.429,48.9,37.3,87.9,0.424,7.8,21.8,0.356,14.7,19.9,0.736,12.1,30.9,42.9,21.0,13.5,6.8,4.2,5.6,23.3,20.9,96.9,-1.0,30,21,19,21,1,18,1,29,4,5,12,30,30,25,7,13,8,16,6,22,26,24,26,19,23,17,1,2010-01-13
