,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Toronto Raptors,80,56,24,0.7,48.4,42.2,89.1,0.473,12.3,33.7,0.365,17.7,22.0,0.804,9.7,35.4,45.1,25.4,14.0,8.3,5.3,4.5,21.1,20.6,114.3,5.9,1,2,2,2,9,9,15,5,8,11,6,16,21,4,23,12,17,13,16,11,10,6,18,19,7,3,2018-19,Miami Heat,79,38,41,0.481,48.1,39.6,87.8,0.451,11.3,32.4,0.35,15.2,21.8,0.694,11.3,34.8,46.2,24.2,14.8,7.7,5.5,4.8,21.0,20.3,105.6,-0.2,19,18,17,18,29,24,22,22,14,13,20,29,22,30,6,15,10,17,23,14,5,11,15,21,26,15,1,2019-04-07
1,Cleveland Cavaliers,80,19,61,0.238,48.2,39.0,87.7,0.444,10.4,29.1,0.356,16.5,20.7,0.793,10.7,32.1,42.8,20.7,13.4,6.5,2.4,5.6,20.1,19.5,104.8,-9.2,1,28,28,28,24,26,23,28,21,24,12,23,26,8,12,28,26,29,6,29,30,25,8,28,29,29,2018-19,San Antonio Spurs,80,46,34,0.575,48.3,42.3,88.5,0.478,9.9,25.3,0.393,17.2,21.0,0.819,9.2,35.3,44.6,24.6,12.0,6.1,4.7,4.1,18.2,19.7,111.7,1.3,1,12,13,13,15,7,18,2,25,29,1,20,24,1,27,13,21,15,1,30,21,4,1,25,17,12,0,2019-04-07
2,Minnesota Timberwolves,79,36,43,0.456,48.4,41.6,91.3,0.456,10.0,28.6,0.35,19.4,24.6,0.787,11.5,33.7,45.1,24.5,13.2,8.3,5.0,5.6,20.3,22.0,112.7,-1.2,19,20,20,20,11,13,5,17,23,25,18,3,7,11,5,24,16,16,4,9,16,26,9,8,13,19,2018-19,Oklahoma City Thunder,79,46,33,0.582,48.4,42.5,93.9,0.453,11.1,32.3,0.345,17.9,25.2,0.711,12.5,35.4,47.9,23.2,14.0,9.5,5.3,5.1,22.4,22.6,114.1,3.3,19,12,10,12,5,6,1,19,16,14,23,13,6,28,1,11,3,23,15,1,12,18,27,3,8,10,0,2019-04-07
3,Detroit Pistons,79,39,40,0.494,48.4,38.9,88.3,0.441,12.1,34.8,0.349,17.3,23.2,0.745,11.3,33.5,44.8,22.6,14.0,6.9,4.0,5.1,22.1,21.4,107.2,-0.5,19,16,14,16,5,27,19,29,9,6,22,19,15,23,7,25,19,26,13,22,29,19,26,11,24,17,2018-19,Charlotte Hornets,79,37,42,0.468,48.4,40.2,90.1,0.446,11.9,33.9,0.35,18.4,23.1,0.796,10.1,33.9,44.0,23.1,12.4,7.3,4.9,6.1,19.1,20.6,110.6,-1.5,19,19,19,19,11,21,10,27,11,10,21,10,16,6,15,22,23,25,2,21,18,30,3,18,20,22,0,2019-04-07
4,Indiana Pacers,80,47,33,0.588,48.1,41.3,86.9,0.475,9.5,25.3,0.374,15.8,21.0,0.75,9.3,33.9,43.2,26.0,13.8,8.7,4.9,5.2,19.4,20.1,107.8,3.6,1,10,10,10,30,16,27,4,29,30,5,27,23,22,25,23,24,8,10,3,19,20,4,23,22,9,2018-19,Brooklyn Nets,80,40,40,0.5,48.8,40.2,89.5,0.45,12.7,35.9,0.354,19.2,25.7,0.744,10.8,35.5,46.2,23.8,15.1,6.6,4.2,5.3,21.7,22.2,112.3,-0.5,1,14,14,14,1,20,14,23,5,5,15,5,3,24,11,10,9,21,26,27,28,22,23,6,15,16,0,2019-04-07
5,Memphis Grizzlies,79,32,47,0.405,48.4,37.8,84.3,0.449,9.6,28.5,0.338,17.7,23.0,0.77,8.7,32.8,41.5,23.9,14.0,8.4,5.5,4.9,22.0,21.5,103.0,-2.8,19,22,22,22,5,30,30,24,27,26,28,15,18,16,30,26,29,18,14,6,4,13,24,10,30,24,2018-19,Dallas Mavericks,79,31,48,0.392,48.2,38.7,86.6,0.447,12.4,36.5,0.341,18.8,25.4,0.74,10.1,35.0,45.1,23.2,14.3,6.6,4.3,4.5,20.1,23.4,108.7,-1.4,19,25,23,25,23,28,28,26,7,4,26,7,4,25,16,14,18,22,21,28,27,7,7,2,21,21,0,2019-04-07
6,Houston Rockets,80,52,28,0.65,48.4,39.1,87.2,0.448,16.0,45.1,0.354,19.4,24.5,0.79,10.2,31.8,41.9,21.1,13.4,8.5,4.9,4.6,22.1,20.0,113.5,4.5,1,5,5,5,13,25,26,25,1,1,14,4,8,9,14,29,28,28,6,5,20,9,25,24,11,6,2018-19,Phoenix Suns,80,19,61,0.238,48.5,40.1,87.3,0.459,9.6,29.1,0.329,17.6,22.6,0.78,9.2,31.2,40.4,23.9,15.7,8.9,5.2,5.0,23.7,20.7,107.4,-9.0,1,28,28,28,4,22,25,16,28,23,30,17,20,12,28,30,30,19,29,2,13,14,30,17,23,28,1,2019-04-07
7,Milwaukee Bucks,80,59,21,0.738,48.3,43.4,91.0,0.477,13.5,38.1,0.355,17.9,23.1,0.773,9.3,40.3,49.6,26.1,13.9,7.5,5.9,4.9,19.6,20.1,118.2,9.1,1,1,1,1,19,3,6,3,2,2,13,14,17,14,26,1,1,7,12,17,2,12,5,22,1,1,2018-19,Atlanta Hawks,80,29,51,0.363,48.4,41.4,91.5,0.452,12.9,36.9,0.35,17.5,23.3,0.753,11.6,34.3,45.9,25.8,17.1,8.4,5.1,5.4,23.5,22.1,113.2,-6.1,1,26,26,26,9,15,4,21,4,3,17,18,14,21,4,19,12,10,30,8,14,23,29,7,12,26,1,2019-04-07
8,Boston Celtics,80,48,32,0.6,48.3,42.1,90.4,0.465,12.6,34.4,0.365,15.7,19.5,0.807,9.8,34.7,44.6,26.3,12.9,8.6,5.4,3.8,20.4,19.6,112.4,4.6,1,9,9,9,19,11,9,14,6,8,7,28,29,3,20,16,22,6,3,4,9,2,11,26,14,5,2018-19,Orlando Magic,80,40,40,0.5,48.3,40.3,89.1,0.453,11.4,32.1,0.356,14.9,19.2,0.779,10.0,35.5,45.5,25.5,13.3,6.6,5.5,4.4,18.7,18.8,107.0,0.5,1,14,14,14,19,19,16,20,12,15,11,30,30,13,17,9,15,11,5,26,6,5,2,30,25,14,0,2019-04-07
9,New York Knicks,79,15,64,0.19,48.3,38.3,88.5,0.433,9.9,29.3,0.338,18.3,24.0,0.76,10.6,34.1,44.7,20.0,14.1,6.9,5.0,5.7,21.1,20.9,104.8,-9.4,19,30,30,30,18,29,17,30,26,22,27,11,10,19,13,20,20,30,18,23,15,28,16,15,28,30,2018-19,Washington Wizards,80,32,48,0.4,48.6,42.2,89.8,0.469,11.3,33.2,0.341,18.5,24.1,0.768,9.5,32.6,42.1,26.3,14.1,8.4,4.7,4.6,20.8,21.4,114.1,-2.9,1,22,23,23,2,10,12,10,13,12,25,9,9,17,24,27,27,5,17,7,23,8,14,12,9,25,1,2019-04-07
