,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Brooklyn Nets,16,7,9,0.438,48.3,40.1,89.9,0.446,12.3,34.5,0.355,16.9,23.6,0.716,12.1,31.8,43.9,23.5,14.4,7.1,4.3,5.1,23.8,21.5,109.4,-0.9,2,15,22,21,18,16,14,20,5,7,16,22,16,25,4,27,21,14,11,20,26,13,26,19,18,19,2018-19,LA Clippers,14,9,5,0.643,48.7,41.4,87.5,0.473,9.6,25.1,0.385,24.2,29.4,0.825,9.1,37.9,47.1,22.4,15.2,5.5,5.8,6.6,24.1,24.9,116.6,4.6,20,7,4,6,4,10,20,8,26,27,3,1,1,2,26,4,8,21,18,30,11,28,29,3,5,8,0,2018-11-17
1,Charlotte Hornets,14,7,7,0.5,48.4,42.2,92.4,0.457,12.4,34.8,0.355,17.8,22.2,0.801,10.4,34.3,44.7,24.9,12.6,6.9,6.4,6.9,21.1,22.0,114.6,5.1,20,15,13,16,8,7,3,12,4,5,15,17,22,7,15,16,17,8,2,21,3,30,8,16,8,6,2018-19,Philadelphia 76ers,17,10,7,0.588,48.9,39.6,87.1,0.455,11.4,32.4,0.35,21.8,28.5,0.767,10.1,38.2,48.3,26.4,16.5,6.4,5.8,5.3,23.7,24.4,112.4,-0.1,1,4,13,11,3,20,23,13,11,11,19,2,3,15,17,3,5,4,26,28,9,18,25,6,10,15,0,2018-11-17
2,Indiana Pacers,15,9,6,0.6,48.0,40.6,84.4,0.481,9.3,24.7,0.377,14.7,20.9,0.706,7.8,32.9,40.7,22.2,14.3,8.8,5.4,5.9,19.6,20.3,105.3,3.1,8,7,9,9,21,12,27,4,27,29,4,29,26,29,28,23,29,22,8,7,15,23,2,26,24,10,2018-19,Atlanta Hawks,15,3,12,0.2,48.0,39.2,88.6,0.442,11.7,35.5,0.328,17.7,24.3,0.731,9.9,34.2,44.1,24.3,18.7,8.3,5.6,5.6,23.3,24.0,107.8,-11.3,8,28,27,29,21,23,17,24,9,4,25,18,12,22,20,17,20,11,30,12,14,21,22,8,20,30,1,2018-11-17
3,Orlando Magic,15,7,8,0.467,48.0,40.1,90.5,0.444,11.0,31.8,0.346,13.1,17.3,0.758,9.9,33.3,43.3,25.5,13.5,7.8,6.0,4.9,20.3,19.7,104.4,-4.1,8,15,19,19,21,15,11,22,13,15,20,30,30,16,18,20,23,6,3,14,7,9,4,29,25,24,2018-19,Los Angeles Lakers,14,8,6,0.571,48.4,45.1,93.7,0.481,11.0,30.6,0.36,15.8,22.2,0.711,11.0,35.1,46.1,26.0,15.9,9.2,6.1,5.8,21.8,21.4,116.9,1.3,20,12,9,12,8,1,2,5,13,18,12,27,22,27,12,12,12,5,24,4,4,22,12,20,4,14,1,2018-11-17
4,New Orleans Pelicans,15,8,7,0.533,48.0,44.1,92.0,0.48,9.8,27.9,0.351,19.7,26.9,0.734,11.7,36.7,48.4,26.9,15.3,6.7,5.7,5.3,23.3,23.5,117.8,1.5,8,12,13,14,21,4,4,7,23,24,18,6,5,21,9,5,3,3,20,25,12,17,24,10,3,12,2018-19,Denver Nuggets,15,10,5,0.667,48.3,41.5,88.5,0.469,9.7,28.7,0.337,18.5,24.7,0.747,12.0,35.1,47.1,25.3,14.3,8.9,4.9,6.2,21.3,22.7,111.1,7.9,8,4,4,4,13,9,18,9,25,23,21,14,11,18,5,13,7,7,8,6,22,26,10,12,11,2,1,2018-11-17
5,Boston Celtics,15,9,6,0.6,48.7,39.1,89.9,0.435,13.2,36.6,0.361,15.3,19.4,0.787,9.9,36.5,46.5,23.9,13.7,7.5,5.3,3.4,20.9,20.3,106.7,3.9,8,7,9,9,6,24,15,28,3,3,11,28,29,10,18,6,10,12,5,16,18,1,7,25,23,9,2018-19,Utah Jazz,15,7,8,0.467,48.0,38.0,83.6,0.455,10.4,31.9,0.326,20.9,29.3,0.715,9.8,32.4,42.2,23.2,15.4,8.3,5.3,4.3,23.0,25.2,107.3,-1.9,8,15,19,19,21,27,28,14,20,12,26,4,2,26,22,25,24,17,21,11,17,3,17,1,21,22,0,2018-11-17
6,Chicago Bulls,16,4,12,0.25,48.9,38.9,87.4,0.445,10.4,29.1,0.358,16.0,20.8,0.771,7.6,34.4,42.0,21.6,15.1,7.3,5.1,6.8,20.4,18.6,104.3,-8.6,2,26,27,26,2,26,21,21,18,21,14,26,27,13,30,15,25,24,16,17,19,29,5,30,26,28,2018-19,Toronto Raptors,16,12,4,0.75,48.3,43.8,90.8,0.482,11.2,33.3,0.336,17.6,22.3,0.79,10.8,35.6,46.4,24.6,14.7,8.9,5.4,4.9,22.5,21.6,116.4,6.4,2,1,1,1,18,5,9,3,12,9,23,19,20,9,14,9,11,9,12,5,16,10,14,18,6,5,0,2018-11-17
7,Houston Rockets,14,7,7,0.5,48.0,36.5,86.0,0.424,13.9,42.2,0.33,16.5,23.0,0.717,11.0,30.1,41.1,20.0,13.9,8.4,5.9,4.7,22.9,20.4,103.4,-1.8,20,15,13,16,21,30,25,30,2,1,24,23,18,24,12,30,26,29,6,10,8,7,16,23,28,21,2018-19,Sacramento Kings,15,8,7,0.533,48.0,43.6,90.7,0.481,10.5,27.2,0.385,16.1,23.7,0.68,9.7,35.3,45.0,24.5,15.5,8.5,4.6,5.3,23.1,22.4,113.8,-1.5,8,12,13,14,21,6,10,6,17,26,2,25,14,30,24,11,16,10,22,8,24,19,20,14,9,20,1,2018-11-17
8,Dallas Mavericks,14,6,8,0.429,48.4,40.0,85.6,0.467,12.0,33.4,0.359,18.7,24.8,0.755,9.9,34.9,44.7,23.3,17.9,7.2,5.0,4.4,22.1,24.9,110.7,1.4,20,23,19,23,8,17,26,10,7,8,13,10,10,17,21,14,17,15,28,19,20,4,13,3,15,13,2018-19,Golden State Warriors,16,12,4,0.75,48.3,44.2,87.6,0.504,11.9,29.1,0.411,18.3,22.3,0.818,9.8,35.8,45.6,29.2,15.1,7.3,6.1,3.6,23.0,20.8,118.6,7.8,2,1,1,1,18,3,19,1,8,22,1,15,20,4,23,7,13,1,16,17,6,2,17,22,2,3,1,2018-11-17
9,Phoenix Suns,14,3,11,0.214,48.4,37.7,83.0,0.454,10.4,30.9,0.337,16.4,20.3,0.806,8.1,33.0,41.1,23.6,18.2,6.9,3.6,5.1,23.9,19.9,102.2,-11.1,20,28,26,28,8,28,29,15,19,16,22,24,28,6,27,22,26,13,29,23,29,12,27,28,30,29,2018-19,Oklahoma City Thunder,14,9,5,0.643,48.0,41.4,91.9,0.45,9.7,30.9,0.315,18.6,26.3,0.707,13.1,33.6,46.8,21.6,14.4,11.4,5.6,4.6,23.1,25.0,111.0,5.1,20,7,4,6,21,10,5,18,24,17,29,12,6,28,1,19,9,25,10,1,13,5,21,2,13,7,0,2018-11-17
