,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Charlotte Hornets,78,45,33,0.577,48.4,36.9,84.5,0.437,10.5,29.2,0.361,18.7,23.7,0.79,9.0,34.9,43.9,21.5,12.5,7.2,5.3,5.6,18.1,20.4,103.0,2.5,14,10,10,10,8,24,16,27,5,4,7,8,11,5,28,4,14,19,1,22,12,24,3,14,11,9,2015-16,Brooklyn Nets,78,21,57,0.269,48.2,38.2,84.0,0.455,6.2,17.8,0.351,15.8,20.8,0.761,10.5,32.0,42.5,22.2,14.9,7.6,3.9,5.2,18.0,18.5,98.4,-7.0,14,27,27,27,26,16,18,12,26,28,13,27,27,17,15,25,23,16,21,19,26,17,2,28,27,27,1,2016-04-08
1,Orlando Magic,78,33,45,0.423,48.6,39.5,86.9,0.454,7.8,22.3,0.35,15.2,19.9,0.761,10.4,33.2,43.7,23.6,14.2,8.2,5.0,5.5,20.9,18.3,101.9,-1.4,14,20,20,20,3,5,4,13,22,21,14,30,30,18,16,17,16,7,15,13,15,23,21,30,17,18,2015-16,Miami Heat,78,46,32,0.59,48.4,38.3,81.5,0.47,6.1,17.9,0.34,17.2,23.1,0.744,9.7,34.4,44.1,20.9,14.2,6.7,6.5,4.1,18.2,19.7,99.9,1.5,14,8,7,8,10,13,27,4,28,27,25,19,15,24,22,6,13,22,14,28,1,3,4,20,23,11,1,2016-04-08
2,Philadelphia 76ers,78,10,68,0.128,48.3,36.2,83.9,0.432,9.0,26.9,0.335,15.6,22.4,0.696,9.5,31.9,41.4,21.3,16.6,8.2,6.0,5.6,21.8,19.2,97.1,-10.2,14,30,30,30,22,28,20,29,10,8,27,29,19,27,24,26,30,21,29,10,3,26,26,25,30,30,2015-16,New York Knicks,79,31,48,0.392,48.3,36.8,83.9,0.439,7.5,21.5,0.347,17.3,21.4,0.807,10.3,33.9,44.2,20.5,13.5,5.7,5.7,4.2,19.8,18.6,98.4,-2.7,2,23,23,23,18,25,19,24,24,23,20,16,25,1,17,8,11,26,8,30,9,5,10,26,26,22,0,2016-04-08
3,Boston Celtics,78,46,32,0.59,48.3,39.2,89.4,0.439,8.8,26.4,0.333,18.3,23.3,0.788,11.7,33.5,45.2,24.1,13.8,9.3,4.2,5.4,22.0,20.9,105.6,3.4,14,8,7,8,22,7,1,26,12,10,28,11,12,6,3,15,6,6,12,2,23,20,28,11,5,8,2015-16,Milwaukee Bucks,78,32,46,0.41,48.3,38.3,82.1,0.466,5.3,15.4,0.347,17.0,22.8,0.746,10.6,31.0,41.5,23.1,15.0,8.2,5.8,5.6,20.7,19.6,98.9,-4.0,14,21,21,21,16,13,26,5,30,30,19,20,18,22,13,29,29,9,22,12,7,25,17,21,25,26,1,2016-04-08
4,Detroit Pistons,79,42,37,0.532,48.4,38.0,86.6,0.439,8.9,26.1,0.341,16.8,25.4,0.663,12.5,33.8,46.3,19.5,13.5,7.0,3.6,4.5,19.1,21.6,101.8,0.5,2,12,13,14,9,18,5,25,11,11,23,21,6,30,2,12,3,27,9,24,30,9,6,6,19,14,2015-16,Washington Wizards,78,38,40,0.487,48.2,39.4,85.8,0.459,8.7,24.2,0.358,16.4,22.4,0.732,9.1,32.6,41.7,24.4,14.5,8.6,4.0,4.3,20.8,20.1,103.8,-0.8,14,18,17,18,26,6,10,10,13,14,10,23,20,25,27,22,26,5,16,7,25,7,19,15,10,17,1,2016-04-08
5,Toronto Raptors,78,52,26,0.667,48.3,36.4,81.2,0.449,8.6,23.2,0.369,21.0,26.9,0.781,10.2,33.1,43.3,18.6,13.2,7.8,5.4,5.4,19.7,22.1,102.5,4.1,14,5,5,5,22,27,28,16,14,19,4,2,3,11,19,19,17,29,5,15,11,20,9,3,14,6,2015-16,Indiana Pacers,78,42,36,0.538,48.5,38.2,85.2,0.448,8.0,23.0,0.35,17.6,23.0,0.763,10.3,33.9,44.2,20.9,14.8,9.1,4.8,4.4,20.1,20.6,101.9,1.4,14,12,11,11,5,17,13,18,19,20,16,12,17,15,18,9,12,23,20,3,16,8,11,13,17,12,1,2016-04-08
6,New Orleans Pelicans,78,29,49,0.372,48.3,38.3,85.8,0.447,8.5,23.7,0.357,17.2,22.2,0.776,9.5,33.4,42.9,21.9,13.4,7.8,4.3,5.1,20.9,19.8,102.4,-3.3,14,25,25,25,22,12,9,19,15,15,11,18,21,13,23,16,21,17,7,16,22,15,20,19,15,24,2015-16,Los Angeles Lakers,78,16,62,0.205,48.1,35.1,84.9,0.414,7.7,24.5,0.316,19.3,24.8,0.777,10.8,32.2,43.0,18.0,13.6,7.2,4.2,5.6,20.3,19.3,97.3,-9.3,14,29,29,29,28,30,14,30,23,13,30,6,9,12,11,24,20,30,11,23,24,26,12,24,29,29,1,2016-04-08
7,Dallas Mavericks,78,40,38,0.513,48.8,37.7,84.7,0.444,9.8,28.3,0.345,17.5,22.0,0.795,9.2,33.8,43.1,22.3,12.7,6.8,3.7,4.5,19.4,21.4,102.6,-0.4,14,15,15,15,1,20,15,20,7,6,21,13,23,3,26,11,19,15,2,26,29,10,8,8,13,15,2015-16,Memphis Grizzlies,78,42,36,0.538,48.4,36.8,83.2,0.442,6.1,18.4,0.333,19.6,25.0,0.783,11.0,30.5,41.5,20.8,13.3,8.8,4.4,5.7,21.8,21.4,99.3,-1.6,14,12,11,11,10,26,22,22,27,26,29,5,8,10,9,30,28,24,6,6,21,28,25,9,24,19,1,2016-04-08
8,Denver Nuggets,79,32,47,0.405,48.4,37.7,85.4,0.442,8.1,23.7,0.341,18.6,24.3,0.767,11.5,33.1,44.5,22.7,14.7,7.4,4.7,6.2,21.0,21.1,102.2,-3.0,2,21,22,22,12,19,11,21,18,16,24,9,10,14,5,21,7,13,18,20,17,30,23,10,16,23,2015-16,San Antonio Spurs,78,65,13,0.833,48.0,40.3,82.8,0.487,7.1,18.6,0.382,16.2,20.1,0.804,9.3,34.5,43.8,24.7,13.1,8.2,5.9,3.8,17.5,19.4,103.9,11.2,14,2,2,2,30,3,24,2,25,25,2,26,28,2,25,5,15,3,4,11,4,2,1,23,9,1,1,2016-04-08
9,Utah Jazz,78,39,39,0.5,48.6,36.0,80.4,0.448,8.4,23.5,0.357,17.3,23.2,0.746,10.8,32.4,43.2,18.9,15.0,7.7,5.2,4.7,20.4,20.0,97.7,1.9,14,16,16,16,2,29,30,17,16,17,12,17,14,23,10,23,18,28,23,17,14,12,14,17,28,10,2015-16,LA Clippers,78,50,28,0.641,48.3,38.2,82.4,0.464,9.7,26.8,0.361,18.4,26.4,0.695,8.9,33.2,42.1,22.8,13.0,8.5,5.6,3.1,21.4,22.6,104.5,4.2,14,6,6,6,16,15,25,7,8,9,6,10,4,28,29,18,24,11,3,8,10,1,24,2,7,5,0,2016-04-08
