,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Philadelphia 76ers,68,42,26,0.618,48.4,39.0,84.7,0.461,11.2,31.4,0.358,19.4,23.6,0.821,8.5,33.7,42.3,23.1,12.4,7.5,5.4,4.7,19.5,19.6,108.7,1.9,28,8,5,8,7,24,29,15,24,28,10,1,3,1,30,21,29,24,2,12,6,14,13,19,20,12,2021-22,Dallas Mavericks,69,43,26,0.623,48.2,39.0,85.6,0.456,12.8,37.1,0.344,15.9,20.8,0.766,9.4,33.7,43.1,23.2,12.5,7.0,4.1,3.7,19.8,20.1,106.7,3.0,17,6,5,6,14,25,27,20,11,9,21,25,23,18,24,22,26,23,3,25,26,1,16,10,26,9,1,2022-03-18
1,Atlanta Hawks,69,34,35,0.493,48.1,41.2,88.2,0.467,12.6,33.9,0.37,17.9,22.1,0.81,10.1,34.0,44.0,24.4,11.9,6.9,4.4,4.6,18.6,20.4,112.8,0.7,17,18,16,18,26,11,14,9,13,19,3,2,12,4,18,19,21,14,1,26,23,10,6,5,8,15,2021-22,Memphis Grizzlies,70,48,22,0.686,48.2,43.3,94.2,0.46,11.1,32.5,0.342,17.0,23.2,0.731,14.2,35.2,49.4,25.6,13.1,9.9,6.5,6.2,19.6,19.7,114.7,5.3,5,2,2,2,17,3,1,17,27,24,24,16,4,28,1,7,1,7,8,1,1,30,14,18,4,5,1,2022-03-18
2,Brooklyn Nets,70,36,34,0.514,48.1,41.8,88.6,0.471,11.3,31.7,0.357,17.0,21.3,0.799,10.3,33.9,44.2,25.1,13.8,7.0,5.3,5.0,20.1,19.5,111.9,0.2,5,15,15,15,22,6,12,5,23,26,11,14,20,6,14,20,17,9,14,24,7,22,21,20,10,16,2021-22,Portland Trail Blazers,68,26,42,0.382,48.1,38.6,87.0,0.444,13.1,37.3,0.35,16.9,22.1,0.762,10.1,33.5,43.7,22.6,14.1,7.5,4.5,4.9,20.7,19.7,107.1,-6.6,28,24,23,24,25,26,20,25,8,8,18,17,11,22,17,25,23,26,17,14,20,19,28,16,23,26,1,2022-03-18
3,Cleveland Cavaliers,69,39,30,0.565,48.1,39.4,84.5,0.467,11.5,32.7,0.351,16.7,21.8,0.763,10.2,34.4,44.6,25.1,14.7,7.1,4.3,4.7,17.2,19.9,107.0,3.0,17,13,12,13,26,21,30,10,22,22,17,18,16,20,16,13,15,10,27,22,25,12,1,12,24,10,2021-22,Denver Nuggets,70,42,28,0.6,48.2,41.2,86.3,0.478,12.8,36.3,0.352,16.2,20.5,0.79,9.0,35.1,44.1,27.4,14.4,7.3,3.7,4.8,19.8,19.8,111.4,2.8,5,8,9,9,17,10,23,3,10,13,16,22,24,8,28,8,20,4,22,17,29,17,17,14,11,11,1,2022-03-18
4,New York Knicks,69,29,40,0.42,48.3,37.7,86.3,0.437,12.9,36.4,0.355,17.8,23.8,0.749,11.4,34.9,46.4,21.6,13.6,6.9,5.0,4.7,20.5,20.3,106.3,-0.6,17,19,20,20,10,30,22,27,9,11,12,4,2,25,4,11,4,30,12,27,10,12,25,6,27,19,2021-22,Washington Wizards,68,29,39,0.426,48.4,40.4,86.1,0.469,10.4,30.7,0.339,17.2,22.0,0.783,9.2,34.1,43.3,24.6,13.3,6.4,5.0,4.3,19.0,20.1,108.4,-3.3,28,19,19,19,6,16,26,7,30,29,26,11,13,11,25,16,24,13,10,30,9,7,9,9,21,24,1,2022-03-18
5,Toronto Raptors,69,39,30,0.565,48.4,40.3,91.1,0.443,12.0,34.0,0.352,16.2,21.5,0.755,13.4,31.9,45.2,21.8,12.6,9.0,4.7,5.1,19.8,19.3,108.8,1.6,17,13,12,13,8,17,5,26,17,18,14,21,17,24,2,30,11,29,4,3,16,26,15,22,19,13,2021-22,Los Angeles Lakers,69,29,40,0.42,48.7,41.2,88.8,0.464,12.1,34.8,0.348,16.3,22.4,0.727,9.6,34.6,44.2,23.9,14.8,7.9,5.6,4.3,20.2,20.1,110.9,-2.9,17,19,20,20,1,9,10,12,15,16,19,20,10,29,22,12,18,17,28,7,5,8,22,8,13,23,0,2022-03-18
6,Miami Heat,70,46,24,0.657,48.5,39.4,85.3,0.462,13.3,35.5,0.374,17.3,21.4,0.81,10.3,34.1,44.4,25.6,14.6,7.4,3.3,4.3,20.6,20.8,109.4,4.6,5,4,4,4,5,22,28,13,7,14,1,10,19,5,13,17,16,6,26,16,30,6,26,3,17,6,2021-22,Oklahoma City Thunder,69,20,49,0.29,48.3,38.0,89.5,0.425,11.8,37.4,0.316,15.1,19.8,0.763,10.4,35.4,45.8,21.9,13.8,7.7,4.6,6.1,18.3,17.8,103.0,-7.9,17,27,27,27,10,28,7,30,19,7,30,28,28,21,12,6,6,28,15,9,17,29,3,30,30,27,1,2022-03-18
7,Houston Rockets,69,17,52,0.246,48.2,39.1,86.2,0.454,13.3,38.7,0.345,17.4,24.6,0.707,9.6,32.4,42.0,23.3,16.7,7.3,4.5,5.8,20.5,22.3,108.9,-9.5,17,30,29,30,14,23,24,24,6,5,20,9,1,30,22,28,30,22,30,18,19,28,24,1,18,30,2021-22,Indiana Pacers,70,23,47,0.329,48.6,41.1,89.4,0.46,11.9,35.1,0.34,16.3,21.4,0.761,11.2,33.6,44.8,24.7,14.5,6.8,5.7,5.0,20.3,19.4,110.5,-2.8,5,26,26,26,2,12,8,16,18,15,25,19,18,23,6,24,13,12,23,28,4,21,23,21,14,22,0,2022-03-18
8,San Antonio Spurs,70,27,43,0.386,48.4,43.7,93.3,0.468,11.1,31.6,0.352,14.6,19.6,0.744,11.1,34.2,45.3,28.1,12.8,7.6,5.0,5.1,18.3,18.6,113.0,-0.6,5,23,24,23,9,1,2,8,26,27,15,30,29,26,7,15,9,1,5,11,8,24,2,25,7,18,2021-22,New Orleans Pelicans,69,28,41,0.406,48.2,39.9,87.7,0.454,10.8,32.7,0.33,17.8,22.7,0.783,11.6,33.7,45.3,25.1,14.3,7.9,4.1,4.8,20.0,20.4,108.3,-1.9,17,22,22,22,14,19,16,22,29,23,28,6,9,12,3,22,10,11,21,7,27,16,20,4,22,21,0,2022-03-18
9,Utah Jazz,69,43,26,0.623,48.1,40.7,86.2,0.472,14.8,40.5,0.365,17.9,23.0,0.776,10.5,35.8,46.3,22.4,14.3,7.1,4.9,4.2,19.1,20.2,114.0,6.3,17,6,5,6,26,14,25,4,1,2,7,3,5,13,11,2,5,27,20,23,11,5,10,7,6,2,2021-22,LA Clippers,72,36,36,0.5,48.2,39.8,87.4,0.455,12.4,33.9,0.366,15.0,19.1,0.786,9.2,35.0,44.2,23.7,14.0,7.4,4.8,4.1,18.7,18.5,106.9,-0.8,1,15,18,16,21,20,17,21,14,20,5,29,30,10,26,9,19,18,16,15,13,4,7,27,25,20,1,2022-03-18
