,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Philadelphia 76ers,10,1,9,0.1,49.0,36.1,84.9,0.425,9.5,27.8,0.342,13.9,19.2,0.724,8.1,34.2,42.3,21.1,17.3,8.3,5.9,6.0,20.7,18.4,95.6,-13.3,15,30,29,30,5,26,21,26,9,9,17,29,29,27,29,12,23,17,26,13,5,27,14,28,27,30,2016-17,Washington Wizards,9,2,7,0.222,48.6,38.4,86.9,0.442,5.8,18.7,0.31,17.2,21.8,0.791,12.1,32.9,45.0,19.2,15.4,8.0,5.0,4.8,21.6,20.8,99.9,-4.2,28,26,20,26,9,18,9,19,30,30,27,21,23,9,4,22,10,26,19,15,14,10,18,15,22,21,1,2016-11-16
1,Orlando Magic,11,4,7,0.364,48.0,35.1,85.5,0.41,8.0,25.3,0.317,14.5,20.1,0.719,10.9,32.4,43.3,21.1,12.4,5.5,5.2,5.6,17.5,19.2,92.6,-10.0,4,19,20,20,14,29,20,30,20,14,24,27,26,28,12,24,19,18,7,30,9,24,3,26,30,29,2016-17,New Orleans Pelicans,11,2,9,0.182,48.9,37.8,87.0,0.435,6.8,23.7,0.287,19.3,25.1,0.768,8.5,34.5,43.0,22.6,13.5,8.5,6.2,4.0,20.1,21.4,101.7,-7.4,4,26,29,29,7,20,7,24,27,18,30,11,9,16,27,10,20,8,11,12,3,4,11,10,19,28,1,2016-11-16
2,Indiana Pacers,11,5,6,0.455,49.4,41.0,89.2,0.46,8.5,23.7,0.356,16.1,20.6,0.78,9.1,33.5,42.6,24.6,14.7,9.7,6.5,5.4,20.9,20.0,106.5,-1.5,4,15,18,18,1,2,2,9,16,18,11,24,25,12,24,16,22,4,17,4,1,21,15,21,12,17,2016-17,Cleveland Cavaliers,10,9,1,0.9,48.0,39.1,87.9,0.445,13.2,35.4,0.373,19.2,25.1,0.765,11.1,34.2,45.3,22.5,12.4,7.6,4.9,4.8,19.1,22.7,110.6,7.1,15,2,1,2,14,10,5,15,2,2,5,13,8,18,10,12,8,10,8,20,16,11,7,5,2,5,1,2016-11-16
3,Boston Celtics,10,5,5,0.5,48.0,39.6,86.5,0.458,10.8,29.9,0.361,17.9,23.7,0.755,10.2,31.5,41.7,25.2,12.9,7.7,4.9,6.0,23.2,20.9,107.9,-0.2,15,15,11,16,14,7,11,10,5,7,8,17,16,22,17,28,26,3,10,18,16,27,27,13,6,16,2016-17,Dallas Mavericks,9,2,7,0.222,49.1,35.7,85.6,0.417,9.3,30.9,0.302,14.2,17.6,0.81,9.3,31.9,41.2,18.3,12.3,8.6,3.9,3.3,19.3,21.1,94.9,-6.4,28,26,20,26,4,28,19,29,12,5,28,28,30,4,22,26,29,29,6,10,28,2,9,11,28,26,1,2016-11-16
4,New York Knicks,10,4,6,0.4,48.0,38.7,86.7,0.446,7.9,23.2,0.341,15.7,20.7,0.758,11.6,33.0,44.6,20.8,14.9,6.7,5.5,4.8,22.4,19.8,101.0,-5.5,15,19,18,19,14,14,10,13,22,22,18,25,24,21,5,21,12,19,18,28,7,11,23,24,21,25,2016-17,Detroit Pistons,11,6,5,0.545,48.0,38.5,87.0,0.442,6.1,19.3,0.316,15.3,20.1,0.76,9.6,34.9,44.5,20.5,12.3,7.6,4.5,4.2,16.9,17.9,98.3,2.1,4,12,11,14,14,17,7,20,29,29,25,26,26,20,19,8,13,21,5,19,26,6,1,29,24,11,1,2016-11-16
5,Atlanta Hawks,10,8,2,0.8,48.0,40.5,84.4,0.48,9.1,25.1,0.363,17.8,26.1,0.682,11.5,34.0,45.5,25.9,18.1,10.7,5.1,4.9,17.7,23.2,107.9,9.9,15,3,3,3,14,4,24,2,13,16,7,19,5,29,6,14,6,2,29,1,11,14,4,4,6,2,2016-17,Milwaukee Bucks,9,5,4,0.556,48.6,39.1,84.8,0.461,7.8,23.6,0.33,17.9,22.3,0.801,10.3,34.9,45.2,24.1,15.6,9.2,5.2,5.0,21.9,20.2,103.9,1.9,28,15,8,13,9,9,22,7,23,21,21,18,20,8,16,9,9,6,22,5,8,17,21,19,17,12,1,2016-11-16
6,Oklahoma City Thunder,11,6,5,0.545,48.5,38.5,88.1,0.438,8.3,24.9,0.332,17.7,24.4,0.728,11.5,35.2,46.6,20.0,16.7,7.5,4.9,6.7,21.8,19.9,103.1,0.4,4,12,11,14,13,16,4,23,18,17,19,20,14,26,7,7,4,22,24,23,15,30,20,22,18,15,2016-17,Houston Rockets,10,6,4,0.6,48.0,38.9,83.8,0.464,13.6,36.6,0.372,16.4,22.2,0.739,11.2,32.7,43.9,23.8,17.4,7.2,4.8,5.1,21.8,18.5,107.8,3.0,15,12,8,9,14,12,26,4,1,1,6,23,22,24,9,23,17,7,27,25,20,19,19,27,9,10,1,2016-11-16
7,Toronto Raptors,10,7,3,0.7,48.0,39.8,86.1,0.462,7.1,22.9,0.31,19.8,24.6,0.805,11.1,32.2,43.3,18.7,11.0,9.2,4.6,4.5,22.6,19.9,106.5,5.1,15,6,5,6,14,6,14,5,26,23,26,7,12,6,10,25,18,27,2,6,23,9,26,23,13,7,2016-17,Golden State Warriors,10,8,2,0.8,48.0,43.3,85.9,0.504,11.6,30.9,0.375,18.2,22.7,0.802,8.7,33.5,42.2,30.5,15.9,10.1,5.6,3.8,19.1,20.8,116.4,8.2,15,3,3,3,14,1,16,1,3,4,4,16,19,7,25,17,24,1,23,3,6,3,7,14,1,3,0,2016-11-16
8,Denver Nuggets,10,3,7,0.3,48.5,36.7,86.2,0.426,9.0,25.3,0.356,21.7,28.2,0.77,12.3,36.5,48.8,18.7,18.1,6.7,4.5,5.9,20.3,23.6,104.1,-4.1,15,23,20,23,11,22,13,25,14,13,12,1,3,15,3,1,2,27,29,28,25,25,12,3,16,20,2016-17,Phoenix Suns,11,3,8,0.273,49.4,40.1,90.8,0.441,6.5,22.0,0.298,21.6,28.3,0.765,11.4,35.9,47.3,19.5,15.5,9.0,3.2,6.3,26.4,22.4,108.4,-7.3,4,23,27,25,1,5,1,21,28,25,29,2,2,17,8,5,3,25,21,7,30,29,30,7,5,27,1,2016-11-16
9,LA Clippers,11,10,1,0.909,48.0,39.1,84.7,0.461,9.5,25.2,0.375,21.2,28.8,0.735,9.5,36.0,45.5,22.0,12.0,10.4,5.1,3.2,19.9,25.5,108.8,16.6,4,1,1,1,14,11,23,6,10,15,3,3,1,25,21,4,5,12,3,2,13,1,10,1,4,1,2016-17,Memphis Grizzlies,10,5,5,0.5,49.0,34.9,82.8,0.421,8.3,25.8,0.322,19.4,24.8,0.782,10.4,31.2,41.6,19.5,15.5,8.6,4.9,4.8,25.5,23.7,97.5,-4.4,15,15,11,16,5,30,27,28,17,11,23,9,11,11,15,29,27,24,20,9,16,11,29,2,25,23,0,2016-11-16
