,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Orlando Magic,72,20,52,0.278,48.7,36.9,83.4,0.443,6.8,19.6,0.349,16.0,20.9,0.766,9.6,32.8,42.4,21.0,14.6,7.7,4.2,5.6,20.2,18.5,96.7,-5.3,5,28,28,28,3,21,13,22,21,22,24,26,27,12,24,10,19,22,12,14,24,25,11,30,24,26,2013-14,Charlotte Bobcats,72,35,37,0.486,48.3,36.2,81.8,0.442,6.1,17.4,0.352,17.8,24.2,0.738,9.3,32.9,42.2,21.3,12.4,6.1,5.1,5.2,18.2,21.0,96.3,-1.1,5,16,17,17,17,26,23,23,26,28,21,14,11,24,25,9,21,18,1,29,10,20,2,10,25,17,1,2014-03-28
1,Toronto Raptors,71,40,31,0.563,48.8,36.5,82.4,0.443,8.5,23.0,0.369,19.5,25.0,0.78,11.6,31.5,43.1,21.3,14.2,7.1,4.3,4.4,23.1,22.0,100.9,3.3,14,12,12,12,2,23,20,21,9,10,12,6,7,8,12,17,14,17,10,23,22,12,30,5,15,9,2013-14,Boston Celtics,71,23,48,0.324,48.1,36.3,84.0,0.432,6.7,20.2,0.331,16.3,21.0,0.773,12.1,31.0,43.1,20.7,15.2,7.1,4.4,4.6,21.3,19.2,95.5,-4.1,14,26,26,26,27,25,10,28,23,19,28,24,26,10,7,22,15,25,20,23,21,13,19,28,27,24,1,2014-03-28
2,Washington Wizards,71,36,35,0.507,49.0,38.6,84.9,0.455,8.1,21.0,0.386,15.5,21.2,0.732,11.0,31.4,42.4,23.2,14.8,8.3,4.7,4.0,20.5,19.7,100.9,0.4,14,15,15,15,1,10,6,12,14,18,2,28,25,25,16,18,20,7,15,11,15,7,16,23,17,15,2013-14,Indiana Pacers,72,52,20,0.722,48.3,36.3,80.6,0.45,6.7,18.9,0.351,18.4,23.4,0.785,10.3,34.9,45.2,20.1,15.2,6.9,5.6,4.7,20.3,22.0,97.6,5.9,5,2,3,3,21,24,26,14,24,25,23,11,13,5,22,1,6,27,19,26,4,14,15,6,22,4,1,2014-03-28
3,Brooklyn Nets,70,37,33,0.529,48.6,35.5,78.2,0.454,8.5,22.9,0.37,18.8,24.7,0.761,8.8,29.5,38.3,20.7,14.2,8.5,3.9,4.2,22.0,20.9,98.3,-0.9,28,14,14,14,6,29,29,13,10,11,11,9,9,14,28,28,29,23,9,7,28,9,22,11,21,16,2013-14,Cleveland Cavaliers,73,29,44,0.397,48.6,36.6,84.5,0.433,7.1,20.0,0.357,17.0,22.8,0.747,12.2,32.0,44.2,20.7,14.5,7.0,3.7,5.9,20.0,19.6,97.3,-4.2,1,22,22,22,5,22,8,27,18,20,16,17,18,22,5,15,11,24,11,25,29,27,9,25,23,25,1,2014-03-28
4,Detroit Pistons,71,26,45,0.366,48.3,39.0,86.9,0.449,6.1,18.9,0.32,16.7,25.2,0.665,14.3,31.0,45.3,21.1,14.8,8.5,5.0,4.8,20.3,20.5,100.9,-2.8,14,23,23,23,18,4,4,16,27,24,29,20,6,30,1,23,3,21,15,6,11,17,12,15,16,23,2013-14,Miami Heat,70,48,22,0.686,48.4,38.7,76.8,0.504,8.0,21.8,0.367,17.7,23.3,0.76,7.5,29.2,36.7,22.9,14.9,9.0,4.6,3.0,19.9,20.4,103.1,4.8,28,6,4,6,11,8,30,1,16,16,13,15,16,15,30,30,30,10,17,2,18,1,8,16,11,6,0,2014-03-28
5,Chicago Bulls,71,40,31,0.563,48.6,34.5,80.3,0.429,6.1,17.5,0.347,18.1,23.4,0.775,11.7,33.0,44.7,22.3,15.2,7.2,5.4,6.2,19.2,21.1,93.1,1.2,14,12,12,12,4,30,27,29,27,27,25,12,15,9,11,8,9,12,20,22,7,29,5,9,30,14,2013-14,Portland Trail Blazers,73,46,27,0.63,48.4,39.0,87.2,0.448,9.5,25.6,0.371,19.3,23.6,0.819,12.6,33.7,46.3,23.1,13.8,5.4,4.7,3.7,19.5,20.9,106.8,3.8,1,7,7,7,14,6,3,19,1,3,9,7,12,1,2,6,1,8,6,30,14,6,7,12,3,8,0,2014-03-28
6,Minnesota Timberwolves,70,35,35,0.5,48.2,38.6,87.7,0.44,7.5,21.9,0.343,21.7,27.8,0.78,12.6,32.3,44.9,23.5,13.5,8.7,3.5,5.6,18.4,23.5,106.3,3.1,28,16,15,16,23,11,2,25,17,15,26,1,3,7,3,12,8,6,3,4,30,26,3,2,4,10,2013-14,Los Angeles Lakers,71,24,47,0.338,48.1,38.0,84.5,0.45,9.4,24.5,0.385,16.9,22.6,0.75,9.2,32.1,41.3,23.9,15.5,7.2,5.6,4.7,20.1,19.6,102.4,-6.0,14,25,25,25,30,15,9,15,3,6,3,18,19,20,26,14,23,4,25,21,5,15,10,26,12,27,1,2014-03-28
7,New Orleans Pelicans,71,31,40,0.437,48.5,38.1,82.9,0.46,5.9,15.9,0.371,18.1,23.4,0.771,11.8,30.5,42.2,21.2,13.9,7.9,6.4,6.0,22.8,20.2,100.1,-2.1,14,19,18,19,8,13,16,9,29,29,8,13,14,11,9,25,22,20,7,12,1,28,27,19,18,20,2013-14,Utah Jazz,72,23,49,0.319,48.1,35.7,80.9,0.442,6.8,19.4,0.352,16.2,21.7,0.745,10.8,30.3,41.1,19.9,14.6,6.8,4.5,4.8,20.7,20.3,94.4,-6.8,5,26,27,27,28,28,25,24,22,23,22,25,22,23,20,26,24,28,13,27,20,16,17,18,29,28,1,2014-03-28
8,Oklahoma City Thunder,71,52,19,0.732,48.4,39.1,83.0,0.471,8.1,22.2,0.363,19.9,24.8,0.803,11.0,34.3,45.2,21.8,15.8,8.3,6.1,3.6,22.6,20.3,106.2,6.5,14,2,2,2,15,3,14,6,15,14,14,5,8,2,16,3,5,13,27,10,2,5,26,17,5,3,2013-14,Sacramento Kings,71,25,46,0.352,48.4,37.0,82.5,0.448,6.2,18.6,0.335,21.1,27.6,0.765,12.1,32.2,44.3,19.0,15.4,7.2,4.0,5.5,22.9,23.4,101.3,-2.3,14,24,24,24,12,20,19,18,25,26,27,3,4,13,6,13,10,30,22,20,26,23,28,3,13,22,1,2014-03-28
9,Denver Nuggets,72,32,40,0.444,48.1,38.2,85.4,0.447,8.5,23.4,0.361,19.0,26.4,0.719,12.2,33.0,45.3,22.3,15.9,7.5,5.5,5.6,22.9,21.7,103.8,-2.2,5,18,18,18,29,12,5,20,11,9,15,8,5,27,4,7,4,11,28,18,6,24,29,7,9,21,2013-14,San Antonio Spurs,71,55,16,0.775,48.2,40.5,82.9,0.488,8.4,21.2,0.398,15.9,20.3,0.785,9.1,34.1,43.2,25.3,14.7,7.5,5.1,4.8,18.1,19.5,105.4,7.8,14,1,1,1,24,1,15,2,12,17,1,27,29,4,27,4,13,1,14,19,8,18,1,27,7,1,0,2014-03-28
