,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Orlando Magic,55,16,39,0.291,48.2,37.3,81.9,0.456,6.9,19.4,0.358,14.2,19.3,0.733,9.0,31.7,40.7,20.5,14.9,7.6,3.6,5.5,21.1,18.3,95.8,-6.2,1,26,26,26,26,16,23,11,21,23,12,29,29,27,28,19,28,24,24,15,30,25,21,29,24,26,2014-15,New York Knicks,52,10,42,0.192,48.3,36.0,82.2,0.438,7.4,20.5,0.359,13.3,17.4,0.769,10.8,29.1,39.8,21.6,14.4,7.2,4.0,4.2,21.9,18.5,92.7,-7.8,13,30,30,30,19,26,20,23,16,20,8,30,30,10,16,29,29,14,17,21,26,6,25,28,29,28,1,2015-02-11
1,Boston Celtics,50,19,31,0.38,48.5,39.3,87.6,0.448,7.6,23.3,0.327,14.9,19.8,0.751,10.8,32.8,43.5,24.5,14.4,8.0,3.9,5.5,21.0,18.1,101.0,-1.5,29,23,19,21,14,4,1,17,13,13,24,28,28,17,17,11,13,4,16,10,28,23,18,30,11,18,2014-15,Atlanta Hawks,53,43,10,0.811,48.2,38.1,80.8,0.472,9.9,25.3,0.393,17.5,22.5,0.778,8.4,32.4,40.8,25.8,14.0,8.9,4.6,4.8,18.2,20.7,103.7,6.8,4,1,2,2,24,10,26,2,4,9,1,12,17,6,30,14,27,2,11,5,16,13,2,12,6,2,1,2015-02-11
2,Detroit Pistons,53,21,32,0.396,48.3,36.7,85.5,0.429,8.6,25.2,0.343,16.5,23.1,0.712,12.9,32.5,45.4,21.4,13.7,7.8,4.5,4.9,18.9,19.8,98.5,-1.2,4,19,21,20,20,22,8,28,10,10,19,22,15,29,1,13,4,17,8,13,17,17,6,21,21,17,2014-15,San Antonio Spurs,52,33,19,0.635,48.9,37.8,83.3,0.454,8.4,23.0,0.364,16.6,21.7,0.766,10.1,33.7,43.8,24.3,14.3,7.6,5.4,4.8,19.1,19.7,100.6,3.7,13,9,7,9,1,13,16,13,11,14,6,20,22,11,25,6,12,6,14,14,8,14,9,22,14,9,0,2015-02-11
3,Toronto Raptors,52,35,17,0.673,48.6,38.5,84.1,0.458,8.9,25.4,0.349,19.9,25.5,0.781,11.1,30.8,42.0,21.1,12.8,7.4,4.5,5.1,21.4,21.5,105.8,4.9,13,5,5,5,7,7,13,9,9,8,16,3,3,4,12,26,22,20,4,16,18,19,24,5,5,7,2014-15,Washington Wizards,53,33,20,0.623,48.6,38.7,82.2,0.471,6.1,16.1,0.377,16.3,21.9,0.744,10.4,33.5,43.9,24.4,14.9,7.4,4.7,4.4,21.1,20.3,99.8,2.4,4,9,10,10,11,6,21,4,26,27,3,23,21,19,22,9,10,5,23,17,15,7,19,17,18,12,1,2015-02-11
4,Milwaukee Bucks,52,29,23,0.558,48.6,38.0,81.5,0.466,7.2,19.0,0.377,15.9,20.6,0.772,10.1,31.1,41.2,23.7,16.6,9.6,4.8,4.5,22.3,19.7,99.0,1.9,13,13,13,13,7,12,24,6,19,25,4,26,26,9,24,24,25,7,28,3,12,10,27,22,20,13,2014-15,Sacramento Kings,51,18,33,0.353,48.6,36.1,80.0,0.451,5.1,15.6,0.323,22.7,29.4,0.773,10.8,33.7,44.5,19.2,16.4,6.3,3.9,5.9,21.4,24.6,100.0,-4.1,27,25,22,25,6,25,28,15,29,29,26,1,1,8,14,7,8,30,27,28,29,29,23,1,17,25,1,2015-02-11
5,Minnesota Timberwolves,52,11,41,0.212,48.2,36.9,84.3,0.438,5.1,14.9,0.338,18.8,24.8,0.758,12.2,28.8,41.0,22.1,15.1,8.4,4.0,5.8,19.6,21.2,97.7,-8.7,13,29,28,29,22,20,11,24,30,30,22,4,6,14,3,30,26,11,26,8,26,28,11,7,22,29,2014-15,Golden State Warriors,50,41,9,0.82,48.2,41.8,86.9,0.481,10.5,27.1,0.387,16.8,21.7,0.774,10.4,34.6,45.0,27.3,14.9,9.4,6.1,3.6,19.8,19.1,110.9,11.1,29,2,1,1,21,1,2,1,2,3,2,18,23,7,21,2,5,1,21,4,2,4,13,26,1,1,0,2015-02-11
6,New Orleans Pelicans,52,27,25,0.519,48.2,38.1,84.1,0.453,6.8,19.1,0.353,17.0,22.3,0.762,12.3,31.9,44.3,21.3,13.0,7.0,6.1,6.1,18.8,18.7,100.0,0.4,13,15,14,15,22,11,12,14,23,24,15,15,18,12,2,17,9,18,6,24,3,30,5,27,16,16,2014-15,Indiana Pacers,53,20,33,0.377,48.4,36.2,83.5,0.434,6.9,20.8,0.331,16.3,21.5,0.761,10.7,34.2,44.9,21.1,14.4,6.0,4.5,4.8,20.7,20.9,95.6,-1.7,4,21,22,22,17,24,15,26,22,18,23,23,24,13,18,4,7,19,15,29,20,16,16,8,25,19,0,2015-02-11
7,Oklahoma City Thunder,52,27,25,0.519,48.4,37.7,84.9,0.444,7.4,22.7,0.325,17.8,23.8,0.75,11.9,34.5,46.4,20.3,14.8,7.2,6.0,4.5,22.4,20.1,100.6,1.6,13,15,14,15,15,14,9,21,16,15,25,10,11,18,7,3,1,28,20,20,4,9,28,18,14,14,2014-15,Memphis Grizzlies,52,39,13,0.75,48.9,38.5,83.3,0.462,5.4,15.7,0.342,18.5,23.7,0.779,10.6,32.6,43.2,22.2,13.0,8.5,4.5,5.1,19.2,20.9,100.8,5.2,13,3,3,3,1,8,16,7,28,28,20,5,12,5,20,12,16,10,5,7,19,20,10,11,12,5,1,2015-02-11
8,Cleveland Cavaliers,53,32,21,0.604,48.1,37.3,82.1,0.455,9.0,25.5,0.354,18.4,24.4,0.753,11.4,31.3,42.7,21.6,13.9,7.3,4.2,4.8,18.2,20.9,102.0,2.9,4,12,12,12,27,17,22,12,8,7,14,8,8,16,10,23,18,12,9,18,25,15,3,8,9,10,2014-15,Miami Heat,51,22,29,0.431,48.0,34.3,75.1,0.456,7.0,20.2,0.344,17.3,23.4,0.741,8.6,29.3,37.9,20.1,14.6,7.9,4.2,4.4,19.6,20.4,92.8,-3.5,27,17,17,17,29,29,30,10,20,21,18,13,14,23,29,28,30,29,19,11,24,8,12,15,28,23,1,2015-02-11
9,Dallas Mavericks,54,35,19,0.648,48.6,40.2,86.1,0.466,9.7,27.0,0.358,16.7,22.0,0.756,10.8,31.6,42.4,23.1,12.3,8.1,4.9,3.6,20.0,21.9,106.7,5.4,2,5,7,7,12,2,6,5,6,4,11,19,19,15,15,21,20,8,3,9,10,3,14,2,2,4,2014-15,Utah Jazz,52,19,33,0.365,48.0,36.0,79.7,0.451,7.2,21.0,0.342,16.8,22.8,0.739,11.8,31.0,42.8,20.3,15.0,7.0,5.8,4.9,18.9,19.2,96.0,-2.4,13,23,22,24,29,27,29,16,18,17,21,16,16,25,9,25,17,27,25,26,6,18,7,25,23,20,1,2015-02-11
