,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Detroit Pistons,43,12,31,0.279,48.7,38.4,86.7,0.444,12.3,35.1,0.349,18.0,23.4,0.771,10.1,32.7,42.8,24.4,14.6,7.9,5.1,5.9,20.3,20.5,107.2,-3.7,18,28,28,28,1,29,26,27,20,13,24,6,6,19,16,26,26,17,22,11,11,28,23,6,24,23,2020-21,Brooklyn Nets,45,30,15,0.667,48.6,43.5,87.6,0.496,14.4,36.7,0.393,18.1,22.7,0.795,8.8,35.2,44.0,26.5,13.9,6.6,5.2,4.5,18.8,18.7,119.4,4.2,2,3,5,5,5,3,19,1,6,9,3,5,8,8,24,11,15,7,13,25,10,10,9,19,2,8,0,2021-03-26
1,Toronto Raptors,44,18,26,0.409,48.0,39.5,88.3,0.448,15.5,40.9,0.38,17.9,21.6,0.827,9.2,31.9,41.1,25.1,13.5,8.3,5.5,5.9,22.3,20.4,112.5,0.1,9,24,24,24,29,23,16,25,3,3,9,7,16,4,20,30,30,13,10,5,6,29,29,8,15,15,2020-21,Phoenix Suns,43,29,14,0.674,48.5,42.8,87.6,0.489,13.1,34.4,0.382,15.2,18.3,0.831,8.2,35.2,43.4,27.3,13.1,6.6,4.3,3.8,19.7,17.9,113.9,6.5,18,5,3,3,8,6,20,2,12,17,7,27,30,3,28,10,21,2,5,27,26,3,16,29,11,3,0,2021-03-26
2,Milwaukee Bucks,43,29,14,0.674,48.1,44.7,91.6,0.487,14.7,37.5,0.392,16.0,21.3,0.749,10.4,38.2,48.6,26.0,14.0,8.0,4.8,4.7,17.5,18.4,120.0,7.3,18,5,3,3,19,1,2,3,4,6,4,23,18,24,11,1,1,10,15,10,17,14,3,24,1,2,2020-21,Boston Celtics,44,21,23,0.477,48.2,41.6,88.5,0.47,12.8,33.8,0.377,16.3,21.5,0.758,10.9,32.9,43.8,22.9,13.9,7.9,5.1,5.0,20.7,19.6,112.2,0.7,9,17,16,18,16,12,14,13,15,20,10,20,17,23,6,24,17,25,14,12,12,17,25,14,18,11,0,2021-03-26
3,Charlotte Hornets,43,22,21,0.512,48.1,40.6,87.9,0.462,14.0,36.2,0.385,16.8,21.6,0.776,10.5,33.4,43.9,27.1,15.5,8.1,4.7,5.1,18.4,19.1,112.0,-0.7,18,12,13,13,19,19,18,16,7,11,5,16,15,16,9,21,16,3,28,8,18,19,6,17,19,18,2020-21,Miami Heat,45,22,23,0.489,48.4,38.5,83.9,0.458,12.6,36.4,0.346,17.0,21.3,0.8,8.0,34.9,42.9,25.8,15.0,7.3,4.1,4.1,19.1,20.2,106.6,-1.4,2,12,16,16,10,28,30,19,17,10,27,12,19,7,29,14,25,12,25,16,29,5,13,10,26,22,1,2021-03-26
4,Orlando Magic,44,15,29,0.341,48.1,38.6,89.4,0.432,12.0,33.8,0.356,15.3,19.5,0.784,10.4,36.0,46.4,22.6,13.3,6.6,4.1,5.0,16.8,17.9,104.5,-6.7,9,26,27,27,24,27,8,30,21,21,20,26,27,15,10,5,5,27,6,26,27,17,1,30,29,28,2020-21,Portland Trail Blazers,44,26,18,0.591,48.1,40.3,90.6,0.445,16.3,42.8,0.38,17.7,21.1,0.838,10.6,32.8,43.4,20.1,11.4,7.0,5.0,4.4,19.2,18.6,114.7,-1.0,9,8,8,8,24,21,4,26,2,2,8,9,20,2,8,25,20,30,1,22,13,8,15,23,9,20,0,2021-03-26
5,Minnesota Timberwolves,44,10,34,0.227,48.3,40.4,91.2,0.443,12.6,36.2,0.349,15.8,20.8,0.76,10.3,32.6,42.9,25.0,14.5,8.7,5.6,5.7,21.6,18.9,109.3,-8.0,9,30,30,30,11,20,3,28,16,12,25,25,21,22,14,27,23,14,21,3,4,25,27,18,22,30,2020-21,Houston Rockets,43,12,31,0.279,48.1,38.4,88.5,0.434,13.2,40.3,0.328,16.8,22.7,0.742,9.1,33.2,42.3,22.3,14.3,7.9,5.4,5.5,20.0,19.9,106.9,-6.7,18,28,28,28,19,30,13,29,11,4,30,15,9,27,22,22,28,28,19,13,7,23,21,12,25,27,1,2021-03-26
6,New Orleans Pelicans,43,19,24,0.442,48.2,43.0,88.5,0.486,11.2,31.6,0.354,18.4,25.0,0.737,11.8,34.8,46.6,26.2,14.2,7.2,4.1,5.7,17.7,20.8,115.6,0.5,18,21,20,21,15,5,15,5,23,23,21,4,3,28,1,16,3,8,17,18,28,26,4,4,5,13,2020-21,Denver Nuggets,44,26,18,0.591,48.7,43.5,89.5,0.487,13.3,34.8,0.384,15.2,19.3,0.787,10.4,33.7,44.1,26.8,13.4,8.2,4.3,4.3,19.2,19.5,115.6,4.7,9,8,8,8,2,2,7,4,10,14,6,28,28,11,12,20,13,4,8,7,25,7,14,16,4,6,0,2021-03-26
7,Dallas Mavericks,42,23,19,0.548,48.1,40.8,86.4,0.472,13.7,37.9,0.363,17.2,21.9,0.786,8.3,34.8,43.2,22.8,12.3,6.2,4.6,3.6,19.8,20.7,112.5,1.4,28,10,10,10,18,18,27,11,9,5,16,11,13,13,26,15,22,26,3,30,20,1,19,5,17,10,2020-21,Indiana Pacers,43,20,23,0.465,48.6,42.3,89.8,0.472,12.4,34.2,0.362,16.1,20.4,0.788,8.7,33.0,41.7,26.8,13.8,8.5,6.0,5.4,20.2,18.6,113.1,0.0,18,19,16,19,3,9,6,12,19,18,18,22,23,10,25,23,29,5,12,4,2,21,22,22,12,16,0,2021-03-26
8,Utah Jazz,43,32,11,0.744,48.1,41.2,88.1,0.467,17.0,43.0,0.397,17.4,22.2,0.785,11.0,37.0,48.0,23.7,14.3,6.5,5.5,4.0,18.8,19.5,116.8,8.8,18,1,1,1,19,15,17,14,1,1,2,10,10,14,5,2,2,21,18,29,5,4,8,15,3,1,2020-21,Memphis Grizzlies,41,21,20,0.512,48.2,42.5,92.0,0.462,10.5,30.2,0.348,15.9,20.3,0.786,11.2,34.8,46.0,26.6,13.7,9.8,4.5,5.6,18.8,18.1,111.5,0.6,30,17,11,12,13,8,1,17,29,26,26,24,25,12,4,17,7,6,11,1,22,24,7,26,20,12,1,2021-03-26
9,Golden State Warriors,45,22,23,0.489,48.1,40.9,88.7,0.462,13.8,37.5,0.368,17.0,21.9,0.776,7.8,35.1,42.9,27.5,14.7,8.0,4.8,4.7,21.8,20.4,112.7,-0.9,2,12,16,16,26,17,12,18,8,7,14,12,12,17,30,12,24,1,23,9,15,13,28,9,14,19,2020-21,Atlanta Hawks,44,22,22,0.5,48.2,39.8,87.2,0.457,12.6,34.7,0.363,20.2,24.6,0.821,11.4,34.5,45.9,24.1,14.0,6.9,5.0,5.4,19.8,20.5,112.5,1.8,9,12,14,15,16,22,23,20,18,16,17,2,4,5,2,18,8,20,16,23,14,22,20,7,16,9,0,2021-03-26
