,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Charlotte Hornets,51,25,26,0.49,48.7,36.3,84.6,0.428,10.3,29.3,0.351,18.9,23.9,0.789,9.3,34.6,43.9,21.3,13.0,7.1,5.2,5.7,18.6,20.8,101.6,0.4,16,16,16,17,5,25,13,29,3,3,17,8,11,5,25,5,12,21,3,24,13,27,4,11,15,12,2015-16,Chicago Bulls,50,27,23,0.54,48.9,38.5,88.3,0.436,7.4,20.6,0.358,17.3,22.1,0.782,11.6,36.5,48.1,21.8,14.3,6.1,5.9,5.5,19.1,19.1,101.6,0.1,23,12,9,11,1,8,2,25,23,24,7,16,23,10,5,1,1,14,13,29,5,24,7,25,16,14,1,2016-02-08
1,Cleveland Cavaliers,50,36,14,0.72,48.5,38.0,83.5,0.455,10.0,28.1,0.354,16.2,22.2,0.728,10.8,33.8,44.6,22.2,13.7,6.8,3.8,4.5,20.3,20.7,102.2,5.6,23,4,3,4,8,15,20,11,5,5,14,24,20,24,9,10,9,12,9,25,28,8,14,12,11,4,2015-16,Sacramento Kings,51,21,30,0.412,48.5,40.0,86.6,0.462,8.2,22.9,0.357,18.9,25.9,0.728,10.7,34.5,45.2,24.8,16.5,8.6,4.5,5.4,20.8,22.2,107.1,-1.8,16,22,21,22,9,4,5,5,18,20,9,7,6,25,10,6,6,4,28,7,20,22,18,3,3,20,1,2016-02-08
2,Indiana Pacers,51,27,24,0.529,48.6,38.4,85.5,0.448,8.5,23.7,0.356,17.8,23.6,0.754,10.7,33.3,44.0,20.5,15.4,9.3,4.6,4.5,19.7,21.1,103.0,2.7,16,12,12,13,7,10,10,14,15,16,11,12,12,20,11,14,11,24,24,4,18,9,10,10,8,8,2015-16,Los Angeles Lakers,53,11,42,0.208,48.1,35.0,84.7,0.413,7.7,24.4,0.314,18.7,24.2,0.773,10.5,32.4,42.9,18.3,14.1,7.2,4.5,5.6,20.1,18.6,96.4,-9.8,3,29,29,29,27,30,12,30,22,14,30,9,10,13,16,22,20,29,11,23,19,26,11,26,27,29,1,2016-02-08
3,Philadelphia 76ers,51,8,43,0.157,48.3,35.8,82.5,0.434,8.4,25.4,0.33,15.0,22.2,0.677,9.5,32.2,41.8,20.6,17.8,8.4,6.6,6.0,21.5,19.1,94.9,-10.4,16,30,30,30,17,28,23,28,16,11,27,28,22,29,23,24,26,23,30,8,1,29,24,24,30,30,2015-16,LA Clippers,51,34,17,0.667,48.3,38.2,82.5,0.463,9.4,25.9,0.362,18.5,26.9,0.688,9.1,33.1,42.1,22.6,12.9,8.1,5.4,3.2,21.4,23.0,104.3,4.1,16,5,6,6,17,14,23,4,7,10,5,10,2,28,27,18,24,8,2,12,10,1,23,1,7,7,0,2016-02-08
4,Brooklyn Nets,52,13,39,0.25,48.2,37.8,84.0,0.449,5.9,17.4,0.338,14.8,19.5,0.76,10.5,32.4,42.9,21.6,15.0,7.2,3.9,5.1,17.8,17.9,96.3,-7.2,7,28,28,28,24,16,17,13,28,28,22,29,29,16,15,21,19,16,20,21,25,17,3,30,28,28,2015-16,Denver Nuggets,52,21,31,0.404,48.3,36.8,84.5,0.435,7.8,23.3,0.337,19.0,24.8,0.766,11.6,32.9,44.6,22.2,14.6,7.2,4.6,6.4,20.8,21.6,100.4,-3.3,7,22,22,23,19,21,14,26,20,18,24,6,9,15,4,19,10,13,16,21,17,30,19,7,19,24,1,2016-02-08
5,Detroit Pistons,52,27,25,0.519,48.7,38.2,87.9,0.435,8.9,26.4,0.338,16.8,26.0,0.647,13.3,33.6,47.0,18.6,13.7,7.5,3.8,4.6,19.4,22.2,102.2,1.3,7,12,13,14,6,12,3,27,11,9,23,19,5,30,1,11,3,27,8,20,29,10,9,4,10,11,2015-16,Toronto Raptors,50,34,16,0.68,48.2,36.2,81.3,0.445,8.5,23.1,0.367,20.8,26.5,0.784,10.3,33.2,43.5,18.4,13.8,8.3,5.2,5.5,19.1,21.9,101.6,4.4,23,5,5,5,23,26,27,17,14,19,4,2,3,8,19,15,15,28,10,9,11,23,6,5,17,5,0,2016-02-08
6,Atlanta Hawks,53,30,23,0.566,48.1,38.4,83.5,0.459,9.3,26.8,0.346,16.1,20.4,0.788,8.5,32.5,41.0,25.2,15.1,9.4,5.5,5.2,18.9,18.3,102.1,2.5,3,8,9,9,27,9,19,7,9,8,19,25,27,6,30,20,29,2,22,3,9,20,5,28,12,9,2015-16,Orlando Magic,50,22,28,0.44,48.7,38.5,85.7,0.45,7.8,22.1,0.353,14.3,18.6,0.767,10.5,33.1,43.6,22.6,14.8,7.8,5.1,5.9,20.2,18.0,99.1,-1.6,23,20,20,20,3,7,8,12,21,21,15,30,30,14,17,16,14,9,18,15,15,28,12,29,22,19,0,2016-02-08
7,Memphis Grizzlies,51,30,21,0.588,48.4,36.0,81.6,0.441,6.0,17.6,0.338,19.8,25.1,0.791,9.9,31.1,41.0,21.3,13.2,8.7,4.4,5.2,21.4,21.4,97.8,-1.2,16,8,7,7,14,27,26,20,27,27,21,5,8,4,21,29,28,20,4,6,21,19,22,8,25,17,2015-16,Portland Trail Blazers,52,25,27,0.481,48.2,38.2,85.6,0.446,10.1,28.4,0.355,15.5,21.4,0.726,11.9,34.1,46.0,21.3,14.8,6.8,4.2,5.1,21.8,18.4,102.0,0.2,7,16,18,18,24,13,9,15,4,4,12,27,26,26,3,8,5,18,19,26,24,16,28,27,13,13,0,2016-02-08
8,Minnesota Timberwolves,52,16,36,0.308,48.5,37.1,81.1,0.457,4.9,15.4,0.32,21.0,26.4,0.794,10.2,31.8,42.0,22.3,15.0,7.7,4.4,5.1,21.6,21.3,100.1,-3.6,7,26,26,26,10,19,28,10,30,30,29,1,4,3,20,25,25,10,21,17,22,17,26,9,21,25,2015-16,New Orleans Pelicans,50,18,32,0.36,48.3,38.3,85.9,0.446,8.7,24.6,0.355,16.8,21.4,0.782,9.6,33.1,42.7,21.8,13.3,7.7,4.9,4.8,20.7,19.5,102.0,-3.0,23,25,24,25,16,11,7,16,12,13,13,21,25,11,22,17,21,15,5,18,16,13,16,20,14,23,0,2016-02-08
9,Phoenix Suns,52,14,38,0.269,48.1,37.2,84.8,0.439,9.3,25.3,0.367,16.6,22.0,0.755,10.7,32.3,43.0,20.6,16.8,8.2,3.9,4.9,22.0,20.6,100.3,-6.0,7,27,27,27,26,18,11,21,8,12,3,23,24,18,12,23,18,22,29,11,26,14,29,13,20,27,2015-16,Oklahoma City Thunder,52,38,14,0.731,48.4,40.8,86.0,0.475,7.9,22.0,0.358,20.1,25.5,0.788,12.8,35.0,47.9,22.2,15.5,7.7,6.4,4.7,20.3,20.1,109.7,7.7,7,3,3,3,15,2,6,3,19,22,8,4,7,7,2,4,2,11,26,19,3,11,13,17,2,3,0,2016-02-08
