,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,Los Angeles Lakers,72,49,23,0.681,48.2,39.6,83.2,0.476,7.8,20.8,0.373,21.2,27.9,0.762,10.9,33.3,44.2,24.0,14.4,8.1,5.2,4.6,20.7,22.6,108.2,6.8,3,3,4,4,21,5,6,3,6,6,8,4,4,15,19,1,4,4,12,6,5,14,13,5,4,3,2007-08,Memphis Grizzlies,71,18,53,0.254,48.4,37.0,81.9,0.452,7.6,21.5,0.353,18.4,25.2,0.729,10.4,31.3,41.7,19.1,15.5,6.2,4.9,5.0,19.6,22.5,100.0,-6.1,16,27,28,28,10,13,10,15,7,5,18,19,14,23,22,12,16,28,28,27,15,19,5,6,12,24,0,2008-03-28
1,Seattle SuperSonics,72,17,55,0.236,48.3,38.0,85.1,0.447,4.0,11.8,0.338,17.7,23.0,0.768,11.9,32.7,44.6,21.4,16.4,6.4,5.0,5.4,20.6,19.8,97.7,-8.7,3,29,29,29,19,8,4,23,29,29,27,22,24,12,10,2,2,15,30,24,9,26,11,26,15,30,2007-08,Charlotte Bobcats,71,26,45,0.366,48.5,35.7,79.8,0.447,6.4,17.6,0.365,18.2,25.7,0.71,11.1,29.7,40.7,21.0,14.9,7.5,4.9,6.1,22.1,21.0,96.0,-4.9,16,23,23,23,3,25,20,22,16,15,13,20,12,29,18,22,25,18,22,13,14,30,23,16,22,23,0,2008-03-28
2,Sacramento Kings,71,32,39,0.451,48.4,36.8,80.0,0.46,6.3,17.0,0.37,22.0,27.6,0.796,10.4,30.0,40.4,19.1,15.9,7.7,4.2,5.5,22.5,23.1,101.9,-2.4,16,18,18,18,6,15,19,12,17,20,12,2,6,3,23,19,27,29,29,8,24,27,24,4,8,20,2007-08,Washington Wizards,71,37,34,0.521,48.6,36.2,81.7,0.443,6.7,19.4,0.346,19.1,24.2,0.787,12.2,29.4,41.6,19.3,13.2,7.8,4.9,4.3,19.7,20.3,98.2,0.0,16,15,14,14,2,21,14,24,14,11,23,11,19,4,9,25,17,27,8,7,13,9,6,23,14,15,0,2008-03-28
3,Milwaukee Bucks,70,24,46,0.343,48.3,36.4,81.4,0.447,5.5,16.2,0.342,17.6,23.9,0.735,12.7,28.5,41.2,21.0,14.5,6.5,4.5,5.1,21.5,20.9,95.9,-6.6,28,24,24,24,16,18,15,21,23,22,25,24,21,20,4,30,21,19,16,23,21,21,20,17,23,26,2007-08,Orlando Magic,73,46,27,0.63,48.3,37.2,78.5,0.473,9.6,24.9,0.386,20.6,28.4,0.725,9.5,32.5,42.1,20.4,14.4,6.2,4.1,4.2,20.8,23.5,104.5,4.7,1,9,9,9,20,11,25,5,1,2,4,8,3,24,28,3,14,22,13,28,26,8,15,3,6,7,0,2008-03-28
4,Utah Jazz,72,47,25,0.653,48.1,39.9,80.4,0.496,4.7,12.8,0.371,22.0,29.0,0.757,11.4,29.3,40.8,26.3,14.8,8.8,4.4,5.3,24.3,23.6,106.5,6.3,3,7,8,8,30,3,18,2,26,27,10,3,2,16,14,26,24,2,21,3,22,25,30,2,5,4,2007-08,Los Angeles Clippers,71,21,50,0.296,48.4,34.3,78.5,0.437,4.2,13.1,0.323,20.9,26.7,0.784,9.5,30.3,39.8,21.0,14.3,6.9,4.8,4.9,21.3,21.8,93.7,-6.6,16,25,25,25,10,30,27,28,28,26,29,6,9,6,27,16,29,20,11,20,16,17,18,9,29,27,1,2008-03-28
5,Toronto Raptors,71,36,35,0.507,48.4,38.2,81.9,0.467,7.2,18.0,0.402,16.2,20.0,0.813,9.6,30.5,40.1,23.4,11.8,7.0,4.1,4.1,19.6,18.3,99.9,2.9,16,17,15,17,10,7,10,7,9,14,1,27,30,1,26,15,28,5,2,19,27,5,4,29,13,13,2007-08,New York Knicks,71,20,51,0.282,48.5,35.5,81.2,0.437,5.8,17.3,0.335,18.7,25.9,0.723,12.4,29.7,42.0,18.3,14.6,6.3,2.6,5.2,21.4,20.6,95.5,-6.9,16,26,26,26,3,27,16,29,21,16,28,14,11,26,6,22,15,30,17,26,30,23,19,19,26,28,1,2008-03-28
6,Philadelphia 76ers,72,37,35,0.514,48.2,37.3,80.9,0.461,3.6,11.3,0.32,18.6,26.4,0.705,13.2,29.0,42.1,20.3,14.6,8.6,4.9,4.8,19.8,21.1,96.8,1.0,3,15,15,16,21,10,17,11,30,30,30,15,10,30,3,28,13,23,18,4,12,15,7,15,20,14,2007-08,Phoenix Suns,71,47,24,0.662,48.3,41.4,82.9,0.499,8.6,22.0,0.391,18.6,23.6,0.786,8.6,32.4,41.0,26.7,14.5,6.6,6.6,3.7,19.9,20.8,110.0,4.6,16,7,7,7,17,1,8,1,4,4,3,16,23,5,30,7,22,1,14,21,2,2,8,18,2,8,0,2008-03-28
7,Indiana Pacers,72,29,43,0.403,48.2,37.9,85.6,0.443,9.1,24.4,0.371,18.8,24.5,0.769,11.3,31.9,43.1,22.6,15.1,7.7,5.0,5.1,23.6,21.6,103.8,-2.2,3,21,21,21,21,9,2,25,3,3,11,12,18,11,17,8,8,8,25,10,11,22,29,11,7,19,2007-08,New Jersey Nets,72,31,41,0.431,48.3,34.6,78.3,0.442,5.9,17.0,0.349,20.3,27.8,0.73,11.4,31.0,42.3,23.3,15.1,6.4,4.7,4.4,22.8,22.4,95.4,-4.7,3,19,20,20,14,29,28,26,20,18,21,10,5,22,16,13,10,6,26,25,17,10,26,8,27,22,1,2008-03-28
8,Boston Celtics,71,56,15,0.789,48.1,36.4,76.5,0.476,7.2,18.9,0.38,20.6,26.7,0.77,9.9,31.5,41.4,22.3,15.1,8.5,4.6,4.9,22.6,22.5,100.5,10.0,16,1,1,1,24,19,30,4,10,13,5,9,8,9,24,9,18,10,24,5,18,16,25,6,9,1,2007-08,New Orleans Hornets,70,49,21,0.7,48.4,38.4,82.9,0.463,7.8,19.9,0.391,15.9,20.5,0.773,11.6,30.6,42.2,21.6,12.1,7.7,3.9,4.2,18.8,19.1,100.5,5.3,28,3,2,3,9,6,7,9,5,9,2,29,29,8,13,14,12,12,3,9,28,6,1,28,10,5,1,2008-03-28
9,Atlanta Hawks,71,31,40,0.437,48.4,35.8,79.6,0.45,4.5,12.7,0.353,21.0,27.1,0.773,12.3,29.9,42.2,21.6,15.1,7.4,5.6,5.2,20.7,21.8,97.0,-2.0,16,19,19,19,6,23,22,18,27,28,19,5,7,7,7,20,11,14,27,14,3,24,14,10,18,18,2007-08,Chicago Bulls,71,28,43,0.394,48.4,36.3,84.4,0.43,5.7,15.8,0.36,18.6,24.7,0.753,13.4,30.3,43.7,21.7,14.5,7.6,5.1,5.7,21.7,21.4,96.8,-2.8,16,22,21,22,10,20,5,30,22,23,16,16,17,18,1,17,6,11,15,11,7,28,21,13,21,21,1,2008-03-28
