,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,season,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Home-Team-Win,date
0,New York Knicks,39,15,24,0.385,48.1,37.4,86.2,0.434,10.4,29.2,0.358,17.7,22.1,0.801,11.1,31.2,42.3,21.6,15.3,7.2,2.4,5.4,19.9,18.8,102.9,-3.5,19,22,20,21,24,7,3,29,2,1,18,24,27,6,15,9,10,10,21,14,30,21,5,29,6,23,2008-09,Chicago Bulls,41,18,23,0.439,48.6,37.1,83.8,0.443,6.2,16.4,0.38,18.7,23.5,0.798,11.6,30.1,41.7,20.5,14.9,7.4,5.5,5.6,22.1,20.4,99.1,-3.1,5,19,18,19,8,9,4,26,19,20,8,18,20,8,11,14,14,14,18,12,7,25,22,22,12,22,1,2009-01-19
1,Philadelphia 76ers,40,20,20,0.5,48.1,36.9,80.6,0.458,4.2,12.7,0.331,18.4,24.8,0.742,12.7,30.1,42.8,20.6,15.4,7.8,5.3,5.0,20.3,20.6,96.4,0.7,13,16,16,16,27,11,14,10,29,29,27,22,15,26,2,17,7,13,24,8,9,16,9,20,23,14,2008-09,Dallas Mavericks,40,23,17,0.575,48.4,37.8,83.5,0.453,7.0,20.9,0.333,17.2,21.1,0.813,11.8,32.3,44.1,21.6,13.4,7.1,5.5,4.3,18.6,19.3,99.7,1.4,13,11,12,13,15,6,7,15,12,4,26,26,29,3,8,4,1,9,8,18,8,9,2,27,11,13,0,2009-01-19
2,Atlanta Hawks,39,23,16,0.59,48.1,36.0,78.8,0.457,8.1,21.4,0.377,18.3,24.7,0.741,10.7,29.6,40.3,21.6,13.0,6.9,4.9,4.4,20.0,20.5,98.4,1.6,19,11,9,11,24,22,20,11,4,3,9,23,17,28,17,21,22,10,6,20,17,11,6,21,15,12,2008-09,Toronto Raptors,42,16,26,0.381,48.4,36.0,78.5,0.459,6.4,16.7,0.382,19.4,23.5,0.827,9.0,30.1,39.1,21.7,13.5,6.4,5.0,4.5,19.7,20.9,97.8,-2.5,2,20,23,22,18,21,23,9,18,19,7,11,21,1,29,15,27,8,10,28,14,12,4,18,19,19,1,2009-01-19
3,Charlotte Bobcats,40,16,24,0.4,48.6,33.7,75.7,0.446,5.3,15.0,0.351,18.7,24.9,0.75,10.6,28.5,39.0,20.0,15.5,6.9,4.6,6.0,22.0,21.2,91.4,-2.7,13,20,20,20,7,30,30,22,23,25,19,19,14,24,20,27,28,24,25,21,21,29,21,14,30,20,2008-09,San Antonio Spurs,39,26,13,0.667,48.8,37.0,79.4,0.466,8.3,20.8,0.401,14.8,19.4,0.76,8.4,31.4,39.8,21.9,12.1,5.6,4.2,4.2,18.3,18.4,97.2,2.9,19,6,5,5,1,10,17,7,3,5,2,30,30,17,30,7,24,6,1,30,24,7,1,30,20,8,0,2009-01-19
4,Houston Rockets,41,25,16,0.61,48.4,35.0,79.0,0.443,7.2,19.5,0.369,19.5,24.2,0.807,10.5,32.3,42.8,20.1,14.2,6.7,3.7,5.5,18.6,21.0,96.7,2.9,5,7,9,8,17,27,19,25,10,10,13,9,19,4,22,3,6,20,14,24,28,23,3,17,21,9,2008-09,Denver Nuggets,41,27,14,0.659,48.2,36.8,78.5,0.468,6.8,18.0,0.376,23.5,31.0,0.757,10.4,30.6,41.0,22.6,15.5,8.9,5.6,5.8,22.4,23.5,103.8,3.2,5,5,7,6,21,12,24,6,15,15,10,1,1,21,24,12,17,4,26,2,5,28,24,4,5,7,1,2009-01-19
5,Los Angeles Clippers,39,9,30,0.231,48.8,35.3,82.6,0.428,5.1,16.3,0.314,17.4,23.3,0.748,12.3,30.0,42.3,19.5,15.1,7.1,6.5,5.7,21.4,19.9,93.2,-7.1,19,28,27,28,1,26,8,30,24,22,30,25,23,25,6,18,11,27,19,15,2,27,18,25,29,29,2008-09,Minnesota Timberwolves,38,12,26,0.316,48.5,36.6,83.6,0.437,5.7,16.3,0.346,19.1,25.2,0.759,12.5,29.7,42.2,20.2,14.3,6.5,4.3,6.5,22.2,20.8,97.9,-3.9,27,24,23,24,9,14,6,28,21,21,22,15,11,19,5,19,12,18,15,27,23,30,23,19,18,24,0,2009-01-19
6,New Orleans Hornets,37,24,13,0.649,48.0,34.9,76.5,0.457,7.3,19.1,0.383,18.4,22.6,0.814,9.6,29.3,38.9,19.7,12.6,7.5,4.2,3.5,20.8,21.1,95.6,3.2,30,8,5,7,30,29,28,12,9,12,4,21,26,2,28,25,29,26,3,10,26,1,13,15,24,5,2008-09,Indiana Pacers,40,15,25,0.375,48.8,39.3,86.5,0.455,7.4,20.4,0.365,18.8,23.4,0.804,11.5,32.6,44.0,23.2,15.3,7.1,5.2,5.5,23.9,21.4,104.9,-2.1,13,22,22,23,3,2,1,14,7,8,15,17,22,5,13,2,2,2,23,16,10,24,29,12,3,18,1,2009-01-19
7,Golden State Warriors,41,12,29,0.293,48.7,38.9,86.5,0.45,6.4,18.3,0.35,22.6,29.7,0.76,12.6,30.1,42.7,20.3,15.1,8.2,6.5,5.7,21.6,24.2,106.8,-5.6,5,24,26,25,6,3,2,18,17,14,20,2,2,18,3,16,8,15,20,5,1,26,19,1,2,25,2008-09,Washington Wizards,39,8,31,0.205,48.1,36.2,81.4,0.445,5.1,15.9,0.322,16.6,22.1,0.752,11.7,27.9,39.6,20.2,13.5,7.6,4.2,5.1,20.6,19.1,94.1,-6.3,19,29,28,29,24,20,12,24,24,23,28,29,28,23,10,29,26,17,9,9,25,17,11,28,26,27,1,2009-01-19
8,Memphis Grizzlies,39,11,28,0.282,48.5,34.9,77.4,0.451,4.4,13.8,0.32,19.3,25.5,0.756,10.1,28.1,38.1,16.7,14.5,7.5,4.4,5.1,21.8,21.8,93.5,-5.9,19,26,25,26,10,28,27,17,28,27,29,12,9,22,25,28,30,30,16,11,22,17,20,10,27,26,2008-09,Detroit Pistons,39,22,17,0.564,48.4,35.8,79.3,0.451,4.9,14.2,0.344,16.9,22.8,0.741,10.7,30.2,40.9,20.1,12.3,6.7,5.2,3.8,21.3,20.4,93.4,-0.1,19,14,12,14,14,24,18,16,26,26,23,28,25,27,17,13,19,21,2,26,11,5,17,23,28,17,0,2009-01-19
9,Boston Celtics,42,33,9,0.786,48.5,36.6,76.3,0.48,6.4,17.2,0.374,21.2,27.5,0.771,10.8,32.0,42.8,22.3,16.2,8.5,4.9,4.6,23.2,23.5,100.9,9.2,2,1,4,4,13,13,29,2,16,18,12,5,5,12,16,5,5,5,29,4,15,13,26,3,10,2,2008-09,Phoenix Suns,38,23,15,0.605,48.3,38.7,77.5,0.499,6.8,17.8,0.385,20.6,27.0,0.763,9.7,31.3,41.0,21.7,16.1,6.3,4.8,4.1,20.4,22.2,104.8,1.8,27,11,8,9,20,4,26,1,14,16,3,6,6,15,27,8,18,7,28,29,18,6,10,7,4,11,1,2009-01-19
